Datum,Bron,LeeftijdGroep,Type,Aantal,AantalCumulatief
2020-06-20,RIVM_report_20200620,0-4,Totaal,1,133.0
2020-06-20,RIVM_report_20200620,5-9,Totaal,2,90.0
2020-06-20,RIVM_report_20200620,10-14,Totaal,3,182.0
2020-06-20,RIVM_report_20200620,15-19,Totaal,2,666.0
2020-06-20,RIVM_report_20200620,20-24,Totaal,4,2266.0
2020-06-20,RIVM_report_20200620,25-29,Totaal,9,2736.0
2020-06-20,RIVM_report_20200620,30-34,Totaal,10,2523.0
2020-06-20,RIVM_report_20200620,35-39,Totaal,4,2173.0
2020-06-20,RIVM_report_20200620,40-44,Totaal,7,2413.0
2020-06-20,RIVM_report_20200620,45-49,Totaal,6,3415.0
2020-06-20,RIVM_report_20200620,50-54,Totaal,10,4344.0
2020-06-20,RIVM_report_20200620,55-59,Totaal,4,4712.0
2020-06-20,RIVM_report_20200620,60-64,Totaal,-1,3833.0
2020-06-20,RIVM_report_20200620,65-69,Totaal,3,2442.0
2020-06-20,RIVM_report_20200620,70-74,Totaal,2,2989.0
2020-06-20,RIVM_report_20200620,75-79,Totaal,3,3418.0
2020-06-20,RIVM_report_20200620,80-84,Totaal,4,3902.0
2020-06-20,RIVM_report_20200620,85-89,Totaal,2,4017.0
2020-06-20,RIVM_report_20200620,90-94,Totaal,1,2444.0
2020-06-20,RIVM_report_20200620,95+,Totaal,0,800.0
2020-06-20,RIVM_report_20200620,Niet vermeld,Totaal,0,4.0
2020-06-20,RIVM_report_20200620,0-4,Ziekenhuisopname,0,48.0
2020-06-20,RIVM_report_20200620,5-9,Ziekenhuisopname,0,2.0
2020-06-20,RIVM_report_20200620,10-14,Ziekenhuisopname,0,9.0
2020-06-20,RIVM_report_20200620,15-19,Ziekenhuisopname,0,30.0
2020-06-20,RIVM_report_20200620,20-24,Ziekenhuisopname,0,62.0
2020-06-20,RIVM_report_20200620,25-29,Ziekenhuisopname,0,113.0
2020-06-20,RIVM_report_20200620,30-34,Ziekenhuisopname,1,159.0
2020-06-20,RIVM_report_20200620,35-39,Ziekenhuisopname,0,196.0
2020-06-20,RIVM_report_20200620,40-44,Ziekenhuisopname,0,284.0
2020-06-20,RIVM_report_20200620,45-49,Ziekenhuisopname,0,592.0
2020-06-20,RIVM_report_20200620,50-54,Ziekenhuisopname,0,862.0
2020-06-20,RIVM_report_20200620,55-59,Ziekenhuisopname,0,1153.0
2020-06-20,RIVM_report_20200620,60-64,Ziekenhuisopname,0,1302.0
2020-06-20,RIVM_report_20200620,65-69,Ziekenhuisopname,0,1354.0
2020-06-20,RIVM_report_20200620,70-74,Ziekenhuisopname,-1,1700.0
2020-06-20,RIVM_report_20200620,75-79,Ziekenhuisopname,-1,1635.0
2020-06-20,RIVM_report_20200620,80-84,Ziekenhuisopname,0,1242.0
2020-06-20,RIVM_report_20200620,85-89,Ziekenhuisopname,0,805.0
2020-06-20,RIVM_report_20200620,90-94,Ziekenhuisopname,1,254.0
2020-06-20,RIVM_report_20200620,95+,Ziekenhuisopname,0,44.0
2020-06-20,RIVM_report_20200620,Niet vermeld,Ziekenhuisopname,0,0.0
2020-06-20,RIVM_report_20200620,0-4,Overleden,0,0.0
2020-06-20,RIVM_report_20200620,5-9,Overleden,0,0.0
2020-06-20,RIVM_report_20200620,10-14,Overleden,0,0.0
2020-06-20,RIVM_report_20200620,15-19,Overleden,0,1.0
2020-06-20,RIVM_report_20200620,20-24,Overleden,0,0.0
2020-06-20,RIVM_report_20200620,25-29,Overleden,0,3.0
2020-06-20,RIVM_report_20200620,30-34,Overleden,0,4.0
2020-06-20,RIVM_report_20200620,35-39,Overleden,0,7.0
2020-06-20,RIVM_report_20200620,40-44,Overleden,0,6.0
2020-06-20,RIVM_report_20200620,45-49,Overleden,0,23.0
2020-06-20,RIVM_report_20200620,50-54,Overleden,0,47.0
2020-06-20,RIVM_report_20200620,55-59,Overleden,0,99.0
2020-06-20,RIVM_report_20200620,60-64,Overleden,0,164.0
2020-06-20,RIVM_report_20200620,65-69,Overleden,0,333.0
2020-06-20,RIVM_report_20200620,70-74,Overleden,1,627.0
2020-06-20,RIVM_report_20200620,75-79,Overleden,1,1003.0
2020-06-20,RIVM_report_20200620,80-84,Overleden,1,1264.0
2020-06-20,RIVM_report_20200620,85-89,Overleden,2,1375.0
2020-06-20,RIVM_report_20200620,90-94,Overleden,2,828.0
2020-06-20,RIVM_report_20200620,95+,Overleden,1,305.0
2020-06-20,RIVM_report_20200620,Niet vermeld,Overleden,0,0.0
