Datum,Bron,LeeftijdGroep,Type,Aantal,AantalCumulatief
2020-05-23,RIVM_report_20200523,0-4,Totaal,4,87.0
2020-05-23,RIVM_report_20200523,5-9,Totaal,1,28.0
2020-05-23,RIVM_report_20200523,10-14,Totaal,0,69.0
2020-05-23,RIVM_report_20200523,15-19,Totaal,0,474.0
2020-05-23,RIVM_report_20200523,20-24,Totaal,14,1872.0
2020-05-23,RIVM_report_20200523,25-29,Totaal,19,2300.0
2020-05-23,RIVM_report_20200523,30-34,Totaal,8,2131.0
2020-05-23,RIVM_report_20200523,35-39,Totaal,8,1834.0
2020-05-23,RIVM_report_20200523,40-44,Totaal,4,2100.0
2020-05-23,RIVM_report_20200523,45-49,Totaal,13,3041.0
2020-05-23,RIVM_report_20200523,50-54,Totaal,17,3936.0
2020-05-23,RIVM_report_20200523,55-59,Totaal,22,4354.0
2020-05-23,RIVM_report_20200523,60-64,Totaal,16,3551.0
2020-05-23,RIVM_report_20200523,65-69,Totaal,9,2308.0
2020-05-23,RIVM_report_20200523,70-74,Totaal,4,2874.0
2020-05-23,RIVM_report_20200523,75-79,Totaal,8,3291.0
2020-05-23,RIVM_report_20200523,80-84,Totaal,5,3784.0
2020-05-23,RIVM_report_20200523,85-89,Totaal,11,3883.0
2020-05-23,RIVM_report_20200523,90-94,Totaal,9,2365.0
2020-05-23,RIVM_report_20200523,95+,Totaal,4,779.0
2020-05-23,RIVM_report_20200523,Niet vermeld,Totaal,0,3.0
2020-05-23,RIVM_report_20200523,0-4,Ziekenhuisopname,0,45.0
2020-05-23,RIVM_report_20200523,5-9,Ziekenhuisopname,0,2.0
2020-05-23,RIVM_report_20200523,10-14,Ziekenhuisopname,0,8.0
2020-05-23,RIVM_report_20200523,15-19,Ziekenhuisopname,0,29.0
2020-05-23,RIVM_report_20200523,20-24,Ziekenhuisopname,0,59.0
2020-05-23,RIVM_report_20200523,25-29,Ziekenhuisopname,0,110.0
2020-05-23,RIVM_report_20200523,30-34,Ziekenhuisopname,0,153.0
2020-05-23,RIVM_report_20200523,35-39,Ziekenhuisopname,1,193.0
2020-05-23,RIVM_report_20200523,40-44,Ziekenhuisopname,0,280.0
2020-05-23,RIVM_report_20200523,45-49,Ziekenhuisopname,2,576.0
2020-05-23,RIVM_report_20200523,50-54,Ziekenhuisopname,0,847.0
2020-05-23,RIVM_report_20200523,55-59,Ziekenhuisopname,2,1130.0
2020-05-23,RIVM_report_20200523,60-64,Ziekenhuisopname,1,1282.0
2020-05-23,RIVM_report_20200523,65-69,Ziekenhuisopname,1,1333.0
2020-05-23,RIVM_report_20200523,70-74,Ziekenhuisopname,0,1684.0
2020-05-23,RIVM_report_20200523,75-79,Ziekenhuisopname,1,1612.0
2020-05-23,RIVM_report_20200523,80-84,Ziekenhuisopname,0,1228.0
2020-05-23,RIVM_report_20200523,85-89,Ziekenhuisopname,2,798.0
2020-05-23,RIVM_report_20200523,90-94,Ziekenhuisopname,-1,247.0
2020-05-23,RIVM_report_20200523,95+,Ziekenhuisopname,1,43.0
2020-05-23,RIVM_report_20200523,Niet vermeld,Ziekenhuisopname,0,0.0
2020-05-23,RIVM_report_20200523,0-4,Overleden,0,0.0
2020-05-23,RIVM_report_20200523,5-9,Overleden,0,0.0
2020-05-23,RIVM_report_20200523,10-14,Overleden,0,0.0
2020-05-23,RIVM_report_20200523,15-19,Overleden,0,1.0
2020-05-23,RIVM_report_20200523,20-24,Overleden,0,0.0
2020-05-23,RIVM_report_20200523,25-29,Overleden,0,3.0
2020-05-23,RIVM_report_20200523,30-34,Overleden,0,3.0
2020-05-23,RIVM_report_20200523,35-39,Overleden,0,7.0
2020-05-23,RIVM_report_20200523,40-44,Overleden,0,5.0
2020-05-23,RIVM_report_20200523,45-49,Overleden,1,23.0
2020-05-23,RIVM_report_20200523,50-54,Overleden,1,44.0
2020-05-23,RIVM_report_20200523,55-59,Overleden,0,95.0
2020-05-23,RIVM_report_20200523,60-64,Overleden,0,157.0
2020-05-23,RIVM_report_20200523,65-69,Overleden,1,318.0
2020-05-23,RIVM_report_20200523,70-74,Overleden,1,605.0
2020-05-23,RIVM_report_20200523,75-79,Overleden,2,971.0
2020-05-23,RIVM_report_20200523,80-84,Overleden,4,1215.0
2020-05-23,RIVM_report_20200523,85-89,Overleden,9,1298.0
2020-05-23,RIVM_report_20200523,90-94,Overleden,3,778.0
2020-05-23,RIVM_report_20200523,95+,Overleden,1,288.0
2020-05-23,RIVM_report_20200523,Niet vermeld,Overleden,0,0.0
