Datum,Bron,LeeftijdGroep,Type,Aantal,AantalCumulatief
2020-05-06,RIVM_report_20200506,0-4,Totaal,-2,71.0
2020-05-06,RIVM_report_20200506,5-9,Totaal,0,15.0
2020-05-06,RIVM_report_20200506,10-14,Totaal,0,51.0
2020-05-06,RIVM_report_20200506,15-19,Totaal,6,406.0
2020-05-06,RIVM_report_20200506,20-24,Totaal,13,1656.0
2020-05-06,RIVM_report_20200506,25-29,Totaal,14,2030.0
2020-05-06,RIVM_report_20200506,30-34,Totaal,15,1908.0
2020-05-06,RIVM_report_20200506,35-39,Totaal,6,1672.0
2020-05-06,RIVM_report_20200506,40-44,Totaal,18,1906.0
2020-05-06,RIVM_report_20200506,45-49,Totaal,13,2795.0
2020-05-06,RIVM_report_20200506,50-54,Totaal,11,3605.0
2020-05-06,RIVM_report_20200506,55-59,Totaal,28,3988.0
2020-05-06,RIVM_report_20200506,60-64,Totaal,14,3267.0
2020-05-06,RIVM_report_20200506,65-69,Totaal,8,2182.0
2020-05-06,RIVM_report_20200506,70-74,Totaal,12,2731.0
2020-05-06,RIVM_report_20200506,75-79,Totaal,13,3125.0
2020-05-06,RIVM_report_20200506,80-84,Totaal,17,3516.0
2020-05-06,RIVM_report_20200506,85-89,Totaal,26,3550.0
2020-05-06,RIVM_report_20200506,90-94,Totaal,12,2133.0
2020-05-06,RIVM_report_20200506,95+,Totaal,8,704.0
2020-05-06,RIVM_report_20200506,Niet vermeld,Totaal,0,8.0
2020-05-06,RIVM_report_20200506,0-4,Ziekenhuisopname,1,44.0
2020-05-06,RIVM_report_20200506,5-9,Ziekenhuisopname,0,2.0
2020-05-06,RIVM_report_20200506,10-14,Ziekenhuisopname,0,7.0
2020-05-06,RIVM_report_20200506,15-19,Ziekenhuisopname,0,27.0
2020-05-06,RIVM_report_20200506,20-24,Ziekenhuisopname,0,52.0
2020-05-06,RIVM_report_20200506,25-29,Ziekenhuisopname,1,102.0
2020-05-06,RIVM_report_20200506,30-34,Ziekenhuisopname,0,145.0
2020-05-06,RIVM_report_20200506,35-39,Ziekenhuisopname,0,184.0
2020-05-06,RIVM_report_20200506,40-44,Ziekenhuisopname,3,267.0
2020-05-06,RIVM_report_20200506,45-49,Ziekenhuisopname,3,539.0
2020-05-06,RIVM_report_20200506,50-54,Ziekenhuisopname,1,803.0
2020-05-06,RIVM_report_20200506,55-59,Ziekenhuisopname,1,1072.0
2020-05-06,RIVM_report_20200506,60-64,Ziekenhuisopname,0,1223.0
2020-05-06,RIVM_report_20200506,65-69,Ziekenhuisopname,1,1291.0
2020-05-06,RIVM_report_20200506,70-74,Ziekenhuisopname,2,1627.0
2020-05-06,RIVM_report_20200506,75-79,Ziekenhuisopname,3,1560.0
2020-05-06,RIVM_report_20200506,80-84,Ziekenhuisopname,7,1174.0
2020-05-06,RIVM_report_20200506,85-89,Ziekenhuisopname,2,767.0
2020-05-06,RIVM_report_20200506,90-94,Ziekenhuisopname,2,228.0
2020-05-06,RIVM_report_20200506,95+,Ziekenhuisopname,0,38.0
2020-05-06,RIVM_report_20200506,Niet vermeld,Ziekenhuisopname,0,1.0
2020-05-06,RIVM_report_20200506,0-4,Overleden,0,0.0
2020-05-06,RIVM_report_20200506,5-9,Overleden,0,0.0
2020-05-06,RIVM_report_20200506,10-14,Overleden,0,0.0
2020-05-06,RIVM_report_20200506,15-19,Overleden,0,1.0
2020-05-06,RIVM_report_20200506,20-24,Overleden,0,0.0
2020-05-06,RIVM_report_20200506,25-29,Overleden,0,3.0
2020-05-06,RIVM_report_20200506,30-34,Overleden,0,3.0
2020-05-06,RIVM_report_20200506,35-39,Overleden,0,6.0
2020-05-06,RIVM_report_20200506,40-44,Overleden,0,5.0
2020-05-06,RIVM_report_20200506,45-49,Overleden,0,17.0
2020-05-06,RIVM_report_20200506,50-54,Overleden,0,37.0
2020-05-06,RIVM_report_20200506,55-59,Overleden,1,83.0
2020-05-06,RIVM_report_20200506,60-64,Overleden,0,144.0
2020-05-06,RIVM_report_20200506,65-69,Overleden,4,295.0
2020-05-06,RIVM_report_20200506,70-74,Overleden,2,550.0
2020-05-06,RIVM_report_20200506,75-79,Overleden,6,902.0
2020-05-06,RIVM_report_20200506,80-84,Overleden,6,1110.0
2020-05-06,RIVM_report_20200506,85-89,Overleden,11,1144.0
2020-05-06,RIVM_report_20200506,90-94,Overleden,5,659.0
2020-05-06,RIVM_report_20200506,95+,Overleden,1,244.0
2020-05-06,RIVM_report_20200506,Niet vermeld,Overleden,0,1.0
