Datum,Bron,LeeftijdGroep,Type,Aantal,AantalCumulatief
2020-10-20,RIVM_report_20201020,0-4,Totaal,,492.0
2020-10-20,RIVM_report_20201020,5-9,Totaal,,1032.0
2020-10-20,RIVM_report_20201020,10-14,Totaal,,5819.0
2020-10-20,RIVM_report_20201020,15-19,Totaal,,18948.0
2020-10-20,RIVM_report_20201020,20-24,Totaal,,28696.0
2020-10-20,RIVM_report_20201020,25-29,Totaal,,23421.0
2020-10-20,RIVM_report_20201020,30-34,Totaal,,18959.0
2020-10-20,RIVM_report_20201020,35-39,Totaal,,16094.0
2020-10-20,RIVM_report_20201020,40-44,Totaal,,15995.0
2020-10-20,RIVM_report_20201020,45-49,Totaal,,19117.0
2020-10-20,RIVM_report_20201020,50-54,Totaal,,21537.0
2020-10-20,RIVM_report_20201020,55-59,Totaal,,19256.0
2020-10-20,RIVM_report_20201020,60-64,Totaal,,14347.0
2020-10-20,RIVM_report_20201020,65-69,Totaal,,8652.0
2020-10-20,RIVM_report_20201020,70-74,Totaal,,7959.0
2020-10-20,RIVM_report_20201020,75-79,Totaal,,6793.0
2020-10-20,RIVM_report_20201020,80-84,Totaal,,6528.0
2020-10-20,RIVM_report_20201020,85-89,Totaal,,6001.0
2020-10-20,RIVM_report_20201020,90-94,Totaal,,3536.0
2020-10-20,RIVM_report_20201020,95+,Totaal,,1155.0
2020-10-20,RIVM_report_20201020,Niet vermeld,Totaal,,54.0
2020-10-20,RIVM_report_20201020,0-4,Ziekenhuisopname,,90.0
2020-10-20,RIVM_report_20201020,5-9,Ziekenhuisopname,,4.0
2020-10-20,RIVM_report_20201020,10-14,Ziekenhuisopname,,10.0
2020-10-20,RIVM_report_20201020,15-19,Ziekenhuisopname,,41.0
2020-10-20,RIVM_report_20201020,20-24,Ziekenhuisopname,,86.0
2020-10-20,RIVM_report_20201020,25-29,Ziekenhuisopname,,152.0
2020-10-20,RIVM_report_20201020,30-34,Ziekenhuisopname,,217.0
2020-10-20,RIVM_report_20201020,35-39,Ziekenhuisopname,,247.0
2020-10-20,RIVM_report_20201020,40-44,Ziekenhuisopname,,376.0
2020-10-20,RIVM_report_20201020,45-49,Ziekenhuisopname,,701.0
2020-10-20,RIVM_report_20201020,50-54,Ziekenhuisopname,,1029.0
2020-10-20,RIVM_report_20201020,55-59,Ziekenhuisopname,,1333.0
2020-10-20,RIVM_report_20201020,60-64,Ziekenhuisopname,,1515.0
2020-10-20,RIVM_report_20201020,65-69,Ziekenhuisopname,,1582.0
2020-10-20,RIVM_report_20201020,70-74,Ziekenhuisopname,,1988.0
2020-10-20,RIVM_report_20201020,75-79,Ziekenhuisopname,,1887.0
2020-10-20,RIVM_report_20201020,80-84,Ziekenhuisopname,,1492.0
2020-10-20,RIVM_report_20201020,85-89,Ziekenhuisopname,,919.0
2020-10-20,RIVM_report_20201020,90-94,Ziekenhuisopname,,302.0
2020-10-20,RIVM_report_20201020,95+,Ziekenhuisopname,,58.0
2020-10-20,RIVM_report_20201020,Niet vermeld,Ziekenhuisopname,,0.0
2020-10-20,RIVM_report_20201020,0-4,Overleden,,0.0
2020-10-20,RIVM_report_20201020,5-9,Overleden,,0.0
2020-10-20,RIVM_report_20201020,10-14,Overleden,,0.0
2020-10-20,RIVM_report_20201020,15-19,Overleden,,1.0
2020-10-20,RIVM_report_20201020,20-24,Overleden,,0.0
2020-10-20,RIVM_report_20201020,25-29,Overleden,,3.0
2020-10-20,RIVM_report_20201020,30-34,Overleden,,4.0
2020-10-20,RIVM_report_20201020,35-39,Overleden,,8.0
2020-10-20,RIVM_report_20201020,40-44,Overleden,,8.0
2020-10-20,RIVM_report_20201020,45-49,Overleden,,31.0
2020-10-20,RIVM_report_20201020,50-54,Overleden,,55.0
2020-10-20,RIVM_report_20201020,55-59,Overleden,,108.0
2020-10-20,RIVM_report_20201020,60-64,Overleden,,182.0
2020-10-20,RIVM_report_20201020,65-69,Overleden,,372.0
2020-10-20,RIVM_report_20201020,70-74,Overleden,,683.0
2020-10-20,RIVM_report_20201020,75-79,Overleden,,1095.0
2020-10-20,RIVM_report_20201020,80-84,Overleden,,1420.0
2020-10-20,RIVM_report_20201020,85-89,Overleden,,1545.0
2020-10-20,RIVM_report_20201020,90-94,Overleden,,951.0
2020-10-20,RIVM_report_20201020,95+,Overleden,,348.0
2020-10-20,RIVM_report_20201020,Niet vermeld,Overleden,,0.0
