Datum,Bron,LeeftijdGroep,Type,Aantal,AantalCumulatief
2020-06-26,RIVM_report_20200626,0-4,Totaal,4,145.0
2020-06-26,RIVM_report_20200626,5-9,Totaal,0,97.0
2020-06-26,RIVM_report_20200626,10-14,Totaal,3,206.0
2020-06-26,RIVM_report_20200626,15-19,Totaal,7,691.0
2020-06-26,RIVM_report_20200626,20-24,Totaal,7,2302.0
2020-06-26,RIVM_report_20200626,25-29,Totaal,11,2788.0
2020-06-26,RIVM_report_20200626,30-34,Totaal,10,2569.0
2020-06-26,RIVM_report_20200626,35-39,Totaal,13,2228.0
2020-06-26,RIVM_report_20200626,40-44,Totaal,6,2460.0
2020-06-26,RIVM_report_20200626,45-49,Totaal,5,3466.0
2020-06-26,RIVM_report_20200626,50-54,Totaal,2,4385.0
2020-06-26,RIVM_report_20200626,55-59,Totaal,4,4743.0
2020-06-26,RIVM_report_20200626,60-64,Totaal,6,3856.0
2020-06-26,RIVM_report_20200626,65-69,Totaal,0,2453.0
2020-06-26,RIVM_report_20200626,70-74,Totaal,0,2992.0
2020-06-26,RIVM_report_20200626,75-79,Totaal,2,3423.0
2020-06-26,RIVM_report_20200626,80-84,Totaal,4,3914.0
2020-06-26,RIVM_report_20200626,85-89,Totaal,4,4027.0
2020-06-26,RIVM_report_20200626,90-94,Totaal,3,2451.0
2020-06-26,RIVM_report_20200626,95+,Totaal,0,805.0
2020-06-26,RIVM_report_20200626,Niet vermeld,Totaal,0,4.0
2020-06-26,RIVM_report_20200626,0-4,Ziekenhuisopname,0,50.0
2020-06-26,RIVM_report_20200626,5-9,Ziekenhuisopname,0,2.0
2020-06-26,RIVM_report_20200626,10-14,Ziekenhuisopname,-1,8.0
2020-06-26,RIVM_report_20200626,15-19,Ziekenhuisopname,0,31.0
2020-06-26,RIVM_report_20200626,20-24,Ziekenhuisopname,0,64.0
2020-06-26,RIVM_report_20200626,25-29,Ziekenhuisopname,1,116.0
2020-06-26,RIVM_report_20200626,30-34,Ziekenhuisopname,0,159.0
2020-06-26,RIVM_report_20200626,35-39,Ziekenhuisopname,2,198.0
2020-06-26,RIVM_report_20200626,40-44,Ziekenhuisopname,1,288.0
2020-06-26,RIVM_report_20200626,45-49,Ziekenhuisopname,1,595.0
2020-06-26,RIVM_report_20200626,50-54,Ziekenhuisopname,0,864.0
2020-06-26,RIVM_report_20200626,55-59,Ziekenhuisopname,0,1156.0
2020-06-26,RIVM_report_20200626,60-64,Ziekenhuisopname,0,1302.0
2020-06-26,RIVM_report_20200626,65-69,Ziekenhuisopname,0,1354.0
2020-06-26,RIVM_report_20200626,70-74,Ziekenhuisopname,0,1700.0
2020-06-26,RIVM_report_20200626,75-79,Ziekenhuisopname,1,1636.0
2020-06-26,RIVM_report_20200626,80-84,Ziekenhuisopname,0,1243.0
2020-06-26,RIVM_report_20200626,85-89,Ziekenhuisopname,0,805.0
2020-06-26,RIVM_report_20200626,90-94,Ziekenhuisopname,0,253.0
2020-06-26,RIVM_report_20200626,95+,Ziekenhuisopname,0,44.0
2020-06-26,RIVM_report_20200626,Niet vermeld,Ziekenhuisopname,0,0.0
2020-06-26,RIVM_report_20200626,0-4,Overleden,0,0.0
2020-06-26,RIVM_report_20200626,5-9,Overleden,0,0.0
2020-06-26,RIVM_report_20200626,10-14,Overleden,0,0.0
2020-06-26,RIVM_report_20200626,15-19,Overleden,0,1.0
2020-06-26,RIVM_report_20200626,20-24,Overleden,0,0.0
2020-06-26,RIVM_report_20200626,25-29,Overleden,0,3.0
2020-06-26,RIVM_report_20200626,30-34,Overleden,0,4.0
2020-06-26,RIVM_report_20200626,35-39,Overleden,0,7.0
2020-06-26,RIVM_report_20200626,40-44,Overleden,0,6.0
2020-06-26,RIVM_report_20200626,45-49,Overleden,0,24.0
2020-06-26,RIVM_report_20200626,50-54,Overleden,0,47.0
2020-06-26,RIVM_report_20200626,55-59,Overleden,0,99.0
2020-06-26,RIVM_report_20200626,60-64,Overleden,0,164.0
2020-06-26,RIVM_report_20200626,65-69,Overleden,0,334.0
2020-06-26,RIVM_report_20200626,70-74,Overleden,0,627.0
2020-06-26,RIVM_report_20200626,75-79,Overleden,0,1005.0
2020-06-26,RIVM_report_20200626,80-84,Overleden,0,1265.0
2020-06-26,RIVM_report_20200626,85-89,Overleden,2,1379.0
2020-06-26,RIVM_report_20200626,90-94,Overleden,1,833.0
2020-06-26,RIVM_report_20200626,95+,Overleden,0,305.0
2020-06-26,RIVM_report_20200626,Niet vermeld,Overleden,0,0.0
