Datum,Bron,LeeftijdGroep,Type,Aantal,AantalCumulatief
2020-05-09,RIVM_report_20200509,0-4,Totaal,0,76.0
2020-05-09,RIVM_report_20200509,5-9,Totaal,0,17.0
2020-05-09,RIVM_report_20200509,10-14,Totaal,0,53.0
2020-05-09,RIVM_report_20200509,15-19,Totaal,8,428.0
2020-05-09,RIVM_report_20200509,20-24,Totaal,17,1716.0
2020-05-09,RIVM_report_20200509,25-29,Totaal,19,2098.0
2020-05-09,RIVM_report_20200509,30-34,Totaal,18,1971.0
2020-05-09,RIVM_report_20200509,35-39,Totaal,11,1725.0
2020-05-09,RIVM_report_20200509,40-44,Totaal,16,1968.0
2020-05-09,RIVM_report_20200509,45-49,Totaal,16,2860.0
2020-05-09,RIVM_report_20200509,50-54,Totaal,35,3708.0
2020-05-09,RIVM_report_20200509,55-59,Totaal,35,4114.0
2020-05-09,RIVM_report_20200509,60-64,Totaal,20,3350.0
2020-05-09,RIVM_report_20200509,65-69,Totaal,14,2215.0
2020-05-09,RIVM_report_20200509,70-74,Totaal,6,2762.0
2020-05-09,RIVM_report_20200509,75-79,Totaal,15,3175.0
2020-05-09,RIVM_report_20200509,80-84,Totaal,18,3580.0
2020-05-09,RIVM_report_20200509,85-89,Totaal,23,3643.0
2020-05-09,RIVM_report_20200509,90-94,Totaal,11,2187.0
2020-05-09,RIVM_report_20200509,95+,Totaal,8,730.0
2020-05-09,RIVM_report_20200509,Niet vermeld,Totaal,-1,6.0
2020-05-09,RIVM_report_20200509,0-4,Ziekenhuisopname,0,43.0
2020-05-09,RIVM_report_20200509,5-9,Ziekenhuisopname,0,2.0
2020-05-09,RIVM_report_20200509,10-14,Ziekenhuisopname,0,7.0
2020-05-09,RIVM_report_20200509,15-19,Ziekenhuisopname,0,29.0
2020-05-09,RIVM_report_20200509,20-24,Ziekenhuisopname,0,54.0
2020-05-09,RIVM_report_20200509,25-29,Ziekenhuisopname,1,104.0
2020-05-09,RIVM_report_20200509,30-34,Ziekenhuisopname,3,149.0
2020-05-09,RIVM_report_20200509,35-39,Ziekenhuisopname,1,184.0
2020-05-09,RIVM_report_20200509,40-44,Ziekenhuisopname,2,269.0
2020-05-09,RIVM_report_20200509,45-49,Ziekenhuisopname,3,555.0
2020-05-09,RIVM_report_20200509,50-54,Ziekenhuisopname,6,813.0
2020-05-09,RIVM_report_20200509,55-59,Ziekenhuisopname,8,1089.0
2020-05-09,RIVM_report_20200509,60-64,Ziekenhuisopname,1,1234.0
2020-05-09,RIVM_report_20200509,65-69,Ziekenhuisopname,7,1300.0
2020-05-09,RIVM_report_20200509,70-74,Ziekenhuisopname,6,1642.0
2020-05-09,RIVM_report_20200509,75-79,Ziekenhuisopname,8,1574.0
2020-05-09,RIVM_report_20200509,80-84,Ziekenhuisopname,7,1191.0
2020-05-09,RIVM_report_20200509,85-89,Ziekenhuisopname,4,775.0
2020-05-09,RIVM_report_20200509,90-94,Ziekenhuisopname,0,231.0
2020-05-09,RIVM_report_20200509,95+,Ziekenhuisopname,1,40.0
2020-05-09,RIVM_report_20200509,Niet vermeld,Ziekenhuisopname,0,0.0
2020-05-09,RIVM_report_20200509,0-4,Overleden,0,0.0
2020-05-09,RIVM_report_20200509,5-9,Overleden,0,0.0
2020-05-09,RIVM_report_20200509,10-14,Overleden,0,0.0
2020-05-09,RIVM_report_20200509,15-19,Overleden,0,1.0
2020-05-09,RIVM_report_20200509,20-24,Overleden,0,0.0
2020-05-09,RIVM_report_20200509,25-29,Overleden,0,3.0
2020-05-09,RIVM_report_20200509,30-34,Overleden,0,3.0
2020-05-09,RIVM_report_20200509,35-39,Overleden,1,7.0
2020-05-09,RIVM_report_20200509,40-44,Overleden,0,5.0
2020-05-09,RIVM_report_20200509,45-49,Overleden,0,19.0
2020-05-09,RIVM_report_20200509,50-54,Overleden,2,39.0
2020-05-09,RIVM_report_20200509,55-59,Overleden,1,88.0
2020-05-09,RIVM_report_20200509,60-64,Overleden,1,146.0
2020-05-09,RIVM_report_20200509,65-69,Overleden,1,301.0
2020-05-09,RIVM_report_20200509,70-74,Overleden,4,566.0
2020-05-09,RIVM_report_20200509,75-79,Overleden,8,936.0
2020-05-09,RIVM_report_20200509,80-84,Overleden,11,1141.0
2020-05-09,RIVM_report_20200509,85-89,Overleden,18,1202.0
2020-05-09,RIVM_report_20200509,90-94,Overleden,13,705.0
2020-05-09,RIVM_report_20200509,95+,Overleden,4,260.0
2020-05-09,RIVM_report_20200509,Niet vermeld,Overleden,-1,0.0
