Datum,Bron,LeeftijdGroep,Type,Aantal,AantalCumulatief
2020-03-28,RIVM_report_20200328,0-4,Totaal,3,31.0
2020-03-28,RIVM_report_20200328,5-9,Totaal,1,8.0
2020-03-28,RIVM_report_20200328,10-14,Totaal,0,31.0
2020-03-28,RIVM_report_20200328,15-19,Totaal,2,52.0
2020-03-28,RIVM_report_20200328,20-24,Totaal,27,187.0
2020-03-28,RIVM_report_20200328,25-29,Totaal,41,431.0
2020-03-28,RIVM_report_20200328,30-34,Totaal,38,435.0
2020-03-28,RIVM_report_20200328,35-39,Totaal,37,396.0
2020-03-28,RIVM_report_20200328,40-44,Totaal,45,404.0
2020-03-28,RIVM_report_20200328,45-49,Totaal,65,643.0
2020-03-28,RIVM_report_20200328,50-54,Totaal,84,779.0
2020-03-28,RIVM_report_20200328,55-59,Totaal,113,883.0
2020-03-28,RIVM_report_20200328,60-64,Totaal,94,766.0
2020-03-28,RIVM_report_20200328,65-69,Totaal,79,727.0
2020-03-28,RIVM_report_20200328,70-74,Totaal,121,945.0
2020-03-28,RIVM_report_20200328,75-79,Totaal,150,1009.0
2020-03-28,RIVM_report_20200328,80-84,Totaal,103,892.0
2020-03-28,RIVM_report_20200328,85-89,Totaal,105,714.0
2020-03-28,RIVM_report_20200328,90-94,Totaal,41,312.0
2020-03-28,RIVM_report_20200328,95+,Totaal,12,88.0
2020-03-28,RIVM_report_20200328,Niet vermeld,Totaal,-2,29.0
2020-03-28,RIVM_report_20200328,0-4,Ziekenhuisopname,5,18.0
2020-03-28,RIVM_report_20200328,5-9,Ziekenhuisopname,0,1.0
2020-03-28,RIVM_report_20200328,10-14,Ziekenhuisopname,0,4.0
2020-03-28,RIVM_report_20200328,15-19,Ziekenhuisopname,0,7.0
2020-03-28,RIVM_report_20200328,20-24,Ziekenhuisopname,2,9.0
2020-03-28,RIVM_report_20200328,25-29,Ziekenhuisopname,4,29.0
2020-03-28,RIVM_report_20200328,30-34,Ziekenhuisopname,2,33.0
2020-03-28,RIVM_report_20200328,35-39,Ziekenhuisopname,12,41.0
2020-03-28,RIVM_report_20200328,40-44,Ziekenhuisopname,9,54.0
2020-03-28,RIVM_report_20200328,45-49,Ziekenhuisopname,23,142.0
2020-03-28,RIVM_report_20200328,50-54,Ziekenhuisopname,37,196.0
2020-03-28,RIVM_report_20200328,55-59,Ziekenhuisopname,43,224.0
2020-03-28,RIVM_report_20200328,60-64,Ziekenhuisopname,47,274.0
2020-03-28,RIVM_report_20200328,65-69,Ziekenhuisopname,41,343.0
2020-03-28,RIVM_report_20200328,70-74,Ziekenhuisopname,75,451.0
2020-03-28,RIVM_report_20200328,75-79,Ziekenhuisopname,64,453.0
2020-03-28,RIVM_report_20200328,80-84,Ziekenhuisopname,49,357.0
2020-03-28,RIVM_report_20200328,85-89,Ziekenhuisopname,34,242.0
2020-03-28,RIVM_report_20200328,90-94,Ziekenhuisopname,9,64.0
2020-03-28,RIVM_report_20200328,95+,Ziekenhuisopname,1,10.0
2020-03-28,RIVM_report_20200328,Niet vermeld,Ziekenhuisopname,-3,2.0
2020-03-28,RIVM_report_20200328,0-4,Overleden,0,0.0
2020-03-28,RIVM_report_20200328,5-9,Overleden,0,0.0
2020-03-28,RIVM_report_20200328,10-14,Overleden,0,0.0
2020-03-28,RIVM_report_20200328,15-19,Overleden,0,0.0
2020-03-28,RIVM_report_20200328,20-24,Overleden,0,0.0
2020-03-28,RIVM_report_20200328,25-29,Overleden,0,0.0
2020-03-28,RIVM_report_20200328,30-34,Overleden,0,0.0
2020-03-28,RIVM_report_20200328,35-39,Overleden,0,0.0
2020-03-28,RIVM_report_20200328,40-44,Overleden,0,0.0
2020-03-28,RIVM_report_20200328,45-49,Overleden,0,0.0
2020-03-28,RIVM_report_20200328,50-54,Overleden,1,4.0
2020-03-28,RIVM_report_20200328,55-59,Overleden,1,3.0
2020-03-28,RIVM_report_20200328,60-64,Overleden,3,15.0
2020-03-28,RIVM_report_20200328,65-69,Overleden,4,41.0
2020-03-28,RIVM_report_20200328,70-74,Overleden,17,69.0
2020-03-28,RIVM_report_20200328,75-79,Overleden,16,121.0
2020-03-28,RIVM_report_20200328,80-84,Overleden,18,166.0
2020-03-28,RIVM_report_20200328,85-89,Overleden,24,161.0
2020-03-28,RIVM_report_20200328,90-94,Overleden,6,44.0
2020-03-28,RIVM_report_20200328,95+,Overleden,4,15.0
2020-03-28,RIVM_report_20200328,Niet vermeld,Overleden,-1,0.0
