Datum,Bron,LeeftijdGroep,Type,Aantal,AantalCumulatief
2020-09-15,RIVM_report_20200915,0-4,Totaal,,268.0
2020-09-15,RIVM_report_20200915,5-9,Totaal,,387.0
2020-09-15,RIVM_report_20200915,10-14,Totaal,,1036.0
2020-09-15,RIVM_report_20200915,15-19,Totaal,,4074.0
2020-09-15,RIVM_report_20200915,20-24,Totaal,,8527.0
2020-09-15,RIVM_report_20200915,25-29,Totaal,,7281.0
2020-09-15,RIVM_report_20200915,30-34,Totaal,,5897.0
2020-09-15,RIVM_report_20200915,35-39,Totaal,,4829.0
2020-09-15,RIVM_report_20200915,40-44,Totaal,,4665.0
2020-09-15,RIVM_report_20200915,45-49,Totaal,,5875.0
2020-09-15,RIVM_report_20200915,50-54,Totaal,,6997.0
2020-09-15,RIVM_report_20200915,55-59,Totaal,,6881.0
2020-09-15,RIVM_report_20200915,60-64,Totaal,,5364.0
2020-09-15,RIVM_report_20200915,65-69,Totaal,,3306.0
2020-09-15,RIVM_report_20200915,70-74,Totaal,,3605.0
2020-09-15,RIVM_report_20200915,75-79,Totaal,,3828.0
2020-09-15,RIVM_report_20200915,80-84,Totaal,,4250.0
2020-09-15,RIVM_report_20200915,85-89,Totaal,,4253.0
2020-09-15,RIVM_report_20200915,90-94,Totaal,,2594.0
2020-09-15,RIVM_report_20200915,95+,Totaal,,854.0
2020-09-15,RIVM_report_20200915,Niet vermeld,Totaal,,7.0
2020-09-15,RIVM_report_20200915,0-4,Ziekenhuisopname,,59.0
2020-09-15,RIVM_report_20200915,5-9,Ziekenhuisopname,,3.0
2020-09-15,RIVM_report_20200915,10-14,Ziekenhuisopname,,8.0
2020-09-15,RIVM_report_20200915,15-19,Ziekenhuisopname,,34.0
2020-09-15,RIVM_report_20200915,20-24,Ziekenhuisopname,,69.0
2020-09-15,RIVM_report_20200915,25-29,Ziekenhuisopname,,124.0
2020-09-15,RIVM_report_20200915,30-34,Ziekenhuisopname,,180.0
2020-09-15,RIVM_report_20200915,35-39,Ziekenhuisopname,,218.0
2020-09-15,RIVM_report_20200915,40-44,Ziekenhuisopname,,311.0
2020-09-15,RIVM_report_20200915,45-49,Ziekenhuisopname,,622.0
2020-09-15,RIVM_report_20200915,50-54,Ziekenhuisopname,,901.0
2020-09-15,RIVM_report_20200915,55-59,Ziekenhuisopname,,1196.0
2020-09-15,RIVM_report_20200915,60-64,Ziekenhuisopname,,1364.0
2020-09-15,RIVM_report_20200915,65-69,Ziekenhuisopname,,1398.0
2020-09-15,RIVM_report_20200915,70-74,Ziekenhuisopname,,1753.0
2020-09-15,RIVM_report_20200915,75-79,Ziekenhuisopname,,1670.0
2020-09-15,RIVM_report_20200915,80-84,Ziekenhuisopname,,1280.0
2020-09-15,RIVM_report_20200915,85-89,Ziekenhuisopname,,816.0
2020-09-15,RIVM_report_20200915,90-94,Ziekenhuisopname,,262.0
2020-09-15,RIVM_report_20200915,95+,Ziekenhuisopname,,47.0
2020-09-15,RIVM_report_20200915,Niet vermeld,Ziekenhuisopname,,0.0
2020-09-15,RIVM_report_20200915,0-4,Overleden,,0.0
2020-09-15,RIVM_report_20200915,5-9,Overleden,,0.0
2020-09-15,RIVM_report_20200915,10-14,Overleden,,0.0
2020-09-15,RIVM_report_20200915,15-19,Overleden,,1.0
2020-09-15,RIVM_report_20200915,20-24,Overleden,,0.0
2020-09-15,RIVM_report_20200915,25-29,Overleden,,3.0
2020-09-15,RIVM_report_20200915,30-34,Overleden,,4.0
2020-09-15,RIVM_report_20200915,35-39,Overleden,,7.0
2020-09-15,RIVM_report_20200915,40-44,Overleden,,7.0
2020-09-15,RIVM_report_20200915,45-49,Overleden,,24.0
2020-09-15,RIVM_report_20200915,50-54,Overleden,,50.0
2020-09-15,RIVM_report_20200915,55-59,Overleden,,100.0
2020-09-15,RIVM_report_20200915,60-64,Overleden,,167.0
2020-09-15,RIVM_report_20200915,65-69,Overleden,,345.0
2020-09-15,RIVM_report_20200915,70-74,Overleden,,640.0
2020-09-15,RIVM_report_20200915,75-79,Overleden,,1022.0
2020-09-15,RIVM_report_20200915,80-84,Overleden,,1298.0
2020-09-15,RIVM_report_20200915,85-89,Overleden,,1411.0
2020-09-15,RIVM_report_20200915,90-94,Overleden,,865.0
2020-09-15,RIVM_report_20200915,95+,Overleden,,314.0
2020-09-15,RIVM_report_20200915,Niet vermeld,Overleden,,0.0
