Datum,Bron,LeeftijdGroep,Type,Aantal,AantalCumulatief
2020-04-30,RIVM_report_20200430,0-4,Totaal,0,69.0
2020-04-30,RIVM_report_20200430,5-9,Totaal,0,13.0
2020-04-30,RIVM_report_20200430,10-14,Totaal,0,48.0
2020-04-30,RIVM_report_20200430,15-19,Totaal,11,362.0
2020-04-30,RIVM_report_20200430,20-24,Totaal,32,1538.0
2020-04-30,RIVM_report_20200430,25-29,Totaal,31,1916.0
2020-04-30,RIVM_report_20200430,30-34,Totaal,25,1806.0
2020-04-30,RIVM_report_20200430,35-39,Totaal,14,1580.0
2020-04-30,RIVM_report_20200430,40-44,Totaal,36,1798.0
2020-04-30,RIVM_report_20200430,45-49,Totaal,41,2649.0
2020-04-30,RIVM_report_20200430,50-54,Totaal,49,3448.0
2020-04-30,RIVM_report_20200430,55-59,Totaal,37,3809.0
2020-04-30,RIVM_report_20200430,60-64,Totaal,30,3119.0
2020-04-30,RIVM_report_20200430,65-69,Totaal,18,2116.0
2020-04-30,RIVM_report_20200430,70-74,Totaal,18,2650.0
2020-04-30,RIVM_report_20200430,75-79,Totaal,25,3034.0
2020-04-30,RIVM_report_20200430,80-84,Totaal,45,3354.0
2020-04-30,RIVM_report_20200430,85-89,Totaal,53,3339.0
2020-04-30,RIVM_report_20200430,90-94,Totaal,39,2004.0
2020-04-30,RIVM_report_20200430,95+,Totaal,10,653.0
2020-04-30,RIVM_report_20200430,Niet vermeld,Totaal,0,11.0
2020-04-30,RIVM_report_20200430,0-4,Ziekenhuisopname,1,41.0
2020-04-30,RIVM_report_20200430,5-9,Ziekenhuisopname,0,2.0
2020-04-30,RIVM_report_20200430,10-14,Ziekenhuisopname,0,7.0
2020-04-30,RIVM_report_20200430,15-19,Ziekenhuisopname,1,26.0
2020-04-30,RIVM_report_20200430,20-24,Ziekenhuisopname,0,49.0
2020-04-30,RIVM_report_20200430,25-29,Ziekenhuisopname,0,98.0
2020-04-30,RIVM_report_20200430,30-34,Ziekenhuisopname,1,138.0
2020-04-30,RIVM_report_20200430,35-39,Ziekenhuisopname,2,177.0
2020-04-30,RIVM_report_20200430,40-44,Ziekenhuisopname,2,260.0
2020-04-30,RIVM_report_20200430,45-49,Ziekenhuisopname,3,522.0
2020-04-30,RIVM_report_20200430,50-54,Ziekenhuisopname,8,770.0
2020-04-30,RIVM_report_20200430,55-59,Ziekenhuisopname,13,1030.0
2020-04-30,RIVM_report_20200430,60-64,Ziekenhuisopname,8,1180.0
2020-04-30,RIVM_report_20200430,65-69,Ziekenhuisopname,10,1254.0
2020-04-30,RIVM_report_20200430,70-74,Ziekenhuisopname,4,1579.0
2020-04-30,RIVM_report_20200430,75-79,Ziekenhuisopname,15,1522.0
2020-04-30,RIVM_report_20200430,80-84,Ziekenhuisopname,5,1134.0
2020-04-30,RIVM_report_20200430,85-89,Ziekenhuisopname,9,725.0
2020-04-30,RIVM_report_20200430,90-94,Ziekenhuisopname,3,217.0
2020-04-30,RIVM_report_20200430,95+,Ziekenhuisopname,-1,37.0
2020-04-30,RIVM_report_20200430,Niet vermeld,Ziekenhuisopname,0,1.0
2020-04-30,RIVM_report_20200430,0-4,Overleden,0,0.0
2020-04-30,RIVM_report_20200430,5-9,Overleden,0,0.0
2020-04-30,RIVM_report_20200430,10-14,Overleden,0,0.0
2020-04-30,RIVM_report_20200430,15-19,Overleden,0,1.0
2020-04-30,RIVM_report_20200430,20-24,Overleden,0,0.0
2020-04-30,RIVM_report_20200430,25-29,Overleden,0,3.0
2020-04-30,RIVM_report_20200430,30-34,Overleden,0,3.0
2020-04-30,RIVM_report_20200430,35-39,Overleden,1,6.0
2020-04-30,RIVM_report_20200430,40-44,Overleden,1,5.0
2020-04-30,RIVM_report_20200430,45-49,Overleden,1,16.0
2020-04-30,RIVM_report_20200430,50-54,Overleden,0,36.0
2020-04-30,RIVM_report_20200430,55-59,Overleden,2,80.0
2020-04-30,RIVM_report_20200430,60-64,Overleden,3,132.0
2020-04-30,RIVM_report_20200430,65-69,Overleden,1,274.0
2020-04-30,RIVM_report_20200430,70-74,Overleden,9,516.0
2020-04-30,RIVM_report_20200430,75-79,Overleden,10,842.0
2020-04-30,RIVM_report_20200430,80-84,Overleden,20,1021.0
2020-04-30,RIVM_report_20200430,85-89,Overleden,20,1046.0
2020-04-30,RIVM_report_20200430,90-94,Overleden,11,595.0
2020-04-30,RIVM_report_20200430,95+,Overleden,5,218.0
2020-04-30,RIVM_report_20200430,Niet vermeld,Overleden,0,1.0
