Datum,Bron,LeeftijdGroep,Type,Aantal,AantalCumulatief
2020-06-17,RIVM_report_20200617,0-4,Totaal,1,130.0
2020-06-17,RIVM_report_20200617,5-9,Totaal,4,80.0
2020-06-17,RIVM_report_20200617,10-14,Totaal,6,171.0
2020-06-17,RIVM_report_20200617,15-19,Totaal,1,652.0
2020-06-17,RIVM_report_20200617,20-24,Totaal,12,2233.0
2020-06-17,RIVM_report_20200617,25-29,Totaal,13,2707.0
2020-06-17,RIVM_report_20200617,30-34,Totaal,16,2489.0
2020-06-17,RIVM_report_20200617,35-39,Totaal,11,2156.0
2020-06-17,RIVM_report_20200617,40-44,Totaal,6,2397.0
2020-06-17,RIVM_report_20200617,45-49,Totaal,9,3393.0
2020-06-17,RIVM_report_20200617,50-54,Totaal,10,4311.0
2020-06-17,RIVM_report_20200617,55-59,Totaal,11,4690.0
2020-06-17,RIVM_report_20200617,60-64,Totaal,9,3820.0
2020-06-17,RIVM_report_20200617,65-69,Totaal,2,2433.0
2020-06-17,RIVM_report_20200617,70-74,Totaal,2,2983.0
2020-06-17,RIVM_report_20200617,75-79,Totaal,0,3411.0
2020-06-17,RIVM_report_20200617,80-84,Totaal,1,3889.0
2020-06-17,RIVM_report_20200617,85-89,Totaal,3,4014.0
2020-06-17,RIVM_report_20200617,90-94,Totaal,0,2441.0
2020-06-17,RIVM_report_20200617,95+,Totaal,0,800.0
2020-06-17,RIVM_report_20200617,Niet vermeld,Totaal,0,4.0
2020-06-17,RIVM_report_20200617,0-4,Ziekenhuisopname,0,48.0
2020-06-17,RIVM_report_20200617,5-9,Ziekenhuisopname,0,2.0
2020-06-17,RIVM_report_20200617,10-14,Ziekenhuisopname,0,9.0
2020-06-17,RIVM_report_20200617,15-19,Ziekenhuisopname,0,30.0
2020-06-17,RIVM_report_20200617,20-24,Ziekenhuisopname,0,62.0
2020-06-17,RIVM_report_20200617,25-29,Ziekenhuisopname,0,113.0
2020-06-17,RIVM_report_20200617,30-34,Ziekenhuisopname,0,157.0
2020-06-17,RIVM_report_20200617,35-39,Ziekenhuisopname,0,196.0
2020-06-17,RIVM_report_20200617,40-44,Ziekenhuisopname,0,283.0
2020-06-17,RIVM_report_20200617,45-49,Ziekenhuisopname,1,590.0
2020-06-17,RIVM_report_20200617,50-54,Ziekenhuisopname,0,859.0
2020-06-17,RIVM_report_20200617,55-59,Ziekenhuisopname,1,1153.0
2020-06-17,RIVM_report_20200617,60-64,Ziekenhuisopname,0,1301.0
2020-06-17,RIVM_report_20200617,65-69,Ziekenhuisopname,1,1352.0
2020-06-17,RIVM_report_20200617,70-74,Ziekenhuisopname,-2,1701.0
2020-06-17,RIVM_report_20200617,75-79,Ziekenhuisopname,0,1636.0
2020-06-17,RIVM_report_20200617,80-84,Ziekenhuisopname,1,1242.0
2020-06-17,RIVM_report_20200617,85-89,Ziekenhuisopname,0,805.0
2020-06-17,RIVM_report_20200617,90-94,Ziekenhuisopname,0,253.0
2020-06-17,RIVM_report_20200617,95+,Ziekenhuisopname,0,44.0
2020-06-17,RIVM_report_20200617,Niet vermeld,Ziekenhuisopname,0,0.0
2020-06-17,RIVM_report_20200617,0-4,Overleden,0,0.0
2020-06-17,RIVM_report_20200617,5-9,Overleden,0,0.0
2020-06-17,RIVM_report_20200617,10-14,Overleden,0,0.0
2020-06-17,RIVM_report_20200617,15-19,Overleden,0,1.0
2020-06-17,RIVM_report_20200617,20-24,Overleden,0,0.0
2020-06-17,RIVM_report_20200617,25-29,Overleden,0,3.0
2020-06-17,RIVM_report_20200617,30-34,Overleden,0,4.0
2020-06-17,RIVM_report_20200617,35-39,Overleden,0,7.0
2020-06-17,RIVM_report_20200617,40-44,Overleden,0,5.0
2020-06-17,RIVM_report_20200617,45-49,Overleden,0,23.0
2020-06-17,RIVM_report_20200617,50-54,Overleden,0,47.0
2020-06-17,RIVM_report_20200617,55-59,Overleden,0,99.0
2020-06-17,RIVM_report_20200617,60-64,Overleden,0,164.0
2020-06-17,RIVM_report_20200617,65-69,Overleden,1,332.0
2020-06-17,RIVM_report_20200617,70-74,Overleden,1,626.0
2020-06-17,RIVM_report_20200617,75-79,Overleden,0,1002.0
2020-06-17,RIVM_report_20200617,80-84,Overleden,0,1261.0
2020-06-17,RIVM_report_20200617,85-89,Overleden,0,1372.0
2020-06-17,RIVM_report_20200617,90-94,Overleden,1,824.0
2020-06-17,RIVM_report_20200617,95+,Overleden,1,304.0
2020-06-17,RIVM_report_20200617,Niet vermeld,Overleden,0,0.0
