Datum,Bron,LeeftijdGroep,Type,Aantal,AantalCumulatief
2020-05-20,RIVM_report_20200520,0-4,Totaal,1,82.0
2020-05-20,RIVM_report_20200520,5-9,Totaal,0,24.0
2020-05-20,RIVM_report_20200520,10-14,Totaal,2,65.0
2020-05-20,RIVM_report_20200520,15-19,Totaal,3,459.0
2020-05-20,RIVM_report_20200520,20-24,Totaal,19,1820.0
2020-05-20,RIVM_report_20200520,25-29,Totaal,19,2247.0
2020-05-20,RIVM_report_20200520,30-34,Totaal,11,2085.0
2020-05-20,RIVM_report_20200520,35-39,Totaal,7,1799.0
2020-05-20,RIVM_report_20200520,40-44,Totaal,7,2068.0
2020-05-20,RIVM_report_20200520,45-49,Totaal,15,3001.0
2020-05-20,RIVM_report_20200520,50-54,Totaal,21,3878.0
2020-05-20,RIVM_report_20200520,55-59,Totaal,24,4296.0
2020-05-20,RIVM_report_20200520,60-64,Totaal,9,3494.0
2020-05-20,RIVM_report_20200520,65-69,Totaal,5,2284.0
2020-05-20,RIVM_report_20200520,70-74,Totaal,9,2855.0
2020-05-20,RIVM_report_20200520,75-79,Totaal,5,3268.0
2020-05-20,RIVM_report_20200520,80-84,Totaal,13,3767.0
2020-05-20,RIVM_report_20200520,85-89,Totaal,12,3851.0
2020-05-20,RIVM_report_20200520,90-94,Totaal,11,2331.0
2020-05-20,RIVM_report_20200520,95+,Totaal,6,770.0
2020-05-20,RIVM_report_20200520,Niet vermeld,Totaal,-1,3.0
2020-05-20,RIVM_report_20200520,0-4,Ziekenhuisopname,0,45.0
2020-05-20,RIVM_report_20200520,5-9,Ziekenhuisopname,0,2.0
2020-05-20,RIVM_report_20200520,10-14,Ziekenhuisopname,0,7.0
2020-05-20,RIVM_report_20200520,15-19,Ziekenhuisopname,0,29.0
2020-05-20,RIVM_report_20200520,20-24,Ziekenhuisopname,0,59.0
2020-05-20,RIVM_report_20200520,25-29,Ziekenhuisopname,0,110.0
2020-05-20,RIVM_report_20200520,30-34,Ziekenhuisopname,-1,153.0
2020-05-20,RIVM_report_20200520,35-39,Ziekenhuisopname,0,192.0
2020-05-20,RIVM_report_20200520,40-44,Ziekenhuisopname,0,279.0
2020-05-20,RIVM_report_20200520,45-49,Ziekenhuisopname,1,574.0
2020-05-20,RIVM_report_20200520,50-54,Ziekenhuisopname,3,844.0
2020-05-20,RIVM_report_20200520,55-59,Ziekenhuisopname,3,1125.0
2020-05-20,RIVM_report_20200520,60-64,Ziekenhuisopname,1,1278.0
2020-05-20,RIVM_report_20200520,65-69,Ziekenhuisopname,0,1331.0
2020-05-20,RIVM_report_20200520,70-74,Ziekenhuisopname,3,1679.0
2020-05-20,RIVM_report_20200520,75-79,Ziekenhuisopname,2,1610.0
2020-05-20,RIVM_report_20200520,80-84,Ziekenhuisopname,0,1225.0
2020-05-20,RIVM_report_20200520,85-89,Ziekenhuisopname,1,797.0
2020-05-20,RIVM_report_20200520,90-94,Ziekenhuisopname,0,246.0
2020-05-20,RIVM_report_20200520,95+,Ziekenhuisopname,1,42.0
2020-05-20,RIVM_report_20200520,Niet vermeld,Ziekenhuisopname,0,0.0
2020-05-20,RIVM_report_20200520,0-4,Overleden,0,0.0
2020-05-20,RIVM_report_20200520,5-9,Overleden,0,0.0
2020-05-20,RIVM_report_20200520,10-14,Overleden,0,0.0
2020-05-20,RIVM_report_20200520,15-19,Overleden,0,1.0
2020-05-20,RIVM_report_20200520,20-24,Overleden,0,0.0
2020-05-20,RIVM_report_20200520,25-29,Overleden,0,3.0
2020-05-20,RIVM_report_20200520,30-34,Overleden,0,3.0
2020-05-20,RIVM_report_20200520,35-39,Overleden,0,7.0
2020-05-20,RIVM_report_20200520,40-44,Overleden,0,5.0
2020-05-20,RIVM_report_20200520,45-49,Overleden,0,22.0
2020-05-20,RIVM_report_20200520,50-54,Overleden,0,42.0
2020-05-20,RIVM_report_20200520,55-59,Overleden,0,94.0
2020-05-20,RIVM_report_20200520,60-64,Overleden,0,154.0
2020-05-20,RIVM_report_20200520,65-69,Overleden,1,316.0
2020-05-20,RIVM_report_20200520,70-74,Overleden,2,598.0
2020-05-20,RIVM_report_20200520,75-79,Overleden,0,963.0
2020-05-20,RIVM_report_20200520,80-84,Overleden,9,1205.0
2020-05-20,RIVM_report_20200520,85-89,Overleden,9,1283.0
2020-05-20,RIVM_report_20200520,90-94,Overleden,8,766.0
2020-05-20,RIVM_report_20200520,95+,Overleden,4,286.0
2020-05-20,RIVM_report_20200520,Niet vermeld,Overleden,0,0.0
