Datum,Bron,LeeftijdGroep,Type,Aantal,AantalCumulatief
2020-06-21,RIVM_report_20200621,0-4,Totaal,1,134.0
2020-06-21,RIVM_report_20200621,5-9,Totaal,0,90.0
2020-06-21,RIVM_report_20200621,10-14,Totaal,6,188.0
2020-06-21,RIVM_report_20200621,15-19,Totaal,0,666.0
2020-06-21,RIVM_report_20200621,20-24,Totaal,7,2273.0
2020-06-21,RIVM_report_20200621,25-29,Totaal,11,2747.0
2020-06-21,RIVM_report_20200621,30-34,Totaal,5,2528.0
2020-06-21,RIVM_report_20200621,35-39,Totaal,10,2183.0
2020-06-21,RIVM_report_20200621,40-44,Totaal,9,2422.0
2020-06-21,RIVM_report_20200621,45-49,Totaal,9,3424.0
2020-06-21,RIVM_report_20200621,50-54,Totaal,11,4355.0
2020-06-21,RIVM_report_20200621,55-59,Totaal,7,4719.0
2020-06-21,RIVM_report_20200621,60-64,Totaal,4,3837.0
2020-06-21,RIVM_report_20200621,65-69,Totaal,3,2445.0
2020-06-21,RIVM_report_20200621,70-74,Totaal,1,2990.0
2020-06-21,RIVM_report_20200621,75-79,Totaal,0,3418.0
2020-06-21,RIVM_report_20200621,80-84,Totaal,3,3905.0
2020-06-21,RIVM_report_20200621,85-89,Totaal,1,4018.0
2020-06-21,RIVM_report_20200621,90-94,Totaal,2,2446.0
2020-06-21,RIVM_report_20200621,95+,Totaal,1,801.0
2020-06-21,RIVM_report_20200621,Niet vermeld,Totaal,0,4.0
2020-06-21,RIVM_report_20200621,0-4,Ziekenhuisopname,0,48.0
2020-06-21,RIVM_report_20200621,5-9,Ziekenhuisopname,0,2.0
2020-06-21,RIVM_report_20200621,10-14,Ziekenhuisopname,0,9.0
2020-06-21,RIVM_report_20200621,15-19,Ziekenhuisopname,0,30.0
2020-06-21,RIVM_report_20200621,20-24,Ziekenhuisopname,2,64.0
2020-06-21,RIVM_report_20200621,25-29,Ziekenhuisopname,0,113.0
2020-06-21,RIVM_report_20200621,30-34,Ziekenhuisopname,0,159.0
2020-06-21,RIVM_report_20200621,35-39,Ziekenhuisopname,0,196.0
2020-06-21,RIVM_report_20200621,40-44,Ziekenhuisopname,0,284.0
2020-06-21,RIVM_report_20200621,45-49,Ziekenhuisopname,0,592.0
2020-06-21,RIVM_report_20200621,50-54,Ziekenhuisopname,0,862.0
2020-06-21,RIVM_report_20200621,55-59,Ziekenhuisopname,0,1153.0
2020-06-21,RIVM_report_20200621,60-64,Ziekenhuisopname,0,1302.0
2020-06-21,RIVM_report_20200621,65-69,Ziekenhuisopname,0,1354.0
2020-06-21,RIVM_report_20200621,70-74,Ziekenhuisopname,0,1700.0
2020-06-21,RIVM_report_20200621,75-79,Ziekenhuisopname,0,1635.0
2020-06-21,RIVM_report_20200621,80-84,Ziekenhuisopname,1,1243.0
2020-06-21,RIVM_report_20200621,85-89,Ziekenhuisopname,0,805.0
2020-06-21,RIVM_report_20200621,90-94,Ziekenhuisopname,0,254.0
2020-06-21,RIVM_report_20200621,95+,Ziekenhuisopname,0,44.0
2020-06-21,RIVM_report_20200621,Niet vermeld,Ziekenhuisopname,0,0.0
2020-06-21,RIVM_report_20200621,0-4,Overleden,0,0.0
2020-06-21,RIVM_report_20200621,5-9,Overleden,0,0.0
2020-06-21,RIVM_report_20200621,10-14,Overleden,0,0.0
2020-06-21,RIVM_report_20200621,15-19,Overleden,0,1.0
2020-06-21,RIVM_report_20200621,20-24,Overleden,0,0.0
2020-06-21,RIVM_report_20200621,25-29,Overleden,0,3.0
2020-06-21,RIVM_report_20200621,30-34,Overleden,0,4.0
2020-06-21,RIVM_report_20200621,35-39,Overleden,0,7.0
2020-06-21,RIVM_report_20200621,40-44,Overleden,0,6.0
2020-06-21,RIVM_report_20200621,45-49,Overleden,0,23.0
2020-06-21,RIVM_report_20200621,50-54,Overleden,0,47.0
2020-06-21,RIVM_report_20200621,55-59,Overleden,0,99.0
2020-06-21,RIVM_report_20200621,60-64,Overleden,0,164.0
2020-06-21,RIVM_report_20200621,65-69,Overleden,1,334.0
2020-06-21,RIVM_report_20200621,70-74,Overleden,0,627.0
2020-06-21,RIVM_report_20200621,75-79,Overleden,0,1003.0
2020-06-21,RIVM_report_20200621,80-84,Overleden,0,1264.0
2020-06-21,RIVM_report_20200621,85-89,Overleden,0,1375.0
2020-06-21,RIVM_report_20200621,90-94,Overleden,0,828.0
2020-06-21,RIVM_report_20200621,95+,Overleden,0,305.0
2020-06-21,RIVM_report_20200621,Niet vermeld,Overleden,0,0.0
