Datum,Bron,LeeftijdGroep,Type,Aantal,AantalCumulatief
2020-04-10,RIVM_report_20200410,0-4,Totaal,-1,53.0
2020-04-10,RIVM_report_20200410,5-9,Totaal,0,9.0
2020-04-10,RIVM_report_20200410,10-14,Totaal,0,39.0
2020-04-10,RIVM_report_20200410,15-19,Totaal,20,137.0
2020-04-10,RIVM_report_20200410,20-24,Totaal,53,623.0
2020-04-10,RIVM_report_20200410,25-29,Totaal,73,945.0
2020-04-10,RIVM_report_20200410,30-34,Totaal,54,959.0
2020-04-10,RIVM_report_20200410,35-39,Totaal,54,835.0
2020-04-10,RIVM_report_20200410,40-44,Totaal,68,965.0
2020-04-10,RIVM_report_20200410,45-49,Totaal,108,1441.0
2020-04-10,RIVM_report_20200410,50-54,Totaal,136,1889.0
2020-04-10,RIVM_report_20200410,55-59,Totaal,153,2126.0
2020-04-10,RIVM_report_20200410,60-64,Totaal,102,1847.0
2020-04-10,RIVM_report_20200410,65-69,Totaal,46,1560.0
2020-04-10,RIVM_report_20200410,70-74,Totaal,64,2017.0
2020-04-10,RIVM_report_20200410,75-79,Totaal,94,2170.0
2020-04-10,RIVM_report_20200410,80-84,Totaal,107,2142.0
2020-04-10,RIVM_report_20200410,85-89,Totaal,112,1927.0
2020-04-10,RIVM_report_20200410,90-94,Totaal,76,1057.0
2020-04-10,RIVM_report_20200410,95+,Totaal,15,321.0
2020-04-10,RIVM_report_20200410,Niet vermeld,Totaal,1,35.0
2020-04-10,RIVM_report_20200410,0-4,Ziekenhuisopname,0,30.0
2020-04-10,RIVM_report_20200410,5-9,Ziekenhuisopname,0,2.0
2020-04-10,RIVM_report_20200410,10-14,Ziekenhuisopname,0,6.0
2020-04-10,RIVM_report_20200410,15-19,Ziekenhuisopname,1,19.0
2020-04-10,RIVM_report_20200410,20-24,Ziekenhuisopname,0,30.0
2020-04-10,RIVM_report_20200410,25-29,Ziekenhuisopname,1,74.0
2020-04-10,RIVM_report_20200410,30-34,Ziekenhuisopname,5,96.0
2020-04-10,RIVM_report_20200410,35-39,Ziekenhuisopname,2,123.0
2020-04-10,RIVM_report_20200410,40-44,Ziekenhuisopname,3,190.0
2020-04-10,RIVM_report_20200410,45-49,Ziekenhuisopname,15,378.0
2020-04-10,RIVM_report_20200410,50-54,Ziekenhuisopname,19,567.0
2020-04-10,RIVM_report_20200410,55-59,Ziekenhuisopname,33,751.0
2020-04-10,RIVM_report_20200410,60-64,Ziekenhuisopname,30,870.0
2020-04-10,RIVM_report_20200410,65-69,Ziekenhuisopname,27,968.0
2020-04-10,RIVM_report_20200410,70-74,Ziekenhuisopname,22,1249.0
2020-04-10,RIVM_report_20200410,75-79,Ziekenhuisopname,25,1207.0
2020-04-10,RIVM_report_20200410,80-84,Ziekenhuisopname,27,904.0
2020-04-10,RIVM_report_20200410,85-89,Ziekenhuisopname,13,552.0
2020-04-10,RIVM_report_20200410,90-94,Ziekenhuisopname,2,155.0
2020-04-10,RIVM_report_20200410,95+,Ziekenhuisopname,0,23.0
2020-04-10,RIVM_report_20200410,Niet vermeld,Ziekenhuisopname,0,3.0
2020-04-10,RIVM_report_20200410,0-4,Overleden,0,0.0
2020-04-10,RIVM_report_20200410,5-9,Overleden,0,0.0
2020-04-10,RIVM_report_20200410,10-14,Overleden,0,0.0
2020-04-10,RIVM_report_20200410,15-19,Overleden,0,0.0
2020-04-10,RIVM_report_20200410,20-24,Overleden,0,0.0
2020-04-10,RIVM_report_20200410,25-29,Overleden,0,2.0
2020-04-10,RIVM_report_20200410,30-34,Overleden,1,2.0
2020-04-10,RIVM_report_20200410,35-39,Overleden,0,2.0
2020-04-10,RIVM_report_20200410,40-44,Overleden,0,2.0
2020-04-10,RIVM_report_20200410,45-49,Overleden,0,7.0
2020-04-10,RIVM_report_20200410,50-54,Overleden,2,19.0
2020-04-10,RIVM_report_20200410,55-59,Overleden,2,37.0
2020-04-10,RIVM_report_20200410,60-64,Overleden,2,71.0
2020-04-10,RIVM_report_20200410,65-69,Overleden,6,160.0
2020-04-10,RIVM_report_20200410,70-74,Overleden,8,269.0
2020-04-10,RIVM_report_20200410,75-79,Overleden,18,477.0
2020-04-10,RIVM_report_20200410,80-84,Overleden,29,589.0
2020-04-10,RIVM_report_20200410,85-89,Overleden,28,541.0
2020-04-10,RIVM_report_20200410,90-94,Overleden,12,258.0
2020-04-10,RIVM_report_20200410,95+,Overleden,7,73.0
2020-04-10,RIVM_report_20200410,Niet vermeld,Overleden,0,2.0
