Datum,Bron,LeeftijdGroep,Type,Aantal,AantalCumulatief
2020-06-14,RIVM_report_20200614,0-4,Totaal,5,125.0
2020-06-14,RIVM_report_20200614,5-9,Totaal,3,69.0
2020-06-14,RIVM_report_20200614,10-14,Totaal,3,147.0
2020-06-14,RIVM_report_20200614,15-19,Totaal,4,626.0
2020-06-14,RIVM_report_20200614,20-24,Totaal,22,2197.0
2020-06-14,RIVM_report_20200614,25-29,Totaal,15,2664.0
2020-06-14,RIVM_report_20200614,30-34,Totaal,11,2440.0
2020-06-14,RIVM_report_20200614,35-39,Totaal,17,2123.0
2020-06-14,RIVM_report_20200614,40-44,Totaal,8,2366.0
2020-06-14,RIVM_report_20200614,45-49,Totaal,14,3366.0
2020-06-14,RIVM_report_20200614,50-54,Totaal,15,4273.0
2020-06-14,RIVM_report_20200614,55-59,Totaal,7,4653.0
2020-06-14,RIVM_report_20200614,60-64,Totaal,6,3791.0
2020-06-14,RIVM_report_20200614,65-69,Totaal,4,2425.0
2020-06-14,RIVM_report_20200614,70-74,Totaal,2,2977.0
2020-06-14,RIVM_report_20200614,75-79,Totaal,3,3409.0
2020-06-14,RIVM_report_20200614,80-84,Totaal,3,3884.0
2020-06-14,RIVM_report_20200614,85-89,Totaal,2,4005.0
2020-06-14,RIVM_report_20200614,90-94,Totaal,-1,2439.0
2020-06-14,RIVM_report_20200614,95+,Totaal,0,800.0
2020-06-14,RIVM_report_20200614,Niet vermeld,Totaal,0,4.0
2020-06-14,RIVM_report_20200614,0-4,Ziekenhuisopname,1,48.0
2020-06-14,RIVM_report_20200614,5-9,Ziekenhuisopname,0,2.0
2020-06-14,RIVM_report_20200614,10-14,Ziekenhuisopname,0,9.0
2020-06-14,RIVM_report_20200614,15-19,Ziekenhuisopname,0,30.0
2020-06-14,RIVM_report_20200614,20-24,Ziekenhuisopname,0,62.0
2020-06-14,RIVM_report_20200614,25-29,Ziekenhuisopname,0,113.0
2020-06-14,RIVM_report_20200614,30-34,Ziekenhuisopname,0,157.0
2020-06-14,RIVM_report_20200614,35-39,Ziekenhuisopname,0,196.0
2020-06-14,RIVM_report_20200614,40-44,Ziekenhuisopname,-1,283.0
2020-06-14,RIVM_report_20200614,45-49,Ziekenhuisopname,0,589.0
2020-06-14,RIVM_report_20200614,50-54,Ziekenhuisopname,0,859.0
2020-06-14,RIVM_report_20200614,55-59,Ziekenhuisopname,1,1153.0
2020-06-14,RIVM_report_20200614,60-64,Ziekenhuisopname,0,1300.0
2020-06-14,RIVM_report_20200614,65-69,Ziekenhuisopname,0,1351.0
2020-06-14,RIVM_report_20200614,70-74,Ziekenhuisopname,2,1700.0
2020-06-14,RIVM_report_20200614,75-79,Ziekenhuisopname,0,1635.0
2020-06-14,RIVM_report_20200614,80-84,Ziekenhuisopname,1,1240.0
2020-06-14,RIVM_report_20200614,85-89,Ziekenhuisopname,1,805.0
2020-06-14,RIVM_report_20200614,90-94,Ziekenhuisopname,1,253.0
2020-06-14,RIVM_report_20200614,95+,Ziekenhuisopname,0,43.0
2020-06-14,RIVM_report_20200614,Niet vermeld,Ziekenhuisopname,0,0.0
2020-06-14,RIVM_report_20200614,0-4,Overleden,0,0.0
2020-06-14,RIVM_report_20200614,5-9,Overleden,0,0.0
2020-06-14,RIVM_report_20200614,10-14,Overleden,0,0.0
2020-06-14,RIVM_report_20200614,15-19,Overleden,0,1.0
2020-06-14,RIVM_report_20200614,20-24,Overleden,0,0.0
2020-06-14,RIVM_report_20200614,25-29,Overleden,0,3.0
2020-06-14,RIVM_report_20200614,30-34,Overleden,0,4.0
2020-06-14,RIVM_report_20200614,35-39,Overleden,0,7.0
2020-06-14,RIVM_report_20200614,40-44,Overleden,0,5.0
2020-06-14,RIVM_report_20200614,45-49,Overleden,0,23.0
2020-06-14,RIVM_report_20200614,50-54,Overleden,0,47.0
2020-06-14,RIVM_report_20200614,55-59,Overleden,0,99.0
2020-06-14,RIVM_report_20200614,60-64,Overleden,0,163.0
2020-06-14,RIVM_report_20200614,65-69,Overleden,0,331.0
2020-06-14,RIVM_report_20200614,70-74,Overleden,0,625.0
2020-06-14,RIVM_report_20200614,75-79,Overleden,1,999.0
2020-06-14,RIVM_report_20200614,80-84,Overleden,0,1258.0
2020-06-14,RIVM_report_20200614,85-89,Overleden,1,1370.0
2020-06-14,RIVM_report_20200614,90-94,Overleden,0,822.0
2020-06-14,RIVM_report_20200614,95+,Overleden,0,302.0
2020-06-14,RIVM_report_20200614,Niet vermeld,Overleden,0,0.0
