Datum,Bron,LeeftijdGroep,Type,Aantal,AantalCumulatief
2020-05-17,RIVM_report_20200517,0-4,Totaal,2,83.0
2020-05-17,RIVM_report_20200517,5-9,Totaal,0,21.0
2020-05-17,RIVM_report_20200517,10-14,Totaal,2,60.0
2020-05-17,RIVM_report_20200517,15-19,Totaal,1,451.0
2020-05-17,RIVM_report_20200517,20-24,Totaal,8,1787.0
2020-05-17,RIVM_report_20200517,25-29,Totaal,10,2209.0
2020-05-17,RIVM_report_20200517,30-34,Totaal,12,2062.0
2020-05-17,RIVM_report_20200517,35-39,Totaal,1,1781.0
2020-05-17,RIVM_report_20200517,40-44,Totaal,5,2054.0
2020-05-17,RIVM_report_20200517,45-49,Totaal,9,2962.0
2020-05-17,RIVM_report_20200517,50-54,Totaal,13,3832.0
2020-05-17,RIVM_report_20200517,55-59,Totaal,9,4250.0
2020-05-17,RIVM_report_20200517,60-64,Totaal,7,3466.0
2020-05-17,RIVM_report_20200517,65-69,Totaal,5,2275.0
2020-05-17,RIVM_report_20200517,70-74,Totaal,5,2836.0
2020-05-17,RIVM_report_20200517,75-79,Totaal,3,3249.0
2020-05-17,RIVM_report_20200517,80-84,Totaal,9,3729.0
2020-05-17,RIVM_report_20200517,85-89,Totaal,12,3819.0
2020-05-17,RIVM_report_20200517,90-94,Totaal,11,2306.0
2020-05-17,RIVM_report_20200517,95+,Totaal,1,759.0
2020-05-17,RIVM_report_20200517,Niet vermeld,Totaal,0,4.0
2020-05-17,RIVM_report_20200517,0-4,Ziekenhuisopname,1,45.0
2020-05-17,RIVM_report_20200517,5-9,Ziekenhuisopname,0,2.0
2020-05-17,RIVM_report_20200517,10-14,Ziekenhuisopname,0,7.0
2020-05-17,RIVM_report_20200517,15-19,Ziekenhuisopname,0,29.0
2020-05-17,RIVM_report_20200517,20-24,Ziekenhuisopname,0,59.0
2020-05-17,RIVM_report_20200517,25-29,Ziekenhuisopname,0,108.0
2020-05-17,RIVM_report_20200517,30-34,Ziekenhuisopname,2,154.0
2020-05-17,RIVM_report_20200517,35-39,Ziekenhuisopname,1,192.0
2020-05-17,RIVM_report_20200517,40-44,Ziekenhuisopname,2,277.0
2020-05-17,RIVM_report_20200517,45-49,Ziekenhuisopname,3,571.0
2020-05-17,RIVM_report_20200517,50-54,Ziekenhuisopname,1,834.0
2020-05-17,RIVM_report_20200517,55-59,Ziekenhuisopname,1,1116.0
2020-05-17,RIVM_report_20200517,60-64,Ziekenhuisopname,0,1269.0
2020-05-17,RIVM_report_20200517,65-69,Ziekenhuisopname,0,1324.0
2020-05-17,RIVM_report_20200517,70-74,Ziekenhuisopname,1,1670.0
2020-05-17,RIVM_report_20200517,75-79,Ziekenhuisopname,0,1604.0
2020-05-17,RIVM_report_20200517,80-84,Ziekenhuisopname,2,1218.0
2020-05-17,RIVM_report_20200517,85-89,Ziekenhuisopname,-1,790.0
2020-05-17,RIVM_report_20200517,90-94,Ziekenhuisopname,2,242.0
2020-05-17,RIVM_report_20200517,95+,Ziekenhuisopname,0,41.0
2020-05-17,RIVM_report_20200517,Niet vermeld,Ziekenhuisopname,0,0.0
2020-05-17,RIVM_report_20200517,0-4,Overleden,0,0.0
2020-05-17,RIVM_report_20200517,5-9,Overleden,0,0.0
2020-05-17,RIVM_report_20200517,10-14,Overleden,0,0.0
2020-05-17,RIVM_report_20200517,15-19,Overleden,0,1.0
2020-05-17,RIVM_report_20200517,20-24,Overleden,0,0.0
2020-05-17,RIVM_report_20200517,25-29,Overleden,0,3.0
2020-05-17,RIVM_report_20200517,30-34,Overleden,0,3.0
2020-05-17,RIVM_report_20200517,35-39,Overleden,0,7.0
2020-05-17,RIVM_report_20200517,40-44,Overleden,0,5.0
2020-05-17,RIVM_report_20200517,45-49,Overleden,0,22.0
2020-05-17,RIVM_report_20200517,50-54,Overleden,0,42.0
2020-05-17,RIVM_report_20200517,55-59,Overleden,1,94.0
2020-05-17,RIVM_report_20200517,60-64,Overleden,0,152.0
2020-05-17,RIVM_report_20200517,65-69,Overleden,2,314.0
2020-05-17,RIVM_report_20200517,70-74,Overleden,2,594.0
2020-05-17,RIVM_report_20200517,75-79,Overleden,1,958.0
2020-05-17,RIVM_report_20200517,80-84,Overleden,1,1191.0
2020-05-17,RIVM_report_20200517,85-89,Overleden,2,1262.0
2020-05-17,RIVM_report_20200517,90-94,Overleden,1,755.0
2020-05-17,RIVM_report_20200517,95+,Overleden,0,277.0
2020-05-17,RIVM_report_20200517,Niet vermeld,Overleden,0,0.0
