Datum,Bron,LeeftijdGroep,Type,Aantal,AantalCumulatief
2020-06-25,RIVM_report_20200625,0-4,Totaal,3,141.0
2020-06-25,RIVM_report_20200625,5-9,Totaal,1,97.0
2020-06-25,RIVM_report_20200625,10-14,Totaal,5,203.0
2020-06-25,RIVM_report_20200625,15-19,Totaal,6,684.0
2020-06-25,RIVM_report_20200625,20-24,Totaal,7,2295.0
2020-06-25,RIVM_report_20200625,25-29,Totaal,13,2777.0
2020-06-25,RIVM_report_20200625,30-34,Totaal,8,2559.0
2020-06-25,RIVM_report_20200625,35-39,Totaal,7,2215.0
2020-06-25,RIVM_report_20200625,40-44,Totaal,13,2454.0
2020-06-25,RIVM_report_20200625,45-49,Totaal,12,3461.0
2020-06-25,RIVM_report_20200625,50-54,Totaal,10,4383.0
2020-06-25,RIVM_report_20200625,55-59,Totaal,8,4739.0
2020-06-25,RIVM_report_20200625,60-64,Totaal,4,3850.0
2020-06-25,RIVM_report_20200625,65-69,Totaal,3,2453.0
2020-06-25,RIVM_report_20200625,70-74,Totaal,1,2992.0
2020-06-25,RIVM_report_20200625,75-79,Totaal,0,3421.0
2020-06-25,RIVM_report_20200625,80-84,Totaal,2,3910.0
2020-06-25,RIVM_report_20200625,85-89,Totaal,4,4023.0
2020-06-25,RIVM_report_20200625,90-94,Totaal,1,2448.0
2020-06-25,RIVM_report_20200625,95+,Totaal,2,805.0
2020-06-25,RIVM_report_20200625,Niet vermeld,Totaal,0,4.0
2020-06-25,RIVM_report_20200625,0-4,Ziekenhuisopname,0,50.0
2020-06-25,RIVM_report_20200625,5-9,Ziekenhuisopname,0,2.0
2020-06-25,RIVM_report_20200625,10-14,Ziekenhuisopname,0,9.0
2020-06-25,RIVM_report_20200625,15-19,Ziekenhuisopname,0,31.0
2020-06-25,RIVM_report_20200625,20-24,Ziekenhuisopname,0,64.0
2020-06-25,RIVM_report_20200625,25-29,Ziekenhuisopname,1,115.0
2020-06-25,RIVM_report_20200625,30-34,Ziekenhuisopname,0,159.0
2020-06-25,RIVM_report_20200625,35-39,Ziekenhuisopname,0,196.0
2020-06-25,RIVM_report_20200625,40-44,Ziekenhuisopname,0,287.0
2020-06-25,RIVM_report_20200625,45-49,Ziekenhuisopname,1,594.0
2020-06-25,RIVM_report_20200625,50-54,Ziekenhuisopname,2,864.0
2020-06-25,RIVM_report_20200625,55-59,Ziekenhuisopname,0,1156.0
2020-06-25,RIVM_report_20200625,60-64,Ziekenhuisopname,0,1302.0
2020-06-25,RIVM_report_20200625,65-69,Ziekenhuisopname,0,1354.0
2020-06-25,RIVM_report_20200625,70-74,Ziekenhuisopname,0,1700.0
2020-06-25,RIVM_report_20200625,75-79,Ziekenhuisopname,0,1635.0
2020-06-25,RIVM_report_20200625,80-84,Ziekenhuisopname,0,1243.0
2020-06-25,RIVM_report_20200625,85-89,Ziekenhuisopname,0,805.0
2020-06-25,RIVM_report_20200625,90-94,Ziekenhuisopname,0,253.0
2020-06-25,RIVM_report_20200625,95+,Ziekenhuisopname,0,44.0
2020-06-25,RIVM_report_20200625,Niet vermeld,Ziekenhuisopname,0,0.0
2020-06-25,RIVM_report_20200625,0-4,Overleden,0,0.0
2020-06-25,RIVM_report_20200625,5-9,Overleden,0,0.0
2020-06-25,RIVM_report_20200625,10-14,Overleden,0,0.0
2020-06-25,RIVM_report_20200625,15-19,Overleden,0,1.0
2020-06-25,RIVM_report_20200625,20-24,Overleden,0,0.0
2020-06-25,RIVM_report_20200625,25-29,Overleden,0,3.0
2020-06-25,RIVM_report_20200625,30-34,Overleden,0,4.0
2020-06-25,RIVM_report_20200625,35-39,Overleden,0,7.0
2020-06-25,RIVM_report_20200625,40-44,Overleden,0,6.0
2020-06-25,RIVM_report_20200625,45-49,Overleden,1,24.0
2020-06-25,RIVM_report_20200625,50-54,Overleden,0,47.0
2020-06-25,RIVM_report_20200625,55-59,Overleden,0,99.0
2020-06-25,RIVM_report_20200625,60-64,Overleden,0,164.0
2020-06-25,RIVM_report_20200625,65-69,Overleden,0,334.0
2020-06-25,RIVM_report_20200625,70-74,Overleden,0,627.0
2020-06-25,RIVM_report_20200625,75-79,Overleden,0,1005.0
2020-06-25,RIVM_report_20200625,80-84,Overleden,0,1265.0
2020-06-25,RIVM_report_20200625,85-89,Overleden,0,1377.0
2020-06-25,RIVM_report_20200625,90-94,Overleden,2,832.0
2020-06-25,RIVM_report_20200625,95+,Overleden,0,305.0
2020-06-25,RIVM_report_20200625,Niet vermeld,Overleden,0,0.0
