Datum,Bron,LeeftijdGroep,Type,Aantal,AantalCumulatief
2020-08-11,RIVM_report_20200811,0-4,Totaal,,187.0
2020-08-11,RIVM_report_20200811,5-9,Totaal,,194.0
2020-08-11,RIVM_report_20200811,10-14,Totaal,,427.0
2020-08-11,RIVM_report_20200811,15-19,Totaal,,1526.0
2020-08-11,RIVM_report_20200811,20-24,Totaal,,3800.0
2020-08-11,RIVM_report_20200811,25-29,Totaal,,4074.0
2020-08-11,RIVM_report_20200811,30-34,Totaal,,3588.0
2020-08-11,RIVM_report_20200811,35-39,Totaal,,3009.0
2020-08-11,RIVM_report_20200811,40-44,Totaal,,3191.0
2020-08-11,RIVM_report_20200811,45-49,Totaal,,4195.0
2020-08-11,RIVM_report_20200811,50-54,Totaal,,5194.0
2020-08-11,RIVM_report_20200811,55-59,Totaal,,5389.0
2020-08-11,RIVM_report_20200811,60-64,Totaal,,4324.0
2020-08-11,RIVM_report_20200811,65-69,Totaal,,2721.0
2020-08-11,RIVM_report_20200811,70-74,Totaal,,3204.0
2020-08-11,RIVM_report_20200811,75-79,Totaal,,3559.0
2020-08-11,RIVM_report_20200811,80-84,Totaal,,4018.0
2020-08-11,RIVM_report_20200811,85-89,Totaal,,4075.0
2020-08-11,RIVM_report_20200811,90-94,Totaal,,2478.0
2020-08-11,RIVM_report_20200811,95+,Totaal,,816.0
2020-08-11,RIVM_report_20200811,Niet vermeld,Totaal,,4.0
2020-08-11,RIVM_report_20200811,0-4,Ziekenhuisopname,,53.0
2020-08-11,RIVM_report_20200811,5-9,Ziekenhuisopname,,3.0
2020-08-11,RIVM_report_20200811,10-14,Ziekenhuisopname,,8.0
2020-08-11,RIVM_report_20200811,15-19,Ziekenhuisopname,,32.0
2020-08-11,RIVM_report_20200811,20-24,Ziekenhuisopname,,64.0
2020-08-11,RIVM_report_20200811,25-29,Ziekenhuisopname,,121.0
2020-08-11,RIVM_report_20200811,30-34,Ziekenhuisopname,,167.0
2020-08-11,RIVM_report_20200811,35-39,Ziekenhuisopname,,203.0
2020-08-11,RIVM_report_20200811,40-44,Ziekenhuisopname,,297.0
2020-08-11,RIVM_report_20200811,45-49,Ziekenhuisopname,,601.0
2020-08-11,RIVM_report_20200811,50-54,Ziekenhuisopname,,873.0
2020-08-11,RIVM_report_20200811,55-59,Ziekenhuisopname,,1173.0
2020-08-11,RIVM_report_20200811,60-64,Ziekenhuisopname,,1317.0
2020-08-11,RIVM_report_20200811,65-69,Ziekenhuisopname,,1363.0
2020-08-11,RIVM_report_20200811,70-74,Ziekenhuisopname,,1715.0
2020-08-11,RIVM_report_20200811,75-79,Ziekenhuisopname,,1641.0
2020-08-11,RIVM_report_20200811,80-84,Ziekenhuisopname,,1254.0
2020-08-11,RIVM_report_20200811,85-89,Ziekenhuisopname,,809.0
2020-08-11,RIVM_report_20200811,90-94,Ziekenhuisopname,,255.0
2020-08-11,RIVM_report_20200811,95+,Ziekenhuisopname,,45.0
2020-08-11,RIVM_report_20200811,Niet vermeld,Ziekenhuisopname,,0.0
2020-08-11,RIVM_report_20200811,0-4,Overleden,,0.0
2020-08-11,RIVM_report_20200811,5-9,Overleden,,0.0
2020-08-11,RIVM_report_20200811,10-14,Overleden,,0.0
2020-08-11,RIVM_report_20200811,15-19,Overleden,,1.0
2020-08-11,RIVM_report_20200811,20-24,Overleden,,0.0
2020-08-11,RIVM_report_20200811,25-29,Overleden,,3.0
2020-08-11,RIVM_report_20200811,30-34,Overleden,,4.0
2020-08-11,RIVM_report_20200811,35-39,Overleden,,7.0
2020-08-11,RIVM_report_20200811,40-44,Overleden,,7.0
2020-08-11,RIVM_report_20200811,45-49,Overleden,,24.0
2020-08-11,RIVM_report_20200811,50-54,Overleden,,47.0
2020-08-11,RIVM_report_20200811,55-59,Overleden,,99.0
2020-08-11,RIVM_report_20200811,60-64,Overleden,,163.0
2020-08-11,RIVM_report_20200811,65-69,Overleden,,339.0
2020-08-11,RIVM_report_20200811,70-74,Overleden,,632.0
2020-08-11,RIVM_report_20200811,75-79,Overleden,,1011.0
2020-08-11,RIVM_report_20200811,80-84,Overleden,,1278.0
2020-08-11,RIVM_report_20200811,85-89,Overleden,,1392.0
2020-08-11,RIVM_report_20200811,90-94,Overleden,,841.0
2020-08-11,RIVM_report_20200811,95+,Overleden,,311.0
2020-08-11,RIVM_report_20200811,Niet vermeld,Overleden,,0.0
