Datum,Bron,LeeftijdGroep,Type,Aantal,AantalCumulatief
2020-05-18,RIVM_report_20200518,0-4,Totaal,-1,82.0
2020-05-18,RIVM_report_20200518,5-9,Totaal,2,23.0
2020-05-18,RIVM_report_20200518,10-14,Totaal,2,62.0
2020-05-18,RIVM_report_20200518,15-19,Totaal,3,454.0
2020-05-18,RIVM_report_20200518,20-24,Totaal,5,1792.0
2020-05-18,RIVM_report_20200518,25-29,Totaal,12,2221.0
2020-05-18,RIVM_report_20200518,30-34,Totaal,9,2071.0
2020-05-18,RIVM_report_20200518,35-39,Totaal,7,1788.0
2020-05-18,RIVM_report_20200518,40-44,Totaal,4,2058.0
2020-05-18,RIVM_report_20200518,45-49,Totaal,20,2982.0
2020-05-18,RIVM_report_20200518,50-54,Totaal,13,3845.0
2020-05-18,RIVM_report_20200518,55-59,Totaal,13,4263.0
2020-05-18,RIVM_report_20200518,60-64,Totaal,8,3474.0
2020-05-18,RIVM_report_20200518,65-69,Totaal,4,2279.0
2020-05-18,RIVM_report_20200518,70-74,Totaal,6,2842.0
2020-05-18,RIVM_report_20200518,75-79,Totaal,7,3256.0
2020-05-18,RIVM_report_20200518,80-84,Totaal,10,3739.0
2020-05-18,RIVM_report_20200518,85-89,Totaal,14,3833.0
2020-05-18,RIVM_report_20200518,90-94,Totaal,6,2312.0
2020-05-18,RIVM_report_20200518,95+,Totaal,2,761.0
2020-05-18,RIVM_report_20200518,Niet vermeld,Totaal,0,4.0
2020-05-18,RIVM_report_20200518,0-4,Ziekenhuisopname,0,45.0
2020-05-18,RIVM_report_20200518,5-9,Ziekenhuisopname,0,2.0
2020-05-18,RIVM_report_20200518,10-14,Ziekenhuisopname,0,7.0
2020-05-18,RIVM_report_20200518,15-19,Ziekenhuisopname,0,29.0
2020-05-18,RIVM_report_20200518,20-24,Ziekenhuisopname,0,59.0
2020-05-18,RIVM_report_20200518,25-29,Ziekenhuisopname,0,108.0
2020-05-18,RIVM_report_20200518,30-34,Ziekenhuisopname,0,154.0
2020-05-18,RIVM_report_20200518,35-39,Ziekenhuisopname,0,192.0
2020-05-18,RIVM_report_20200518,40-44,Ziekenhuisopname,1,278.0
2020-05-18,RIVM_report_20200518,45-49,Ziekenhuisopname,0,571.0
2020-05-18,RIVM_report_20200518,50-54,Ziekenhuisopname,3,837.0
2020-05-18,RIVM_report_20200518,55-59,Ziekenhuisopname,3,1119.0
2020-05-18,RIVM_report_20200518,60-64,Ziekenhuisopname,4,1273.0
2020-05-18,RIVM_report_20200518,65-69,Ziekenhuisopname,4,1328.0
2020-05-18,RIVM_report_20200518,70-74,Ziekenhuisopname,2,1672.0
2020-05-18,RIVM_report_20200518,75-79,Ziekenhuisopname,3,1607.0
2020-05-18,RIVM_report_20200518,80-84,Ziekenhuisopname,4,1222.0
2020-05-18,RIVM_report_20200518,85-89,Ziekenhuisopname,3,793.0
2020-05-18,RIVM_report_20200518,90-94,Ziekenhuisopname,0,242.0
2020-05-18,RIVM_report_20200518,95+,Ziekenhuisopname,0,41.0
2020-05-18,RIVM_report_20200518,Niet vermeld,Ziekenhuisopname,0,0.0
2020-05-18,RIVM_report_20200518,0-4,Overleden,0,0.0
2020-05-18,RIVM_report_20200518,5-9,Overleden,0,0.0
2020-05-18,RIVM_report_20200518,10-14,Overleden,0,0.0
2020-05-18,RIVM_report_20200518,15-19,Overleden,0,1.0
2020-05-18,RIVM_report_20200518,20-24,Overleden,0,0.0
2020-05-18,RIVM_report_20200518,25-29,Overleden,0,3.0
2020-05-18,RIVM_report_20200518,30-34,Overleden,0,3.0
2020-05-18,RIVM_report_20200518,35-39,Overleden,0,7.0
2020-05-18,RIVM_report_20200518,40-44,Overleden,0,5.0
2020-05-18,RIVM_report_20200518,45-49,Overleden,0,22.0
2020-05-18,RIVM_report_20200518,50-54,Overleden,0,42.0
2020-05-18,RIVM_report_20200518,55-59,Overleden,0,94.0
2020-05-18,RIVM_report_20200518,60-64,Overleden,0,152.0
2020-05-18,RIVM_report_20200518,65-69,Overleden,1,315.0
2020-05-18,RIVM_report_20200518,70-74,Overleden,0,594.0
2020-05-18,RIVM_report_20200518,75-79,Overleden,1,959.0
2020-05-18,RIVM_report_20200518,80-84,Overleden,2,1193.0
2020-05-18,RIVM_report_20200518,85-89,Overleden,8,1270.0
2020-05-18,RIVM_report_20200518,90-94,Overleden,1,756.0
2020-05-18,RIVM_report_20200518,95+,Overleden,1,278.0
2020-05-18,RIVM_report_20200518,Niet vermeld,Overleden,0,0.0
