Datum,Bron,LeeftijdGroep,Type,Aantal,AantalCumulatief
2020-06-29,RIVM_report_20200629,0-4,Totaal,3,148.0
2020-06-29,RIVM_report_20200629,5-9,Totaal,1,102.0
2020-06-29,RIVM_report_20200629,10-14,Totaal,3,213.0
2020-06-29,RIVM_report_20200629,15-19,Totaal,2,702.0
2020-06-29,RIVM_report_20200629,20-24,Totaal,3,2316.0
2020-06-29,RIVM_report_20200629,25-29,Totaal,10,2809.0
2020-06-29,RIVM_report_20200629,30-34,Totaal,11,2597.0
2020-06-29,RIVM_report_20200629,35-39,Totaal,2,2247.0
2020-06-29,RIVM_report_20200629,40-44,Totaal,6,2484.0
2020-06-29,RIVM_report_20200629,45-49,Totaal,7,3484.0
2020-06-29,RIVM_report_20200629,50-54,Totaal,8,4403.0
2020-06-29,RIVM_report_20200629,55-59,Totaal,4,4756.0
2020-06-29,RIVM_report_20200629,60-64,Totaal,5,3868.0
2020-06-29,RIVM_report_20200629,65-69,Totaal,3,2461.0
2020-06-29,RIVM_report_20200629,70-74,Totaal,2,2998.0
2020-06-29,RIVM_report_20200629,75-79,Totaal,1,3426.0
2020-06-29,RIVM_report_20200629,80-84,Totaal,1,3918.0
2020-06-29,RIVM_report_20200629,85-89,Totaal,2,4029.0
2020-06-29,RIVM_report_20200629,90-94,Totaal,1,2452.0
2020-06-29,RIVM_report_20200629,95+,Totaal,0,805.0
2020-06-29,RIVM_report_20200629,Niet vermeld,Totaal,1,5.0
2020-06-29,RIVM_report_20200629,0-4,Ziekenhuisopname,0,50.0
2020-06-29,RIVM_report_20200629,5-9,Ziekenhuisopname,0,2.0
2020-06-29,RIVM_report_20200629,10-14,Ziekenhuisopname,0,8.0
2020-06-29,RIVM_report_20200629,15-19,Ziekenhuisopname,0,31.0
2020-06-29,RIVM_report_20200629,20-24,Ziekenhuisopname,0,64.0
2020-06-29,RIVM_report_20200629,25-29,Ziekenhuisopname,0,117.0
2020-06-29,RIVM_report_20200629,30-34,Ziekenhuisopname,0,159.0
2020-06-29,RIVM_report_20200629,35-39,Ziekenhuisopname,0,198.0
2020-06-29,RIVM_report_20200629,40-44,Ziekenhuisopname,0,288.0
2020-06-29,RIVM_report_20200629,45-49,Ziekenhuisopname,0,594.0
2020-06-29,RIVM_report_20200629,50-54,Ziekenhuisopname,0,864.0
2020-06-29,RIVM_report_20200629,55-59,Ziekenhuisopname,1,1157.0
2020-06-29,RIVM_report_20200629,60-64,Ziekenhuisopname,0,1303.0
2020-06-29,RIVM_report_20200629,65-69,Ziekenhuisopname,0,1354.0
2020-06-29,RIVM_report_20200629,70-74,Ziekenhuisopname,1,1703.0
2020-06-29,RIVM_report_20200629,75-79,Ziekenhuisopname,0,1636.0
2020-06-29,RIVM_report_20200629,80-84,Ziekenhuisopname,0,1243.0
2020-06-29,RIVM_report_20200629,85-89,Ziekenhuisopname,1,806.0
2020-06-29,RIVM_report_20200629,90-94,Ziekenhuisopname,0,253.0
2020-06-29,RIVM_report_20200629,95+,Ziekenhuisopname,0,44.0
2020-06-29,RIVM_report_20200629,Niet vermeld,Ziekenhuisopname,0,0.0
2020-06-29,RIVM_report_20200629,0-4,Overleden,0,0.0
2020-06-29,RIVM_report_20200629,5-9,Overleden,0,0.0
2020-06-29,RIVM_report_20200629,10-14,Overleden,0,0.0
2020-06-29,RIVM_report_20200629,15-19,Overleden,0,1.0
2020-06-29,RIVM_report_20200629,20-24,Overleden,0,0.0
2020-06-29,RIVM_report_20200629,25-29,Overleden,0,3.0
2020-06-29,RIVM_report_20200629,30-34,Overleden,0,4.0
2020-06-29,RIVM_report_20200629,35-39,Overleden,0,7.0
2020-06-29,RIVM_report_20200629,40-44,Overleden,0,6.0
2020-06-29,RIVM_report_20200629,45-49,Overleden,0,24.0
2020-06-29,RIVM_report_20200629,50-54,Overleden,0,47.0
2020-06-29,RIVM_report_20200629,55-59,Overleden,0,99.0
2020-06-29,RIVM_report_20200629,60-64,Overleden,0,164.0
2020-06-29,RIVM_report_20200629,65-69,Overleden,0,334.0
2020-06-29,RIVM_report_20200629,70-74,Overleden,0,627.0
2020-06-29,RIVM_report_20200629,75-79,Overleden,0,1005.0
2020-06-29,RIVM_report_20200629,80-84,Overleden,0,1266.0
2020-06-29,RIVM_report_20200629,85-89,Overleden,2,1381.0
2020-06-29,RIVM_report_20200629,90-94,Overleden,0,833.0
2020-06-29,RIVM_report_20200629,95+,Overleden,0,306.0
2020-06-29,RIVM_report_20200629,Niet vermeld,Overleden,0,0.0
