Datum,Bron,LeeftijdGroep,Type,Aantal,AantalCumulatief
2020-06-11,RIVM_report_20200611,0-4,Totaal,2,115.0
2020-06-11,RIVM_report_20200611,5-9,Totaal,1,61.0
2020-06-11,RIVM_report_20200611,10-14,Totaal,5,138.0
2020-06-11,RIVM_report_20200611,15-19,Totaal,11,597.0
2020-06-11,RIVM_report_20200611,20-24,Totaal,16,2133.0
2020-06-11,RIVM_report_20200611,25-29,Totaal,17,2612.0
2020-06-11,RIVM_report_20200611,30-34,Totaal,15,2393.0
2020-06-11,RIVM_report_20200611,35-39,Totaal,12,2082.0
2020-06-11,RIVM_report_20200611,40-44,Totaal,9,2334.0
2020-06-11,RIVM_report_20200611,45-49,Totaal,11,3319.0
2020-06-11,RIVM_report_20200611,50-54,Totaal,17,4223.0
2020-06-11,RIVM_report_20200611,55-59,Totaal,16,4612.0
2020-06-11,RIVM_report_20200611,60-64,Totaal,5,3758.0
2020-06-11,RIVM_report_20200611,65-69,Totaal,5,2407.0
2020-06-11,RIVM_report_20200611,70-74,Totaal,4,2966.0
2020-06-11,RIVM_report_20200611,75-79,Totaal,8,3391.0
2020-06-11,RIVM_report_20200611,80-84,Totaal,2,3871.0
2020-06-11,RIVM_report_20200611,85-89,Totaal,2,3999.0
2020-06-11,RIVM_report_20200611,90-94,Totaal,3,2437.0
2020-06-11,RIVM_report_20200611,95+,Totaal,2,799.0
2020-06-11,RIVM_report_20200611,Niet vermeld,Totaal,1,4.0
2020-06-11,RIVM_report_20200611,0-4,Ziekenhuisopname,0,47.0
2020-06-11,RIVM_report_20200611,5-9,Ziekenhuisopname,0,2.0
2020-06-11,RIVM_report_20200611,10-14,Ziekenhuisopname,0,9.0
2020-06-11,RIVM_report_20200611,15-19,Ziekenhuisopname,0,29.0
2020-06-11,RIVM_report_20200611,20-24,Ziekenhuisopname,0,62.0
2020-06-11,RIVM_report_20200611,25-29,Ziekenhuisopname,0,111.0
2020-06-11,RIVM_report_20200611,30-34,Ziekenhuisopname,0,157.0
2020-06-11,RIVM_report_20200611,35-39,Ziekenhuisopname,0,196.0
2020-06-11,RIVM_report_20200611,40-44,Ziekenhuisopname,0,283.0
2020-06-11,RIVM_report_20200611,45-49,Ziekenhuisopname,0,589.0
2020-06-11,RIVM_report_20200611,50-54,Ziekenhuisopname,1,857.0
2020-06-11,RIVM_report_20200611,55-59,Ziekenhuisopname,1,1151.0
2020-06-11,RIVM_report_20200611,60-64,Ziekenhuisopname,0,1299.0
2020-06-11,RIVM_report_20200611,65-69,Ziekenhuisopname,0,1349.0
2020-06-11,RIVM_report_20200611,70-74,Ziekenhuisopname,0,1697.0
2020-06-11,RIVM_report_20200611,75-79,Ziekenhuisopname,1,1634.0
2020-06-11,RIVM_report_20200611,80-84,Ziekenhuisopname,0,1238.0
2020-06-11,RIVM_report_20200611,85-89,Ziekenhuisopname,0,803.0
2020-06-11,RIVM_report_20200611,90-94,Ziekenhuisopname,0,252.0
2020-06-11,RIVM_report_20200611,95+,Ziekenhuisopname,0,43.0
2020-06-11,RIVM_report_20200611,Niet vermeld,Ziekenhuisopname,0,0.0
2020-06-11,RIVM_report_20200611,0-4,Overleden,0,0.0
2020-06-11,RIVM_report_20200611,5-9,Overleden,0,0.0
2020-06-11,RIVM_report_20200611,10-14,Overleden,0,0.0
2020-06-11,RIVM_report_20200611,15-19,Overleden,0,1.0
2020-06-11,RIVM_report_20200611,20-24,Overleden,0,0.0
2020-06-11,RIVM_report_20200611,25-29,Overleden,0,3.0
2020-06-11,RIVM_report_20200611,30-34,Overleden,0,4.0
2020-06-11,RIVM_report_20200611,35-39,Overleden,0,7.0
2020-06-11,RIVM_report_20200611,40-44,Overleden,0,5.0
2020-06-11,RIVM_report_20200611,45-49,Overleden,0,23.0
2020-06-11,RIVM_report_20200611,50-54,Overleden,0,47.0
2020-06-11,RIVM_report_20200611,55-59,Overleden,0,99.0
2020-06-11,RIVM_report_20200611,60-64,Overleden,0,162.0
2020-06-11,RIVM_report_20200611,65-69,Overleden,0,331.0
2020-06-11,RIVM_report_20200611,70-74,Overleden,0,624.0
2020-06-11,RIVM_report_20200611,75-79,Overleden,0,995.0
2020-06-11,RIVM_report_20200611,80-84,Overleden,0,1255.0
2020-06-11,RIVM_report_20200611,85-89,Overleden,0,1366.0
2020-06-11,RIVM_report_20200611,90-94,Overleden,2,822.0
2020-06-11,RIVM_report_20200611,95+,Overleden,0,300.0
2020-06-11,RIVM_report_20200611,Niet vermeld,Overleden,0,0.0
