Datum,Bron,LeeftijdGroep,Type,Aantal,AantalCumulatief
2020-03-24,RIVM_report_20200324,0-4,Totaal,6,20.0
2020-03-24,RIVM_report_20200324,5-9,Totaal,0,6.0
2020-03-24,RIVM_report_20200324,10-14,Totaal,1,28.0
2020-03-24,RIVM_report_20200324,15-19,Totaal,3,40.0
2020-03-24,RIVM_report_20200324,20-24,Totaal,16,106.0
2020-03-24,RIVM_report_20200324,25-29,Totaal,35,285.0
2020-03-24,RIVM_report_20200324,30-34,Totaal,27,294.0
2020-03-24,RIVM_report_20200324,35-39,Totaal,31,258.0
2020-03-24,RIVM_report_20200324,40-44,Totaal,35,244.0
2020-03-24,RIVM_report_20200324,45-49,Totaal,41,411.0
2020-03-24,RIVM_report_20200324,50-54,Totaal,66,449.0
2020-03-24,RIVM_report_20200324,55-59,Totaal,70,519.0
2020-03-24,RIVM_report_20200324,60-64,Totaal,53,420.0
2020-03-24,RIVM_report_20200324,65-69,Totaal,73,426.0
2020-03-24,RIVM_report_20200324,70-74,Totaal,73,476.0
2020-03-24,RIVM_report_20200324,75-79,Totaal,97,510.0
2020-03-24,RIVM_report_20200324,80-84,Totaal,75,484.0
2020-03-24,RIVM_report_20200324,85-89,Totaal,75,363.0
2020-03-24,RIVM_report_20200324,90-94,Totaal,27,154.0
2020-03-24,RIVM_report_20200324,95+,Totaal,5,42.0
2020-03-24,RIVM_report_20200324,Niet vermeld,Totaal,2,25.0
2020-03-24,RIVM_report_20200324,0-4,Ziekenhuisopname,2,10.0
2020-03-24,RIVM_report_20200324,5-9,Ziekenhuisopname,0,1.0
2020-03-24,RIVM_report_20200324,10-14,Ziekenhuisopname,1,3.0
2020-03-24,RIVM_report_20200324,15-19,Ziekenhuisopname,0,2.0
2020-03-24,RIVM_report_20200324,20-24,Ziekenhuisopname,1,4.0
2020-03-24,RIVM_report_20200324,25-29,Ziekenhuisopname,5,21.0
2020-03-24,RIVM_report_20200324,30-34,Ziekenhuisopname,6,22.0
2020-03-24,RIVM_report_20200324,35-39,Ziekenhuisopname,3,17.0
2020-03-24,RIVM_report_20200324,40-44,Ziekenhuisopname,7,20.0
2020-03-24,RIVM_report_20200324,45-49,Ziekenhuisopname,11,71.0
2020-03-24,RIVM_report_20200324,50-54,Ziekenhuisopname,20,93.0
2020-03-24,RIVM_report_20200324,55-59,Ziekenhuisopname,21,111.0
2020-03-24,RIVM_report_20200324,60-64,Ziekenhuisopname,18,124.0
2020-03-24,RIVM_report_20200324,65-69,Ziekenhuisopname,34,186.0
2020-03-24,RIVM_report_20200324,70-74,Ziekenhuisopname,37,205.0
2020-03-24,RIVM_report_20200324,75-79,Ziekenhuisopname,36,227.0
2020-03-24,RIVM_report_20200324,80-84,Ziekenhuisopname,31,192.0
2020-03-24,RIVM_report_20200324,85-89,Ziekenhuisopname,27,137.0
2020-03-24,RIVM_report_20200324,90-94,Ziekenhuisopname,5,41.0
2020-03-24,RIVM_report_20200324,95+,Ziekenhuisopname,0,5.0
2020-03-24,RIVM_report_20200324,Niet vermeld,Ziekenhuisopname,0,3.0
2020-03-24,RIVM_report_20200324,0-4,Overleden,0,0.0
2020-03-24,RIVM_report_20200324,5-9,Overleden,0,0.0
2020-03-24,RIVM_report_20200324,10-14,Overleden,0,0.0
2020-03-24,RIVM_report_20200324,15-19,Overleden,0,0.0
2020-03-24,RIVM_report_20200324,20-24,Overleden,0,0.0
2020-03-24,RIVM_report_20200324,25-29,Overleden,0,0.0
2020-03-24,RIVM_report_20200324,30-34,Overleden,0,0.0
2020-03-24,RIVM_report_20200324,35-39,Overleden,0,0.0
2020-03-24,RIVM_report_20200324,40-44,Overleden,0,0.0
2020-03-24,RIVM_report_20200324,45-49,Overleden,0,0.0
2020-03-24,RIVM_report_20200324,50-54,Overleden,0,0.0
2020-03-24,RIVM_report_20200324,55-59,Overleden,1,2.0
2020-03-24,RIVM_report_20200324,60-64,Overleden,1,6.0
2020-03-24,RIVM_report_20200324,65-69,Overleden,6,21.0
2020-03-24,RIVM_report_20200324,70-74,Overleden,6,26.0
2020-03-24,RIVM_report_20200324,75-79,Overleden,16,53.0
2020-03-24,RIVM_report_20200324,80-84,Overleden,17,83.0
2020-03-24,RIVM_report_20200324,85-89,Overleden,9,58.0
2020-03-24,RIVM_report_20200324,90-94,Overleden,6,20.0
2020-03-24,RIVM_report_20200324,95+,Overleden,1,6.0
2020-03-24,RIVM_report_20200324,Niet vermeld,Overleden,0,1.0
