Datum,Bron,LeeftijdGroep,Type,Aantal,AantalCumulatief
2020-05-24,RIVM_report_20200524,0-4,Totaal,1,88.0
2020-05-24,RIVM_report_20200524,5-9,Totaal,1,29.0
2020-05-24,RIVM_report_20200524,10-14,Totaal,3,72.0
2020-05-24,RIVM_report_20200524,15-19,Totaal,7,481.0
2020-05-24,RIVM_report_20200524,20-24,Totaal,15,1887.0
2020-05-24,RIVM_report_20200524,25-29,Totaal,16,2316.0
2020-05-24,RIVM_report_20200524,30-34,Totaal,12,2143.0
2020-05-24,RIVM_report_20200524,35-39,Totaal,10,1844.0
2020-05-24,RIVM_report_20200524,40-44,Totaal,11,2111.0
2020-05-24,RIVM_report_20200524,45-49,Totaal,15,3056.0
2020-05-24,RIVM_report_20200524,50-54,Totaal,13,3949.0
2020-05-24,RIVM_report_20200524,55-59,Totaal,13,4367.0
2020-05-24,RIVM_report_20200524,60-64,Totaal,15,3566.0
2020-05-24,RIVM_report_20200524,65-69,Totaal,3,2311.0
2020-05-24,RIVM_report_20200524,70-74,Totaal,7,2881.0
2020-05-24,RIVM_report_20200524,75-79,Totaal,9,3300.0
2020-05-24,RIVM_report_20200524,80-84,Totaal,9,3793.0
2020-05-24,RIVM_report_20200524,85-89,Totaal,9,3892.0
2020-05-24,RIVM_report_20200524,90-94,Totaal,2,2367.0
2020-05-24,RIVM_report_20200524,95+,Totaal,1,780.0
2020-05-24,RIVM_report_20200524,Niet vermeld,Totaal,0,3.0
2020-05-24,RIVM_report_20200524,0-4,Ziekenhuisopname,0,45.0
2020-05-24,RIVM_report_20200524,5-9,Ziekenhuisopname,0,2.0
2020-05-24,RIVM_report_20200524,10-14,Ziekenhuisopname,0,8.0
2020-05-24,RIVM_report_20200524,15-19,Ziekenhuisopname,0,29.0
2020-05-24,RIVM_report_20200524,20-24,Ziekenhuisopname,0,59.0
2020-05-24,RIVM_report_20200524,25-29,Ziekenhuisopname,0,110.0
2020-05-24,RIVM_report_20200524,30-34,Ziekenhuisopname,2,155.0
2020-05-24,RIVM_report_20200524,35-39,Ziekenhuisopname,0,193.0
2020-05-24,RIVM_report_20200524,40-44,Ziekenhuisopname,0,280.0
2020-05-24,RIVM_report_20200524,45-49,Ziekenhuisopname,3,579.0
2020-05-24,RIVM_report_20200524,50-54,Ziekenhuisopname,1,848.0
2020-05-24,RIVM_report_20200524,55-59,Ziekenhuisopname,2,1132.0
2020-05-24,RIVM_report_20200524,60-64,Ziekenhuisopname,1,1283.0
2020-05-24,RIVM_report_20200524,65-69,Ziekenhuisopname,1,1334.0
2020-05-24,RIVM_report_20200524,70-74,Ziekenhuisopname,0,1684.0
2020-05-24,RIVM_report_20200524,75-79,Ziekenhuisopname,1,1613.0
2020-05-24,RIVM_report_20200524,80-84,Ziekenhuisopname,1,1229.0
2020-05-24,RIVM_report_20200524,85-89,Ziekenhuisopname,0,798.0
2020-05-24,RIVM_report_20200524,90-94,Ziekenhuisopname,1,248.0
2020-05-24,RIVM_report_20200524,95+,Ziekenhuisopname,0,43.0
2020-05-24,RIVM_report_20200524,Niet vermeld,Ziekenhuisopname,0,0.0
2020-05-24,RIVM_report_20200524,0-4,Overleden,0,0.0
2020-05-24,RIVM_report_20200524,5-9,Overleden,0,0.0
2020-05-24,RIVM_report_20200524,10-14,Overleden,0,0.0
2020-05-24,RIVM_report_20200524,15-19,Overleden,0,1.0
2020-05-24,RIVM_report_20200524,20-24,Overleden,0,0.0
2020-05-24,RIVM_report_20200524,25-29,Overleden,0,3.0
2020-05-24,RIVM_report_20200524,30-34,Overleden,0,3.0
2020-05-24,RIVM_report_20200524,35-39,Overleden,0,7.0
2020-05-24,RIVM_report_20200524,40-44,Overleden,0,5.0
2020-05-24,RIVM_report_20200524,45-49,Overleden,0,23.0
2020-05-24,RIVM_report_20200524,50-54,Overleden,0,44.0
2020-05-24,RIVM_report_20200524,55-59,Overleden,1,96.0
2020-05-24,RIVM_report_20200524,60-64,Overleden,1,158.0
2020-05-24,RIVM_report_20200524,65-69,Overleden,1,319.0
2020-05-24,RIVM_report_20200524,70-74,Overleden,1,606.0
2020-05-24,RIVM_report_20200524,75-79,Overleden,2,973.0
2020-05-24,RIVM_report_20200524,80-84,Overleden,2,1217.0
2020-05-24,RIVM_report_20200524,85-89,Overleden,1,1299.0
2020-05-24,RIVM_report_20200524,90-94,Overleden,2,780.0
2020-05-24,RIVM_report_20200524,95+,Overleden,0,288.0
2020-05-24,RIVM_report_20200524,Niet vermeld,Overleden,0,0.0
