Datum,Bron,LeeftijdGroep,Type,Aantal,AantalCumulatief
2020-04-22,RIVM_report_20200422,0-4,Totaal,1,70.0
2020-04-22,RIVM_report_20200422,5-9,Totaal,0,11.0
2020-04-22,RIVM_report_20200422,10-14,Totaal,0,44.0
2020-04-22,RIVM_report_20200422,15-19,Totaal,9,285.0
2020-04-22,RIVM_report_20200422,20-24,Totaal,38,1293.0
2020-04-22,RIVM_report_20200422,25-29,Totaal,42,1655.0
2020-04-22,RIVM_report_20200422,30-34,Totaal,23,1578.0
2020-04-22,RIVM_report_20200422,35-39,Totaal,24,1398.0
2020-04-22,RIVM_report_20200422,40-44,Totaal,30,1569.0
2020-04-22,RIVM_report_20200422,45-49,Totaal,52,2315.0
2020-04-22,RIVM_report_20200422,50-54,Totaal,71,3046.0
2020-04-22,RIVM_report_20200422,55-59,Totaal,74,3366.0
2020-04-22,RIVM_report_20200422,60-64,Totaal,46,2752.0
2020-04-22,RIVM_report_20200422,65-69,Totaal,33,1968.0
2020-04-22,RIVM_report_20200422,70-74,Totaal,33,2477.0
2020-04-22,RIVM_report_20200422,75-79,Totaal,40,2803.0
2020-04-22,RIVM_report_20200422,80-84,Totaal,56,3000.0
2020-04-22,RIVM_report_20200422,85-89,Totaal,65,2934.0
2020-04-22,RIVM_report_20200422,90-94,Totaal,50,1702.0
2020-04-22,RIVM_report_20200422,95+,Totaal,23,563.0
2020-04-22,RIVM_report_20200422,Niet vermeld,Totaal,-2,13.0
2020-04-22,RIVM_report_20200422,0-4,Ziekenhuisopname,1,39.0
2020-04-22,RIVM_report_20200422,5-9,Ziekenhuisopname,0,2.0
2020-04-22,RIVM_report_20200422,10-14,Ziekenhuisopname,0,7.0
2020-04-22,RIVM_report_20200422,15-19,Ziekenhuisopname,0,23.0
2020-04-22,RIVM_report_20200422,20-24,Ziekenhuisopname,1,46.0
2020-04-22,RIVM_report_20200422,25-29,Ziekenhuisopname,0,93.0
2020-04-22,RIVM_report_20200422,30-34,Ziekenhuisopname,0,119.0
2020-04-22,RIVM_report_20200422,35-39,Ziekenhuisopname,0,161.0
2020-04-22,RIVM_report_20200422,40-44,Ziekenhuisopname,3,239.0
2020-04-22,RIVM_report_20200422,45-49,Ziekenhuisopname,4,476.0
2020-04-22,RIVM_report_20200422,50-54,Ziekenhuisopname,12,712.0
2020-04-22,RIVM_report_20200422,55-59,Ziekenhuisopname,11,941.0
2020-04-22,RIVM_report_20200422,60-64,Ziekenhuisopname,10,1097.0
2020-04-22,RIVM_report_20200422,65-69,Ziekenhuisopname,25,1167.0
2020-04-22,RIVM_report_20200422,70-74,Ziekenhuisopname,16,1490.0
2020-04-22,RIVM_report_20200422,75-79,Ziekenhuisopname,16,1429.0
2020-04-22,RIVM_report_20200422,80-84,Ziekenhuisopname,11,1067.0
2020-04-22,RIVM_report_20200422,85-89,Ziekenhuisopname,10,678.0
2020-04-22,RIVM_report_20200422,90-94,Ziekenhuisopname,5,200.0
2020-04-22,RIVM_report_20200422,95+,Ziekenhuisopname,-1,34.0
2020-04-22,RIVM_report_20200422,Niet vermeld,Ziekenhuisopname,0,1.0
2020-04-22,RIVM_report_20200422,0-4,Overleden,0,0.0
2020-04-22,RIVM_report_20200422,5-9,Overleden,0,0.0
2020-04-22,RIVM_report_20200422,10-14,Overleden,0,0.0
2020-04-22,RIVM_report_20200422,15-19,Overleden,0,1.0
2020-04-22,RIVM_report_20200422,20-24,Overleden,0,0.0
2020-04-22,RIVM_report_20200422,25-29,Overleden,0,3.0
2020-04-22,RIVM_report_20200422,30-34,Overleden,0,2.0
2020-04-22,RIVM_report_20200422,35-39,Overleden,0,4.0
2020-04-22,RIVM_report_20200422,40-44,Overleden,0,4.0
2020-04-22,RIVM_report_20200422,45-49,Overleden,3,14.0
2020-04-22,RIVM_report_20200422,50-54,Overleden,0,31.0
2020-04-22,RIVM_report_20200422,55-59,Overleden,2,63.0
2020-04-22,RIVM_report_20200422,60-64,Overleden,4,115.0
2020-04-22,RIVM_report_20200422,65-69,Overleden,6,238.0
2020-04-22,RIVM_report_20200422,70-74,Overleden,14,446.0
2020-04-22,RIVM_report_20200422,75-79,Overleden,20,740.0
2020-04-22,RIVM_report_20200422,80-84,Overleden,24,875.0
2020-04-22,RIVM_report_20200422,85-89,Overleden,34,866.0
2020-04-22,RIVM_report_20200422,90-94,Overleden,25,485.0
2020-04-22,RIVM_report_20200422,95+,Overleden,6,166.0
2020-04-22,RIVM_report_20200422,Niet vermeld,Overleden,0,1.0
