Datum,Bron,LeeftijdGroep,Type,Aantal,AantalCumulatief
2020-06-28,RIVM_report_20200628,0-4,Totaal,0,145.0
2020-06-28,RIVM_report_20200628,5-9,Totaal,4,101.0
2020-06-28,RIVM_report_20200628,10-14,Totaal,2,210.0
2020-06-28,RIVM_report_20200628,15-19,Totaal,3,700.0
2020-06-28,RIVM_report_20200628,20-24,Totaal,6,2313.0
2020-06-28,RIVM_report_20200628,25-29,Totaal,3,2799.0
2020-06-28,RIVM_report_20200628,30-34,Totaal,10,2586.0
2020-06-28,RIVM_report_20200628,35-39,Totaal,7,2245.0
2020-06-28,RIVM_report_20200628,40-44,Totaal,11,2478.0
2020-06-28,RIVM_report_20200628,45-49,Totaal,6,3477.0
2020-06-28,RIVM_report_20200628,50-54,Totaal,3,4395.0
2020-06-28,RIVM_report_20200628,55-59,Totaal,7,4752.0
2020-06-28,RIVM_report_20200628,60-64,Totaal,2,3863.0
2020-06-28,RIVM_report_20200628,65-69,Totaal,1,2458.0
2020-06-28,RIVM_report_20200628,70-74,Totaal,3,2996.0
2020-06-28,RIVM_report_20200628,75-79,Totaal,1,3425.0
2020-06-28,RIVM_report_20200628,80-84,Totaal,3,3917.0
2020-06-28,RIVM_report_20200628,85-89,Totaal,0,4027.0
2020-06-28,RIVM_report_20200628,90-94,Totaal,1,2451.0
2020-06-28,RIVM_report_20200628,95+,Totaal,0,805.0
2020-06-28,RIVM_report_20200628,Niet vermeld,Totaal,0,4.0
2020-06-28,RIVM_report_20200628,0-4,Ziekenhuisopname,0,50.0
2020-06-28,RIVM_report_20200628,5-9,Ziekenhuisopname,0,2.0
2020-06-28,RIVM_report_20200628,10-14,Ziekenhuisopname,0,8.0
2020-06-28,RIVM_report_20200628,15-19,Ziekenhuisopname,0,31.0
2020-06-28,RIVM_report_20200628,20-24,Ziekenhuisopname,0,64.0
2020-06-28,RIVM_report_20200628,25-29,Ziekenhuisopname,1,117.0
2020-06-28,RIVM_report_20200628,30-34,Ziekenhuisopname,0,159.0
2020-06-28,RIVM_report_20200628,35-39,Ziekenhuisopname,0,198.0
2020-06-28,RIVM_report_20200628,40-44,Ziekenhuisopname,0,288.0
2020-06-28,RIVM_report_20200628,45-49,Ziekenhuisopname,0,594.0
2020-06-28,RIVM_report_20200628,50-54,Ziekenhuisopname,0,864.0
2020-06-28,RIVM_report_20200628,55-59,Ziekenhuisopname,0,1156.0
2020-06-28,RIVM_report_20200628,60-64,Ziekenhuisopname,0,1303.0
2020-06-28,RIVM_report_20200628,65-69,Ziekenhuisopname,0,1354.0
2020-06-28,RIVM_report_20200628,70-74,Ziekenhuisopname,2,1702.0
2020-06-28,RIVM_report_20200628,75-79,Ziekenhuisopname,0,1636.0
2020-06-28,RIVM_report_20200628,80-84,Ziekenhuisopname,0,1243.0
2020-06-28,RIVM_report_20200628,85-89,Ziekenhuisopname,0,805.0
2020-06-28,RIVM_report_20200628,90-94,Ziekenhuisopname,0,253.0
2020-06-28,RIVM_report_20200628,95+,Ziekenhuisopname,0,44.0
2020-06-28,RIVM_report_20200628,Niet vermeld,Ziekenhuisopname,0,0.0
2020-06-28,RIVM_report_20200628,0-4,Overleden,0,0.0
2020-06-28,RIVM_report_20200628,5-9,Overleden,0,0.0
2020-06-28,RIVM_report_20200628,10-14,Overleden,0,0.0
2020-06-28,RIVM_report_20200628,15-19,Overleden,0,1.0
2020-06-28,RIVM_report_20200628,20-24,Overleden,0,0.0
2020-06-28,RIVM_report_20200628,25-29,Overleden,0,3.0
2020-06-28,RIVM_report_20200628,30-34,Overleden,0,4.0
2020-06-28,RIVM_report_20200628,35-39,Overleden,0,7.0
2020-06-28,RIVM_report_20200628,40-44,Overleden,0,6.0
2020-06-28,RIVM_report_20200628,45-49,Overleden,0,24.0
2020-06-28,RIVM_report_20200628,50-54,Overleden,0,47.0
2020-06-28,RIVM_report_20200628,55-59,Overleden,0,99.0
2020-06-28,RIVM_report_20200628,60-64,Overleden,0,164.0
2020-06-28,RIVM_report_20200628,65-69,Overleden,0,334.0
2020-06-28,RIVM_report_20200628,70-74,Overleden,0,627.0
2020-06-28,RIVM_report_20200628,75-79,Overleden,0,1005.0
2020-06-28,RIVM_report_20200628,80-84,Overleden,0,1266.0
2020-06-28,RIVM_report_20200628,85-89,Overleden,0,1379.0
2020-06-28,RIVM_report_20200628,90-94,Overleden,0,833.0
2020-06-28,RIVM_report_20200628,95+,Overleden,0,306.0
2020-06-28,RIVM_report_20200628,Niet vermeld,Overleden,0,0.0
