Datum,Type,Aantal
2020-02-27,Totaal,3
2020-02-27,Ziekenhuisopname,2
2020-02-27,Overleden,0
2020-02-28,Totaal,4
2020-02-28,Ziekenhuisopname,7
2020-02-28,Overleden,0
2020-02-29,Totaal,12
2020-02-29,Ziekenhuisopname,1
2020-02-29,Overleden,0
2020-03-01,Totaal,13
2020-03-01,Ziekenhuisopname,9
2020-03-01,Overleden,0
2020-03-02,Totaal,47
2020-03-02,Ziekenhuisopname,15
2020-03-02,Overleden,0
2020-03-03,Totaal,40
2020-03-03,Ziekenhuisopname,6
2020-03-03,Overleden,0
2020-03-04,Totaal,41
2020-03-04,Ziekenhuisopname,15
2020-03-04,Overleden,0
2020-03-05,Totaal,41
2020-03-05,Ziekenhuisopname,14
2020-03-05,Overleden,0
2020-03-06,Totaal,32
2020-03-06,Ziekenhuisopname,22
2020-03-06,Overleden,1
2020-03-07,Totaal,45
2020-03-07,Ziekenhuisopname,17
2020-03-07,Overleden,1
2020-03-08,Totaal,72
2020-03-08,Ziekenhuisopname,23
2020-03-08,Overleden,2
2020-03-09,Totaal,77
2020-03-09,Ziekenhuisopname,47
2020-03-09,Overleden,0
2020-03-10,Totaal,137
2020-03-10,Ziekenhuisopname,39
2020-03-10,Overleden,1
2020-03-11,Totaal,169
2020-03-11,Ziekenhuisopname,53
2020-03-11,Overleden,2
2020-03-12,Totaal,187
2020-03-12,Ziekenhuisopname,78
2020-03-12,Overleden,3
2020-03-13,Totaal,221
2020-03-13,Ziekenhuisopname,87
2020-03-13,Overleden,6
2020-03-14,Totaal,222
2020-03-14,Ziekenhuisopname,87
2020-03-14,Overleden,10
2020-03-15,Totaal,234
2020-03-15,Ziekenhuisopname,98
2020-03-15,Overleden,14
2020-03-16,Totaal,271
2020-03-16,Ziekenhuisopname,182
2020-03-16,Overleden,24
2020-03-17,Totaal,373
2020-03-17,Ziekenhuisopname,177
2020-03-17,Overleden,23
2020-03-18,Totaal,462
2020-03-18,Ziekenhuisopname,244
2020-03-18,Overleden,19
2020-03-19,Totaal,517
2020-03-19,Ziekenhuisopname,346
2020-03-19,Overleden,44
2020-03-20,Totaal,698
2020-03-20,Ziekenhuisopname,334
2020-03-20,Overleden,56
2020-03-21,Totaal,670
2020-03-21,Ziekenhuisopname,276
2020-03-21,Overleden,62
2020-03-22,Totaal,542
2020-03-22,Ziekenhuisopname,300
2020-03-22,Overleden,61
2020-03-23,Totaal,621
2020-03-23,Ziekenhuisopname,554
2020-03-23,Overleden,86
2020-03-24,Totaal,1126
2020-03-24,Ziekenhuisopname,475
2020-03-24,Overleden,77
2020-03-25,Totaal,1053
2020-03-25,Ziekenhuisopname,509
2020-03-25,Overleden,113
2020-03-26,Totaal,1055
2020-03-26,Ziekenhuisopname,488
2020-03-26,Overleden,126
2020-03-27,Totaal,1185
2020-03-27,Ziekenhuisopname,606
2020-03-27,Overleden,112
2020-03-28,Totaal,993
2020-03-28,Ziekenhuisopname,333
2020-03-28,Overleden,153
2020-03-29,Totaal,751
2020-03-29,Ziekenhuisopname,288
2020-03-29,Overleden,121
2020-03-30,Totaal,810
2020-03-30,Ziekenhuisopname,483
2020-03-30,Overleden,151
2020-03-31,Totaal,1131
2020-03-31,Ziekenhuisopname,331
2020-03-31,Overleden,175
2020-04-01,Totaal,1043
2020-04-01,Ziekenhuisopname,346
2020-04-01,Overleden,161
2020-04-02,Totaal,1034
2020-04-02,Ziekenhuisopname,335
2020-04-02,Overleden,172
2020-04-03,Totaal,1230
2020-04-03,Ziekenhuisopname,328
2020-04-03,Overleden,171
2020-04-04,Totaal,1100
2020-04-04,Ziekenhuisopname,191
2020-04-04,Overleden,167
2020-04-05,Totaal,858
2020-04-05,Ziekenhuisopname,209
2020-04-05,Overleden,157
2020-04-06,Totaal,777
2020-04-06,Ziekenhuisopname,309
2020-04-06,Overleden,165
2020-04-07,Totaal,1089
2020-04-07,Ziekenhuisopname,187
2020-04-07,Overleden,148
2020-04-08,Totaal,1352
2020-04-08,Ziekenhuisopname,188
2020-04-08,Overleden,148
2020-04-09,Totaal,1317
2020-04-09,Ziekenhuisopname,182
2020-04-09,Overleden,116
2020-04-10,Totaal,1400
2020-04-10,Ziekenhuisopname,168
