Datum,Type,Aantal
2020-02-27,Totaal,3
2020-02-27,Ziekenhuisopname,1
2020-02-27,Overleden,0
2020-02-28,Totaal,4
2020-02-28,Ziekenhuisopname,0
2020-02-28,Overleden,0
2020-02-29,Totaal,12
2020-02-29,Ziekenhuisopname,2
2020-02-29,Overleden,0
2020-03-01,Totaal,13
2020-03-01,Ziekenhuisopname,1
2020-03-01,Overleden,0
2020-03-02,Totaal,47
2020-03-02,Ziekenhuisopname,3
2020-03-02,Overleden,0
2020-03-03,Totaal,40
2020-03-03,Ziekenhuisopname,6
2020-03-03,Overleden,0
2020-03-04,Totaal,41
2020-03-04,Ziekenhuisopname,4
2020-03-04,Overleden,0
2020-03-05,Totaal,41
2020-03-05,Ziekenhuisopname,6
2020-03-05,Overleden,0
2020-03-06,Totaal,32
2020-03-06,Ziekenhuisopname,6
2020-03-06,Overleden,1
2020-03-07,Totaal,45
2020-03-07,Ziekenhuisopname,13
2020-03-07,Overleden,1
2020-03-08,Totaal,72
2020-03-08,Ziekenhuisopname,14
2020-03-08,Overleden,2
2020-03-09,Totaal,76
2020-03-09,Ziekenhuisopname,17
2020-03-09,Overleden,1
2020-03-10,Totaal,137
2020-03-10,Ziekenhuisopname,19
2020-03-10,Overleden,1
2020-03-11,Totaal,170
2020-03-11,Ziekenhuisopname,43
2020-03-11,Overleden,2
2020-03-12,Totaal,184
2020-03-12,Ziekenhuisopname,43
2020-03-12,Overleden,3
2020-03-13,Totaal,218
2020-03-13,Ziekenhuisopname,64
2020-03-13,Overleden,6
2020-03-14,Totaal,221
2020-03-14,Ziekenhuisopname,64
2020-03-14,Overleden,10
2020-03-15,Totaal,233
2020-03-15,Ziekenhuisopname,78
2020-03-15,Overleden,14
2020-03-16,Totaal,272
2020-03-16,Ziekenhuisopname,122
2020-03-16,Overleden,23
2020-03-17,Totaal,375
2020-03-17,Ziekenhuisopname,144
2020-03-17,Overleden,22
2020-03-18,Totaal,459
2020-03-18,Ziekenhuisopname,174
2020-03-18,Overleden,20
2020-03-19,Totaal,515
2020-03-19,Ziekenhuisopname,240
2020-03-19,Overleden,43
2020-03-20,Totaal,701
2020-03-20,Ziekenhuisopname,306
2020-03-20,Overleden,55
2020-03-21,Totaal,668
2020-03-21,Ziekenhuisopname,328
2020-03-21,Overleden,61
2020-03-22,Totaal,542
2020-03-22,Ziekenhuisopname,290
2020-03-22,Overleden,60
2020-03-23,Totaal,622
2020-03-23,Ziekenhuisopname,320
2020-03-23,Overleden,85
2020-03-24,Totaal,1130
2020-03-24,Ziekenhuisopname,559
2020-03-24,Overleden,74
2020-03-25,Totaal,1053
2020-03-25,Ziekenhuisopname,498
2020-03-25,Overleden,109
2020-03-26,Totaal,1054
2020-03-26,Ziekenhuisopname,492
2020-03-26,Overleden,123
2020-03-27,Totaal,1191
2020-03-27,Ziekenhuisopname,538
2020-03-27,Overleden,105
2020-03-28,Totaal,990
2020-03-28,Ziekenhuisopname,486
2020-03-28,Overleden,148
2020-03-29,Totaal,746
2020-03-29,Ziekenhuisopname,396
2020-03-29,Overleden,118
2020-03-30,Totaal,804
2020-03-30,Ziekenhuisopname,346
2020-03-30,Overleden,148
2020-03-31,Totaal,1126
2020-03-31,Ziekenhuisopname,498
2020-03-31,Overleden,159
2020-04-01,Totaal,1040
2020-04-01,Ziekenhuisopname,346
2020-04-01,Overleden,151
2020-04-02,Totaal,1023
2020-04-02,Ziekenhuisopname,342
2020-04-02,Overleden,159
2020-04-03,Totaal,1227
2020-04-03,Ziekenhuisopname,338
2020-04-03,Overleden,152
2020-04-04,Totaal,1096
2020-04-04,Ziekenhuisopname,285
2020-04-04,Overleden,150
2020-04-05,Totaal,853
2020-04-05,Ziekenhuisopname,248
2020-04-05,Overleden,143
2020-04-06,Totaal,776
2020-04-06,Ziekenhuisopname,233
2020-04-06,Overleden,145
2020-04-07,Totaal,1083
2020-04-07,Ziekenhuisopname,253
2020-04-07,Overleden,135
2020-04-08,Totaal,1339
2020-04-08,Ziekenhuisopname,200
2020-04-08,Overleden,130
2020-04-09,Totaal,1289
2020-04-09,Ziekenhuisopname,184
2020-04-09,Overleden,95
2020-04-10,Totaal,1352
2020-04-10,Ziekenhuisopname,147
2020-04-10,Overleden,109
2020-04-11,Totaal,1006
2020-04-11,Ziekenhuisopname,106
2020-04-11,Overleden,74
2020-04-12,Totaal,791
2020-04-12,Ziekenhuisopname,78
2020-04-12,Overleden,67
2020-04-13,Totaal,628
2020-04-13,Ziekenhuisopname,57
2020-04-13,Overleden,28
2020-04-14,Totaal,79
2020-04-14,Ziekenhuisopname,1
2020-04-14,Overleden,5
