Datum,Type,Aantal
2020-02-27,Totaal,3
2020-02-27,Ziekenhuisopname,1
2020-02-27,Overleden,0
2020-02-28,Totaal,4
2020-02-28,Ziekenhuisopname,0
2020-02-28,Overleden,0
2020-02-29,Totaal,12
2020-02-29,Ziekenhuisopname,2
2020-02-29,Overleden,0
2020-03-01,Totaal,13
2020-03-01,Ziekenhuisopname,1
2020-03-01,Overleden,0
2020-03-02,Totaal,47
2020-03-02,Ziekenhuisopname,3
2020-03-02,Overleden,0
2020-03-03,Totaal,40
2020-03-03,Ziekenhuisopname,6
2020-03-03,Overleden,0
2020-03-04,Totaal,41
2020-03-04,Ziekenhuisopname,4
2020-03-04,Overleden,0
2020-03-05,Totaal,41
2020-03-05,Ziekenhuisopname,6
2020-03-05,Overleden,0
2020-03-06,Totaal,32
2020-03-06,Ziekenhuisopname,6
2020-03-06,Overleden,1
2020-03-07,Totaal,45
2020-03-07,Ziekenhuisopname,13
2020-03-07,Overleden,1
2020-03-08,Totaal,72
2020-03-08,Ziekenhuisopname,14
2020-03-08,Overleden,2
2020-03-09,Totaal,76
2020-03-09,Ziekenhuisopname,17
2020-03-09,Overleden,1
2020-03-10,Totaal,138
2020-03-10,Ziekenhuisopname,19
2020-03-10,Overleden,1
2020-03-11,Totaal,169
2020-03-11,Ziekenhuisopname,43
2020-03-11,Overleden,2
2020-03-12,Totaal,184
2020-03-12,Ziekenhuisopname,43
2020-03-12,Overleden,3
2020-03-13,Totaal,219
2020-03-13,Ziekenhuisopname,64
2020-03-13,Overleden,6
2020-03-14,Totaal,221
2020-03-14,Ziekenhuisopname,66
2020-03-14,Overleden,10
2020-03-15,Totaal,233
2020-03-15,Ziekenhuisopname,78
2020-03-15,Overleden,14
2020-03-16,Totaal,271
2020-03-16,Ziekenhuisopname,122
2020-03-16,Overleden,23
2020-03-17,Totaal,374
2020-03-17,Ziekenhuisopname,144
2020-03-17,Overleden,22
2020-03-18,Totaal,461
2020-03-18,Ziekenhuisopname,176
2020-03-18,Overleden,20
2020-03-19,Totaal,515
2020-03-19,Ziekenhuisopname,241
2020-03-19,Overleden,43
2020-03-20,Totaal,700
2020-03-20,Ziekenhuisopname,306
2020-03-20,Overleden,55
2020-03-21,Totaal,667
2020-03-21,Ziekenhuisopname,330
2020-03-21,Overleden,62
2020-03-22,Totaal,542
2020-03-22,Ziekenhuisopname,291
2020-03-22,Overleden,60
2020-03-23,Totaal,622
2020-03-23,Ziekenhuisopname,321
2020-03-23,Overleden,86
2020-03-24,Totaal,1128
2020-03-24,Ziekenhuisopname,559
2020-03-24,Overleden,74
2020-03-25,Totaal,1053
2020-03-25,Ziekenhuisopname,501
2020-03-25,Overleden,110
2020-03-26,Totaal,1056
2020-03-26,Ziekenhuisopname,499
2020-03-26,Overleden,124
2020-03-27,Totaal,1194
2020-03-27,Ziekenhuisopname,543
2020-03-27,Overleden,107
2020-03-28,Totaal,991
2020-03-28,Ziekenhuisopname,488
2020-03-28,Overleden,148
2020-03-29,Totaal,747
2020-03-29,Ziekenhuisopname,399
2020-03-29,Overleden,119
2020-03-30,Totaal,806
2020-03-30,Ziekenhuisopname,349
2020-03-30,Overleden,150
2020-03-31,Totaal,1129
2020-03-31,Ziekenhuisopname,505
2020-03-31,Overleden,165
2020-04-01,Totaal,1042
2020-04-01,Ziekenhuisopname,348
2020-04-01,Overleden,157
2020-04-02,Totaal,1029
2020-04-02,Ziekenhuisopname,345
2020-04-02,Overleden,163
2020-04-03,Totaal,1227
2020-04-03,Ziekenhuisopname,350
2020-04-03,Overleden,155
2020-04-04,Totaal,1098
2020-04-04,Ziekenhuisopname,288
2020-04-04,Overleden,158
2020-04-05,Totaal,855
2020-04-05,Ziekenhuisopname,251
2020-04-05,Overleden,148
2020-04-06,Totaal,775
2020-04-06,Ziekenhuisopname,235
2020-04-06,Overleden,150
2020-04-07,Totaal,1086
2020-04-07,Ziekenhuisopname,264
2020-04-07,Overleden,140
2020-04-08,Totaal,1342
2020-04-08,Ziekenhuisopname,213
2020-04-08,Overleden,138
2020-04-09,Totaal,1316
2020-04-09,Ziekenhuisopname,198
2020-04-09,Overleden,103
2020-04-10,Totaal,1388
2020-04-10,Ziekenhuisopname,186
2020-04-10,Overleden,132
2020-04-11,Totaal,1039
2020-04-11,Ziekenhuisopname,143
2020-04-11,Overleden,131
2020-04-12,Totaal,818
2020-04-12,Ziekenhuisopname,104
2020-04-12,Overleden,127
2020-04-13,Totaal,752
2020-04-13,Ziekenhuisopname,130
2020-04-13,Overleden,116
2020-04-14,Totaal,797
2020-04-14,Ziekenhuisopname,123
2020-04-14,Overleden,121
2020-04-15,Totaal,1065
2020-04-15,Ziekenhuisopname,123
2020-04-15,Overleden,100
2020-04-16,Totaal,1097
2020-04-16,Ziekenhuisopname,82
2020-04-16,Overleden,93
2020-04-17,Totaal,993
2020-04-17,Ziekenhuisopname,51
2020-04-17,Overleden,48
2020-04-18,Totaal,24
2020-04-18,Ziekenhuisopname,0
2020-04-18,Overleden,0
