Datum,Type,Aantal
2020-02-27,Totaal,3
2020-02-27,Ziekenhuisopname,1
2020-02-27,Overleden,0
2020-02-28,Totaal,4
2020-02-28,Ziekenhuisopname,0
2020-02-28,Overleden,0
2020-02-29,Totaal,12
2020-02-29,Ziekenhuisopname,2
2020-02-29,Overleden,0
2020-03-01,Totaal,13
2020-03-01,Ziekenhuisopname,1
2020-03-01,Overleden,0
2020-03-02,Totaal,47
2020-03-02,Ziekenhuisopname,3
2020-03-02,Overleden,0
2020-03-03,Totaal,40
2020-03-03,Ziekenhuisopname,6
2020-03-03,Overleden,0
2020-03-04,Totaal,41
2020-03-04,Ziekenhuisopname,4
2020-03-04,Overleden,0
2020-03-05,Totaal,41
2020-03-05,Ziekenhuisopname,7
2020-03-05,Overleden,0
2020-03-06,Totaal,32
2020-03-06,Ziekenhuisopname,6
2020-03-06,Overleden,2
2020-03-07,Totaal,45
2020-03-07,Ziekenhuisopname,13
2020-03-07,Overleden,1
2020-03-08,Totaal,72
2020-03-08,Ziekenhuisopname,14
2020-03-08,Overleden,2
2020-03-09,Totaal,77
2020-03-09,Ziekenhuisopname,17
2020-03-09,Overleden,0
2020-03-10,Totaal,137
2020-03-10,Ziekenhuisopname,20
2020-03-10,Overleden,1
2020-03-11,Totaal,169
2020-03-11,Ziekenhuisopname,43
2020-03-11,Overleden,2
2020-03-12,Totaal,185
2020-03-12,Ziekenhuisopname,42
2020-03-12,Overleden,3
2020-03-13,Totaal,220
2020-03-13,Ziekenhuisopname,63
2020-03-13,Overleden,6
2020-03-14,Totaal,222
2020-03-14,Ziekenhuisopname,65
2020-03-14,Overleden,10
2020-03-15,Totaal,234
2020-03-15,Ziekenhuisopname,80
2020-03-15,Overleden,14
2020-03-16,Totaal,271
2020-03-16,Ziekenhuisopname,123
2020-03-16,Overleden,24
2020-03-17,Totaal,373
2020-03-17,Ziekenhuisopname,149
2020-03-17,Overleden,23
2020-03-18,Totaal,462
2020-03-18,Ziekenhuisopname,183
2020-03-18,Overleden,19
2020-03-19,Totaal,515
2020-03-19,Ziekenhuisopname,242
2020-03-19,Overleden,44
2020-03-20,Totaal,699
2020-03-20,Ziekenhuisopname,310
2020-03-20,Overleden,55
2020-03-21,Totaal,668
2020-03-21,Ziekenhuisopname,334
2020-03-21,Overleden,62
2020-03-22,Totaal,542
2020-03-22,Ziekenhuisopname,296
2020-03-22,Overleden,60
2020-03-23,Totaal,623
2020-03-23,Ziekenhuisopname,330
2020-03-23,Overleden,86
2020-03-24,Totaal,1128
2020-03-24,Ziekenhuisopname,567
2020-03-24,Overleden,74
2020-03-25,Totaal,1053
2020-03-25,Ziekenhuisopname,506
2020-03-25,Overleden,110
2020-03-26,Totaal,1056
2020-03-26,Ziekenhuisopname,506
2020-03-26,Overleden,124
2020-03-27,Totaal,1193
2020-03-27,Ziekenhuisopname,551
2020-03-27,Overleden,110
2020-03-28,Totaal,992
2020-03-28,Ziekenhuisopname,503
2020-03-28,Overleden,151
2020-03-29,Totaal,748
2020-03-29,Ziekenhuisopname,414
2020-03-29,Overleden,120
2020-03-30,Totaal,807
2020-03-30,Ziekenhuisopname,356
2020-03-30,Overleden,149
2020-03-31,Totaal,1131
2020-03-31,Ziekenhuisopname,511
2020-03-31,Overleden,169
2020-04-01,Totaal,1043
2020-04-01,Ziekenhuisopname,354
2020-04-01,Overleden,158
2020-04-02,Totaal,1033
2020-04-02,Ziekenhuisopname,352
2020-04-02,Overleden,167
2020-04-03,Totaal,1229
2020-04-03,Ziekenhuisopname,354
2020-04-03,Overleden,156
2020-04-04,Totaal,1097
2020-04-04,Ziekenhuisopname,293
2020-04-04,Overleden,165
2020-04-05,Totaal,855
2020-04-05,Ziekenhuisopname,254
2020-04-05,Overleden,152
2020-04-06,Totaal,775
2020-04-06,Ziekenhuisopname,248
2020-04-06,Overleden,157
2020-04-07,Totaal,1089
2020-04-07,Ziekenhuisopname,276
2020-04-07,Overleden,144
2020-04-08,Totaal,1351
2020-04-08,Ziekenhuisopname,223
2020-04-08,Overleden,146
2020-04-09,Totaal,1315
2020-04-09,Ziekenhuisopname,207
2020-04-09,Overleden,110
2020-04-10,Totaal,1392
2020-04-10,Ziekenhuisopname,199
2020-04-10,Overleden,143
2020-04-11,Totaal,1048
2020-04-11,Ziekenhuisopname,152
2020-04-11,Overleden,136
2020-04-12,Totaal,823
2020-04-12,Ziekenhuisopname,114
2020-04-12,Overleden,137
2020-04-13,Totaal,755
2020-04-13,Ziekenhuisopname,146
2020-04-13,Overleden,126
2020-04-14,Totaal,807
2020-04-14,Ziekenhuisopname,151
