Datum,Type,Aantal
2020-02-27,Totaal,3
2020-02-27,Ziekenhuisopname,1
2020-02-27,Overleden,0
2020-02-28,Totaal,4
2020-02-28,Ziekenhuisopname,0
2020-02-28,Overleden,0
2020-02-29,Totaal,12
2020-02-29,Ziekenhuisopname,2
2020-02-29,Overleden,0
2020-03-01,Totaal,13
2020-03-01,Ziekenhuisopname,1
2020-03-01,Overleden,0
2020-03-02,Totaal,47
2020-03-02,Ziekenhuisopname,3
2020-03-02,Overleden,0
2020-03-03,Totaal,40
2020-03-03,Ziekenhuisopname,6
2020-03-03,Overleden,0
2020-03-04,Totaal,41
2020-03-04,Ziekenhuisopname,4
2020-03-04,Overleden,0
2020-03-05,Totaal,41
2020-03-05,Ziekenhuisopname,6
2020-03-05,Overleden,0
2020-03-06,Totaal,33
2020-03-06,Ziekenhuisopname,6
2020-03-06,Overleden,1
2020-03-07,Totaal,45
2020-03-07,Ziekenhuisopname,13
2020-03-07,Overleden,1
2020-03-08,Totaal,71
2020-03-08,Ziekenhuisopname,14
2020-03-08,Overleden,2
2020-03-09,Totaal,77
2020-03-09,Ziekenhuisopname,17
2020-03-09,Overleden,0
2020-03-10,Totaal,136
2020-03-10,Ziekenhuisopname,18
2020-03-10,Overleden,1
2020-03-11,Totaal,172
2020-03-11,Ziekenhuisopname,42
2020-03-11,Overleden,2
2020-03-12,Totaal,183
2020-03-12,Ziekenhuisopname,41
2020-03-12,Overleden,3
2020-03-13,Totaal,217
2020-03-13,Ziekenhuisopname,63
2020-03-13,Overleden,6
2020-03-14,Totaal,221
2020-03-14,Ziekenhuisopname,64
2020-03-14,Overleden,10
2020-03-15,Totaal,233
2020-03-15,Ziekenhuisopname,78
2020-03-15,Overleden,12
2020-03-16,Totaal,272
2020-03-16,Ziekenhuisopname,120
2020-03-16,Overleden,23
2020-03-17,Totaal,374
2020-03-17,Ziekenhuisopname,144
2020-03-17,Overleden,23
2020-03-18,Totaal,462
2020-03-18,Ziekenhuisopname,171
2020-03-18,Overleden,20
2020-03-19,Totaal,514
2020-03-19,Ziekenhuisopname,233
2020-03-19,Overleden,44
2020-03-20,Totaal,702
2020-03-20,Ziekenhuisopname,302
2020-03-20,Overleden,53
2020-03-21,Totaal,669
2020-03-21,Ziekenhuisopname,320
2020-03-21,Overleden,59
2020-03-22,Totaal,544
2020-03-22,Ziekenhuisopname,284
2020-03-22,Overleden,59
2020-03-23,Totaal,620
2020-03-23,Ziekenhuisopname,310
2020-03-23,Overleden,81
2020-03-24,Totaal,1131
2020-03-24,Ziekenhuisopname,554
2020-03-24,Overleden,72
2020-03-25,Totaal,1050
2020-03-25,Ziekenhuisopname,479
2020-03-25,Overleden,102
2020-03-26,Totaal,1049
2020-03-26,Ziekenhuisopname,483
2020-03-26,Overleden,119
2020-03-27,Totaal,1193
2020-03-27,Ziekenhuisopname,525
2020-03-27,Overleden,101
2020-03-28,Totaal,993
2020-03-28,Ziekenhuisopname,469
2020-03-28,Overleden,143
2020-03-29,Totaal,740
2020-03-29,Ziekenhuisopname,370
2020-03-29,Overleden,109
2020-03-30,Totaal,800
2020-03-30,Ziekenhuisopname,321
2020-03-30,Overleden,135
2020-03-31,Totaal,1117
2020-03-31,Ziekenhuisopname,411
2020-03-31,Overleden,130
2020-04-01,Totaal,1010
2020-04-01,Ziekenhuisopname,256
2020-04-01,Overleden,104
2020-04-02,Totaal,819
2020-04-02,Ziekenhuisopname,154
2020-04-02,Overleden,66
2020-04-03,Totaal,75
2020-04-03,Ziekenhuisopname,1
2020-04-03,Overleden,1
