Datum,Type,Aantal
2020-02-27,Totaal,3
2020-02-27,Ziekenhuisopname,1
2020-02-27,Overleden,0
2020-02-28,Totaal,4
2020-02-28,Ziekenhuisopname,0
2020-02-28,Overleden,0
2020-02-29,Totaal,12
2020-02-29,Ziekenhuisopname,2
2020-02-29,Overleden,0
2020-03-01,Totaal,13
2020-03-01,Ziekenhuisopname,1
2020-03-01,Overleden,0
2020-03-02,Totaal,47
2020-03-02,Ziekenhuisopname,3
2020-03-02,Overleden,0
2020-03-03,Totaal,40
2020-03-03,Ziekenhuisopname,6
2020-03-03,Overleden,0
2020-03-04,Totaal,41
2020-03-04,Ziekenhuisopname,4
2020-03-04,Overleden,0
2020-03-05,Totaal,41
2020-03-05,Ziekenhuisopname,6
2020-03-05,Overleden,0
2020-03-06,Totaal,32
2020-03-06,Ziekenhuisopname,6
2020-03-06,Overleden,1
2020-03-07,Totaal,45
2020-03-07,Ziekenhuisopname,13
2020-03-07,Overleden,1
2020-03-08,Totaal,72
2020-03-08,Ziekenhuisopname,14
2020-03-08,Overleden,2
2020-03-09,Totaal,76
2020-03-09,Ziekenhuisopname,17
2020-03-09,Overleden,1
2020-03-10,Totaal,138
2020-03-10,Ziekenhuisopname,19
2020-03-10,Overleden,1
2020-03-11,Totaal,169
2020-03-11,Ziekenhuisopname,43
2020-03-11,Overleden,2
2020-03-12,Totaal,184
2020-03-12,Ziekenhuisopname,43
2020-03-12,Overleden,3
2020-03-13,Totaal,219
2020-03-13,Ziekenhuisopname,64
2020-03-13,Overleden,6
2020-03-14,Totaal,221
2020-03-14,Ziekenhuisopname,66
2020-03-14,Overleden,10
2020-03-15,Totaal,234
2020-03-15,Ziekenhuisopname,79
2020-03-15,Overleden,14
2020-03-16,Totaal,271
2020-03-16,Ziekenhuisopname,122
2020-03-16,Overleden,23
2020-03-17,Totaal,374
2020-03-17,Ziekenhuisopname,146
2020-03-17,Overleden,23
2020-03-18,Totaal,461
2020-03-18,Ziekenhuisopname,176
2020-03-18,Overleden,20
2020-03-19,Totaal,514
2020-03-19,Ziekenhuisopname,240
2020-03-19,Overleden,43
2020-03-20,Totaal,700
2020-03-20,Ziekenhuisopname,306
2020-03-20,Overleden,55
2020-03-21,Totaal,668
2020-03-21,Ziekenhuisopname,331
2020-03-21,Overleden,62
2020-03-22,Totaal,542
2020-03-22,Ziekenhuisopname,291
2020-03-22,Overleden,60
2020-03-23,Totaal,622
2020-03-23,Ziekenhuisopname,322
2020-03-23,Overleden,86
2020-03-24,Totaal,1128
2020-03-24,Ziekenhuisopname,560
2020-03-24,Overleden,74
2020-03-25,Totaal,1052
2020-03-25,Ziekenhuisopname,501
2020-03-25,Overleden,110
2020-03-26,Totaal,1056
2020-03-26,Ziekenhuisopname,503
2020-03-26,Overleden,124
2020-03-27,Totaal,1193
2020-03-27,Ziekenhuisopname,542
2020-03-27,Overleden,109
2020-03-28,Totaal,992
2020-03-28,Ziekenhuisopname,491
2020-03-28,Overleden,151
2020-03-29,Totaal,748
2020-03-29,Ziekenhuisopname,404
2020-03-29,Overleden,119
2020-03-30,Totaal,807
2020-03-30,Ziekenhuisopname,353
2020-03-30,Overleden,150
2020-03-31,Totaal,1131
2020-03-31,Ziekenhuisopname,507
2020-03-31,Overleden,165
2020-04-01,Totaal,1042
2020-04-01,Ziekenhuisopname,349
2020-04-01,Overleden,157
2020-04-02,Totaal,1032
2020-04-02,Ziekenhuisopname,347
2020-04-02,Overleden,167
2020-04-03,Totaal,1227
2020-04-03,Ziekenhuisopname,352
2020-04-03,Overleden,156
2020-04-04,Totaal,1099
2020-04-04,Ziekenhuisopname,288
2020-04-04,Overleden,160
2020-04-05,Totaal,855
2020-04-05,Ziekenhuisopname,251
2020-04-05,Overleden,148
2020-04-06,Totaal,775
2020-04-06,Ziekenhuisopname,240
2020-04-06,Overleden,154
2020-04-07,Totaal,1089
2020-04-07,Ziekenhuisopname,267
2020-04-07,Overleden,142
2020-04-08,Totaal,1344
2020-04-08,Ziekenhuisopname,215
2020-04-08,Overleden,140
2020-04-09,Totaal,1316
2020-04-09,Ziekenhuisopname,198
2020-04-09,Overleden,106
2020-04-10,Totaal,1391
2020-04-10,Ziekenhuisopname,188
2020-04-10,Overleden,137
2020-04-11,Totaal,1043
2020-04-11,Ziekenhuisopname,144
2020-04-11,Overleden,133
2020-04-12,Totaal,820
2020-04-12,Ziekenhuisopname,106
2020-04-12,Overleden,129
2020-04-13,Totaal,759
2020-04-13,Ziekenhuisopname,136
2020-04-13,Overleden,121
2020-04-14,Totaal,803
2020-04-14,Ziekenhuisopname,131
2020-04-14,Overleden,124
2020-04-15,Totaal,1097
2020-04-15,Ziekenhuisopname,137
2020-04-15,Overleden,105
2020-04-16,Totaal,1158
2020-04-16,Ziekenhuisopname,100
2020-04-16,Overleden,111
2020-04-17,Totaal,1260
2020-04-17,Ziekenhuisopname,92
2020-04-17,Overleden,100
2020-04-18,Totaal,980
2020-04-18,Ziekenhuisopname,88
2020-04-18,Overleden,89
2020-04-19,Totaal,607
2020-04-19,Ziekenhuisopname,43
2020-04-19,Overleden,72
2020-04-20,Totaal,502
2020-04-20,Ziekenhuisopname,43
2020-04-20,Overleden,33
2020-04-21,Totaal,85
2020-04-21,Ziekenhuisopname,0
2020-04-21,Overleden,2
