Datum,Type,Aantal
2020-02-27,Totaal,3
2020-02-27,Ziekenhuisopname,1
2020-02-27,Overleden,0
2020-02-28,Totaal,4
2020-02-28,Ziekenhuisopname,0
2020-02-28,Overleden,0
2020-02-29,Totaal,12
2020-02-29,Ziekenhuisopname,2
2020-02-29,Overleden,0
2020-03-01,Totaal,13
2020-03-01,Ziekenhuisopname,1
2020-03-01,Overleden,0
2020-03-02,Totaal,47
2020-03-02,Ziekenhuisopname,3
2020-03-02,Overleden,0
2020-03-03,Totaal,40
2020-03-03,Ziekenhuisopname,6
2020-03-03,Overleden,0
2020-03-04,Totaal,41
2020-03-04,Ziekenhuisopname,4
2020-03-04,Overleden,0
2020-03-05,Totaal,41
2020-03-05,Ziekenhuisopname,6
2020-03-05,Overleden,0
2020-03-06,Totaal,33
2020-03-06,Ziekenhuisopname,6
2020-03-06,Overleden,1
2020-03-07,Totaal,45
2020-03-07,Ziekenhuisopname,13
2020-03-07,Overleden,1
2020-03-08,Totaal,72
2020-03-08,Ziekenhuisopname,14
2020-03-08,Overleden,2
2020-03-09,Totaal,76
2020-03-09,Ziekenhuisopname,17
2020-03-09,Overleden,1
2020-03-10,Totaal,137
2020-03-10,Ziekenhuisopname,19
2020-03-10,Overleden,1
2020-03-11,Totaal,170
2020-03-11,Ziekenhuisopname,43
2020-03-11,Overleden,2
2020-03-12,Totaal,183
2020-03-12,Ziekenhuisopname,42
2020-03-12,Overleden,3
2020-03-13,Totaal,219
2020-03-13,Ziekenhuisopname,64
2020-03-13,Overleden,6
2020-03-14,Totaal,222
2020-03-14,Ziekenhuisopname,64
2020-03-14,Overleden,10
2020-03-15,Totaal,233
2020-03-15,Ziekenhuisopname,78
2020-03-15,Overleden,14
2020-03-16,Totaal,272
2020-03-16,Ziekenhuisopname,122
2020-03-16,Overleden,23
2020-03-17,Totaal,375
2020-03-17,Ziekenhuisopname,145
2020-03-17,Overleden,23
2020-03-18,Totaal,460
2020-03-18,Ziekenhuisopname,174
2020-03-18,Overleden,20
2020-03-19,Totaal,515
2020-03-19,Ziekenhuisopname,240
2020-03-19,Overleden,43
2020-03-20,Totaal,704
2020-03-20,Ziekenhuisopname,308
2020-03-20,Overleden,55
2020-03-21,Totaal,668
2020-03-21,Ziekenhuisopname,326
2020-03-21,Overleden,60
2020-03-22,Totaal,542
2020-03-22,Ziekenhuisopname,288
2020-03-22,Overleden,59
2020-03-23,Totaal,622
2020-03-23,Ziekenhuisopname,318
2020-03-23,Overleden,85
2020-03-24,Totaal,1131
2020-03-24,Ziekenhuisopname,557
2020-03-24,Overleden,74
2020-03-25,Totaal,1055
2020-03-25,Ziekenhuisopname,495
2020-03-25,Overleden,106
2020-03-26,Totaal,1053
2020-03-26,Ziekenhuisopname,488
2020-03-26,Overleden,121
2020-03-27,Totaal,1192
2020-03-27,Ziekenhuisopname,534
2020-03-27,Overleden,105
2020-03-28,Totaal,990
2020-03-28,Ziekenhuisopname,484
2020-03-28,Overleden,147
2020-03-29,Totaal,748
2020-03-29,Ziekenhuisopname,393
2020-03-29,Overleden,115
2020-03-30,Totaal,803
2020-03-30,Ziekenhuisopname,342
2020-03-30,Overleden,144
2020-03-31,Totaal,1126
2020-03-31,Ziekenhuisopname,495
2020-03-31,Overleden,153
2020-04-01,Totaal,1040
2020-04-01,Ziekenhuisopname,338
2020-04-01,Overleden,152
2020-04-02,Totaal,1024
2020-04-02,Ziekenhuisopname,323
2020-04-02,Overleden,158
2020-04-03,Totaal,1225
2020-04-03,Ziekenhuisopname,308
2020-04-03,Overleden,145
2020-04-04,Totaal,1095
2020-04-04,Ziekenhuisopname,269
2020-04-04,Overleden,140
2020-04-05,Totaal,848
2020-04-05,Ziekenhuisopname,234
2020-04-05,Overleden,138
2020-04-06,Totaal,756
2020-04-06,Ziekenhuisopname,204
2020-04-06,Overleden,140
2020-04-07,Totaal,1012
2020-04-07,Ziekenhuisopname,198
2020-04-07,Overleden,124
2020-04-08,Totaal,1239
2020-04-08,Ziekenhuisopname,153
2020-04-08,Overleden,104
2020-04-09,Totaal,946
2020-04-09,Ziekenhuisopname,73
2020-04-09,Overleden,26
2020-04-10,Totaal,65
2020-04-10,Ziekenhuisopname,5
2020-04-10,Overleden,3
