Datum,Type,Aantal
2020-02-27,Totaal,3
2020-02-27,Ziekenhuisopname,1
2020-02-27,Overleden,
2020-02-28,Totaal,4
2020-02-28,Ziekenhuisopname,0
2020-02-28,Overleden,
2020-02-29,Totaal,12
2020-02-29,Ziekenhuisopname,2
2020-02-29,Overleden,
2020-03-01,Totaal,13
2020-03-01,Ziekenhuisopname,1
2020-03-01,Overleden,
2020-03-02,Totaal,47
2020-03-02,Ziekenhuisopname,3
2020-03-02,Overleden,
2020-03-03,Totaal,40
2020-03-03,Ziekenhuisopname,5
2020-03-03,Overleden,
2020-03-04,Totaal,41
2020-03-04,Ziekenhuisopname,4
2020-03-04,Overleden,
2020-03-05,Totaal,41
2020-03-05,Ziekenhuisopname,5
2020-03-05,Overleden,
2020-03-06,Totaal,33
2020-03-06,Ziekenhuisopname,6
2020-03-06,Overleden,1
2020-03-07,Totaal,45
2020-03-07,Ziekenhuisopname,13
2020-03-07,Overleden,1
2020-03-08,Totaal,72
2020-03-08,Ziekenhuisopname,9
2020-03-08,Overleden,2
2020-03-09,Totaal,77
2020-03-09,Ziekenhuisopname,17
2020-03-09,Overleden,
2020-03-10,Totaal,134
2020-03-10,Ziekenhuisopname,18
2020-03-10,Overleden,1
2020-03-11,Totaal,172
2020-03-11,Ziekenhuisopname,35
2020-03-11,Overleden,2
2020-03-12,Totaal,184
2020-03-12,Ziekenhuisopname,37
2020-03-12,Overleden,3
2020-03-13,Totaal,214
2020-03-13,Ziekenhuisopname,53
2020-03-13,Overleden,6
2020-03-14,Totaal,216
2020-03-14,Ziekenhuisopname,51
2020-03-14,Overleden,9
2020-03-15,Totaal,232
2020-03-15,Ziekenhuisopname,53
2020-03-15,Overleden,12
2020-03-16,Totaal,271
2020-03-16,Ziekenhuisopname,108
2020-03-16,Overleden,24
2020-03-17,Totaal,369
2020-03-17,Ziekenhuisopname,115
2020-03-17,Overleden,21
2020-03-18,Totaal,456
2020-03-18,Ziekenhuisopname,122
2020-03-18,Overleden,19
2020-03-19,Totaal,516
2020-03-19,Ziekenhuisopname,179
2020-03-19,Overleden,38
2020-03-20,Totaal,699
2020-03-20,Ziekenhuisopname,252
2020-03-20,Overleden,43
2020-03-21,Totaal,656
2020-03-21,Ziekenhuisopname,229
2020-03-21,Overleden,57
2020-03-22,Totaal,535
2020-03-22,Ziekenhuisopname,211
2020-03-22,Overleden,49
2020-03-23,Totaal,608
2020-03-23,Ziekenhuisopname,204
2020-03-23,Overleden,64
2020-03-24,Totaal,993
2020-03-24,Ziekenhuisopname,260
2020-03-24,Overleden,47
2020-03-25,Totaal,694
2020-03-25,Ziekenhuisopname,154
2020-03-25,Overleden,30
2020-03-26,Totaal,51
2020-03-26,Ziekenhuisopname,4
2020-03-26,Overleden,1
