Datum,Type,Aantal
2020-02-27,Totaal,3
2020-02-27,Ziekenhuisopname,1
2020-02-27,Overleden,0
2020-02-28,Totaal,4
2020-02-28,Ziekenhuisopname,8
2020-02-28,Overleden,0
2020-02-29,Totaal,13
2020-02-29,Ziekenhuisopname,1
2020-02-29,Overleden,0
2020-03-01,Totaal,13
2020-03-01,Ziekenhuisopname,10
2020-03-01,Overleden,0
2020-03-02,Totaal,47
2020-03-02,Ziekenhuisopname,14
2020-03-02,Overleden,0
2020-03-03,Totaal,40
2020-03-03,Ziekenhuisopname,6
2020-03-03,Overleden,0
2020-03-04,Totaal,41
2020-03-04,Ziekenhuisopname,13
2020-03-04,Overleden,0
2020-03-05,Totaal,41
2020-03-05,Ziekenhuisopname,13
2020-03-05,Overleden,0
2020-03-06,Totaal,32
2020-03-06,Ziekenhuisopname,20
2020-03-06,Overleden,1
2020-03-07,Totaal,45
2020-03-07,Ziekenhuisopname,17
2020-03-07,Overleden,1
2020-03-08,Totaal,72
2020-03-08,Ziekenhuisopname,25
2020-03-08,Overleden,2
2020-03-09,Totaal,78
2020-03-09,Ziekenhuisopname,47
2020-03-09,Overleden,0
2020-03-10,Totaal,137
2020-03-10,Ziekenhuisopname,39
2020-03-10,Overleden,1
2020-03-11,Totaal,168
2020-03-11,Ziekenhuisopname,54
2020-03-11,Overleden,2
2020-03-12,Totaal,186
2020-03-12,Ziekenhuisopname,81
2020-03-12,Overleden,3
2020-03-13,Totaal,222
2020-03-13,Ziekenhuisopname,87
2020-03-13,Overleden,6
2020-03-14,Totaal,221
2020-03-14,Ziekenhuisopname,91
2020-03-14,Overleden,10
2020-03-15,Totaal,234
2020-03-15,Ziekenhuisopname,101
2020-03-15,Overleden,14
2020-03-16,Totaal,271
2020-03-16,Ziekenhuisopname,183
2020-03-16,Overleden,24
2020-03-17,Totaal,370
2020-03-17,Ziekenhuisopname,178
2020-03-17,Overleden,23
2020-03-18,Totaal,457
2020-03-18,Ziekenhuisopname,245
2020-03-18,Overleden,19
2020-03-19,Totaal,515
2020-03-19,Ziekenhuisopname,349
2020-03-19,Overleden,44
2020-03-20,Totaal,696
2020-03-20,Ziekenhuisopname,335
2020-03-20,Overleden,56
2020-03-21,Totaal,668
2020-03-21,Ziekenhuisopname,280
2020-03-21,Overleden,64
2020-03-22,Totaal,540
2020-03-22,Ziekenhuisopname,301
2020-03-22,Overleden,61
2020-03-23,Totaal,619
2020-03-23,Ziekenhuisopname,556
2020-03-23,Overleden,86
2020-03-24,Totaal,1120
2020-03-24,Ziekenhuisopname,478
2020-03-24,Overleden,76
2020-03-25,Totaal,1049
2020-03-25,Ziekenhuisopname,512
2020-03-25,Overleden,114
2020-03-26,Totaal,1050
2020-03-26,Ziekenhuisopname,490
2020-03-26,Overleden,124
2020-03-27,Totaal,1177
2020-03-27,Ziekenhuisopname,609
2020-03-27,Overleden,114
2020-03-28,Totaal,985
2020-03-28,Ziekenhuisopname,338
2020-03-28,Overleden,153
2020-03-29,Totaal,746
2020-03-29,Ziekenhuisopname,301
2020-03-29,Overleden,123
2020-03-30,Totaal,805
2020-03-30,Ziekenhuisopname,504
2020-03-30,Overleden,153
2020-03-31,Totaal,1124
2020-03-31,Ziekenhuisopname,341
2020-03-31,Overleden,175
2020-04-01,Totaal,1042
2020-04-01,Ziekenhuisopname,362
2020-04-01,Overleden,161
2020-04-02,Totaal,1028
2020-04-02,Ziekenhuisopname,352
2020-04-02,Overleden,176
2020-04-03,Totaal,1221
2020-04-03,Ziekenhuisopname,333
2020-04-03,Overleden,171
2020-04-04,Totaal,1096
2020-04-04,Ziekenhuisopname,198
2020-04-04,Overleden,171
2020-04-05,Totaal,857
2020-04-05,Ziekenhuisopname,217
2020-04-05,Overleden,163
2020-04-06,Totaal,773
2020-04-06,Ziekenhuisopname,312
2020-04-06,Overleden,167
2020-04-07,Totaal,1089
2020-04-07,Ziekenhuisopname,193
2020-04-07,Overleden,151
2020-04-08,Totaal,1344
2020-04-08,Ziekenhuisopname,189
2020-04-08,Overleden,150
2020-04-09,Totaal,1313
2020-04-09,Ziekenhuisopname,186
2020-04-09,Overleden,117
2020-04-10,Totaal,1394
2020-04-10,Ziekenhuisopname,171
2020-04-10,Overleden,157
2020-04-11,Totaal,1055
2020-04-11,Ziekenhuisopname,133
2020-04-11,Overleden,141
2020-04-12,Totaal,823
2020-04-12,Ziekenhuisopname,126
2020-04-12,Overleden,143
2020-04-13,Totaal,756
2020-04-13,Ziekenhuisopname,135
2020-04-13,Overleden,129
2020-04-14,Totaal,814
2020-04-14,Ziekenhuisopname,159
