Datum,Type,Aantal
2020-05-06,Overleden,53.0
2020-05-07,Totaal,298.0
2020-05-07,Ziekenhuisopname,
2020-05-07,Overleden,44.0
2020-05-08,Totaal,327.0
2020-05-08,Ziekenhuisopname,
2020-05-08,Overleden,40.0
2020-05-09,Totaal,252.0
2020-05-09,Ziekenhuisopname,
2020-05-09,Overleden,39.0
2020-05-10,Totaal,152.0
2020-05-10,Ziekenhuisopname,
2020-05-10,Overleden,25.0
2020-05-11,Totaal,169.0
2020-05-11,Ziekenhuisopname,
2020-05-11,Overleden,34.0
2020-05-12,Totaal,218.0
2020-05-12,Ziekenhuisopname,
2020-05-12,Overleden,34.0
2020-05-13,Totaal,295.0
2020-05-13,Ziekenhuisopname,
2020-05-13,Overleden,26.0
2020-05-14,Totaal,185.0
2020-05-14,Ziekenhuisopname,
2020-05-14,Overleden,23.0
2020-05-15,Totaal,210.0
2020-05-15,Ziekenhuisopname,
2020-05-15,Overleden,23.0
2020-05-16,Totaal,156.0
2020-05-16,Ziekenhuisopname,
2020-05-16,Overleden,19.0
2020-05-17,Totaal,113.0
2020-05-17,Ziekenhuisopname,
2020-05-17,Overleden,16.0
2020-05-18,Totaal,103.0
2020-05-18,Ziekenhuisopname,
2020-05-18,Overleden,15.0
2020-05-19,Totaal,180.0
2020-05-19,Ziekenhuisopname,
2020-05-19,Overleden,21.0
2020-05-20,Totaal,294.0
2020-05-20,Ziekenhuisopname,
2020-05-20,Overleden,22.0
2020-05-21,Totaal,192.0
2020-05-21,Ziekenhuisopname,
2020-05-21,Overleden,11.0
2020-05-22,Totaal,196.0
2020-05-22,Ziekenhuisopname,
2020-05-22,Overleden,20.0
2020-05-23,Totaal,202.0
2020-05-23,Ziekenhuisopname,
2020-05-23,Overleden,18.0
2020-05-24,Totaal,151.0
2020-05-24,Ziekenhuisopname,
2020-05-24,Overleden,13.0
2020-05-25,Totaal,126.0
2020-05-25,Ziekenhuisopname,
2020-05-25,Overleden,15.0
2020-05-26,Totaal,173.0
2020-05-26,Ziekenhuisopname,
2020-05-26,Overleden,19.0
2020-05-27,Totaal,191.0
2020-05-27,Ziekenhuisopname,
2020-05-27,Overleden,16.0
2020-05-28,Totaal,206.0
2020-05-28,Ziekenhuisopname,
2020-05-28,Overleden,5.0
2020-05-29,Totaal,167.0
2020-05-29,Ziekenhuisopname,
2020-05-29,Overleden,11.0
2020-05-30,Totaal,170.0
2020-05-30,Ziekenhuisopname,
2020-05-30,Overleden,11.0
2020-05-31,Totaal,99.0
2020-05-31,Ziekenhuisopname,
2020-05-31,Overleden,14.0
2020-06-01,Totaal,98.0
2020-06-01,Ziekenhuisopname,
2020-06-01,Overleden,7.0
2020-06-02,Totaal,123.0
2020-06-02,Ziekenhuisopname,
2020-06-02,Overleden,8.0
2020-06-03,Totaal,185.0
2020-06-03,Ziekenhuisopname,
2020-06-03,Overleden,6.0
2020-06-04,Totaal,262.0
2020-06-04,Ziekenhuisopname,
2020-06-04,Overleden,8.0
2020-06-05,Totaal,222.0
2020-06-05,Ziekenhuisopname,
2020-06-05,Overleden,10.0
2020-06-06,Totaal,186.0
2020-06-06,Ziekenhuisopname,
2020-06-06,Overleden,8.0
2020-06-07,Totaal,134.0
2020-06-07,Ziekenhuisopname,
2020-06-07,Overleden,9.0
2020-06-08,Totaal,155.0
2020-06-08,Ziekenhuisopname,
2020-06-08,Overleden,6.0
2020-06-09,Totaal,142.0
2020-06-09,Ziekenhuisopname,
2020-06-09,Overleden,5.0
2020-06-10,Totaal,182.0
2020-06-10,Ziekenhuisopname,
2020-06-10,Overleden,7.0
2020-06-11,Totaal,205.0
2020-06-11,Ziekenhuisopname,
2020-06-11,Overleden,5.0
2020-06-12,Totaal,195.0
2020-06-12,Ziekenhuisopname,
2020-06-12,Overleden,7.0
2020-06-13,Totaal,131.0
2020-06-13,Ziekenhuisopname,
2020-06-13,Overleden,1.0
2020-06-14,Totaal,147.0
2020-06-14,Ziekenhuisopname,
2020-06-14,Overleden,4.0
2020-06-15,Totaal,129.0
2020-06-15,Ziekenhuisopname,
2020-06-15,Overleden,5.0
2020-06-16,Totaal,119.0
2020-06-16,Ziekenhuisopname,
2020-06-16,Overleden,3.0
2020-06-17,Totaal,137.0
2020-06-17,Ziekenhuisopname,
2020-06-17,Overleden,4.0
2020-06-18,Totaal,83.0
2020-06-18,Ziekenhuisopname,
2020-06-18,Overleden,5.0
2020-06-19,Totaal,102.0
2020-06-19,Ziekenhuisopname,
2020-06-19,Overleden,2.0
2020-06-20,Totaal,98.0
2020-06-20,Ziekenhuisopname,
2020-06-20,Overleden,1.0
2020-06-21,Totaal,57.0
2020-06-21,Ziekenhuisopname,
2020-06-21,Overleden,5.0
2020-06-22,Totaal,71.0
2020-06-22,Ziekenhuisopname,
2020-06-22,Overleden,1.0
2020-06-23,Totaal,75.0
2020-06-23,Ziekenhuisopname,
2020-06-23,Overleden,1.0
2020-06-24,Totaal,113.0
2020-06-24,Ziekenhuisopname,
2020-06-24,Overleden,3.0
2020-06-25,Totaal,83.0
2020-06-25,Ziekenhuisopname,
2020-06-25,Overleden,0.0
2020-06-26,Totaal,69.0
2020-06-26,Ziekenhuisopname,
2020-06-26,Overleden,2.0
2020-06-27,Totaal,81.0
2020-06-27,Ziekenhuisopname,
2020-06-27,Overleden,3.0
2020-06-28,Totaal,68.0
2020-06-28,Ziekenhuisopname,
2020-06-28,Overleden,2.0
2020-06-29,Totaal,50.0
2020-06-29,Ziekenhuisopname,
2020-06-29,Overleden,1.0
2020-06-30,Totaal,58.0
2020-06-30,Ziekenhuisopname,
2020-06-30,Overleden,2.0
2020-07-01,Totaal,74.0
2020-07-01,Ziekenhuisopname,
2020-07-01,Overleden,3.0
2020-07-02,Totaal,75.0
2020-07-02,Ziekenhuisopname,
2020-07-02,Overleden,0.0
2020-07-03,Totaal,59.0
2020-07-03,Ziekenhuisopname,
2020-07-03,Overleden,3.0
2020-07-04,Totaal,77.0
2020-07-04,Ziekenhuisopname,
2020-07-04,Overleden,0.0
2020-07-05,Totaal,45.0
2020-07-05,Ziekenhuisopname,
2020-07-05,Overleden,3.0
2020-07-06,Totaal,41.0
2020-07-06,Ziekenhuisopname,
2020-07-06,Overleden,0.0
2020-07-07,Totaal,49.0
2020-07-07,Ziekenhuisopname,
2020-07-07,Overleden,3.0
2020-07-08,Totaal,58.0
2020-07-08,Ziekenhuisopname,
2020-07-08,Overleden,0.0
2020-07-09,Totaal,62.0
2020-07-09,Ziekenhuisopname,
2020-07-09,Overleden,0.0
2020-07-10,Totaal,98.0
2020-07-10,Ziekenhuisopname,
2020-07-10,Overleden,1.0
2020-07-11,Totaal,74.0
2020-07-11,Ziekenhuisopname,
2020-07-11,Overleden,0.0
2020-07-12,Totaal,88.0
2020-07-12,Ziekenhuisopname,
2020-07-12,Overleden,2.0
2020-07-13,Totaal,101.0
2020-07-13,Ziekenhuisopname,
2020-07-13,Overleden,0.0
2020-07-14,Totaal,95.0
2020-07-14,Ziekenhuisopname,
2020-07-14,Overleden,2.0
2020-07-15,Totaal,150.0
2020-07-15,Ziekenhuisopname,
2020-07-15,Overleden,3.0
2020-07-16,Totaal,134.0
2020-07-16,Ziekenhuisopname,
2020-07-16,Overleden,0.0
2020-07-17,Totaal,162.0
2020-07-17,Ziekenhuisopname,
2020-07-17,Overleden,1.0
2020-07-18,Totaal,135.0
2020-07-18,Ziekenhuisopname,
2020-07-18,Overleden,0.0
2020-07-19,Totaal,153.0
2020-07-19,Ziekenhuisopname,
2020-07-19,Overleden,1.0
2020-07-20,Totaal,179.0
2020-07-20,Ziekenhuisopname,
2020-07-20,Overleden,2.0
2020-07-21,Totaal,167.0
2020-07-21,Ziekenhuisopname,
2020-07-21,Overleden,0.0
2020-07-22,Totaal,140.0
2020-07-22,Ziekenhuisopname,
2020-07-22,Overleden,3.0
2020-07-23,Totaal,217.0
2020-07-23,Ziekenhuisopname,
2020-07-23,Overleden,1.0
2020-07-24,Totaal,188.0
2020-07-24,Ziekenhuisopname,
2020-07-24,Overleden,0.0
2020-07-25,Totaal,193.0
2020-07-25,Ziekenhuisopname,
2020-07-25,Overleden,0.0
2020-07-26,Totaal,202.0
2020-07-26,Ziekenhuisopname,
2020-07-26,Overleden,1.0
2020-07-27,Totaal,202.0
2020-07-27,Ziekenhuisopname,
2020-07-27,Overleden,4.0
2020-07-28,Totaal,235.0
2020-07-28,Ziekenhuisopname,
2020-07-28,Overleden,2.0
2020-07-29,Totaal,349.0
2020-07-29,Ziekenhuisopname,
2020-07-29,Overleden,1.0
2020-07-30,Totaal,343.0
2020-07-30,Ziekenhuisopname,
2020-07-30,Overleden,1.0
2020-07-31,Totaal,554.0
2020-07-31,Ziekenhuisopname,
2020-07-31,Overleden,1.0
2020-08-01,Totaal,367.0
2020-08-01,Ziekenhuisopname,
2020-08-01,Overleden,0.0
2020-08-02,Totaal,336.0
2020-08-02,Ziekenhuisopname,
2020-08-02,Overleden,0.0
2020-08-03,Totaal,472.0
2020-08-03,Ziekenhuisopname,
2020-08-03,Overleden,0.0
2020-08-04,Totaal,491.0
2020-08-04,Ziekenhuisopname,
2020-08-04,Overleden,0.0
2020-08-05,Totaal,668.0
2020-08-05,Ziekenhuisopname,
2020-08-05,Overleden,2.0
2020-08-06,Totaal,539.0
2020-08-06,Ziekenhuisopname,
2020-08-06,Overleden,0.0
2020-08-07,Totaal,564.0
2020-08-07,Ziekenhuisopname,
2020-08-07,Overleden,0.0
2020-08-08,Totaal,627.0
2020-08-08,Ziekenhuisopname,
2020-08-08,Overleden,1.0
2020-08-09,Totaal,571.0
2020-08-09,Ziekenhuisopname,
2020-08-09,Overleden,2.0
2020-08-10,Totaal,529.0
2020-08-10,Ziekenhuisopname,
2020-08-10,Overleden,5.0
2020-08-11,Totaal,681.0
2020-08-11,Ziekenhuisopname,
2020-08-11,Overleden,3.0
2020-08-12,Totaal,605.0
2020-08-12,Ziekenhuisopname,
2020-08-12,Overleden,3.0
2020-08-13,Totaal,685.0
2020-08-13,Ziekenhuisopname,
2020-08-13,Overleden,4.0
2020-08-14,Totaal,590.0
2020-08-14,Ziekenhuisopname,
2020-08-14,Overleden,4.0
2020-08-15,Totaal,546.0
2020-08-15,Ziekenhuisopname,
2020-08-15,Overleden,5.0
2020-08-16,Totaal,438.0
2020-08-16,Ziekenhuisopname,
2020-08-16,Overleden,2.0
2020-08-17,Totaal,430.0
2020-08-17,Ziekenhuisopname,
2020-08-17,Overleden,5.0
2020-08-18,Totaal,564.0
2020-08-18,Ziekenhuisopname,
2020-08-18,Overleden,3.0
2020-08-19,Totaal,576.0
2020-08-19,Ziekenhuisopname,
2020-08-19,Overleden,2.0
2020-08-20,Totaal,503.0
2020-08-20,Ziekenhuisopname,
2020-08-20,Overleden,7.0
2020-08-21,Totaal,519.0
2020-08-21,Ziekenhuisopname,
2020-08-21,Overleden,4.0
2020-08-22,Totaal,498.0
2020-08-22,Ziekenhuisopname,
2020-08-22,Overleden,2.0
2020-08-23,Totaal,529.0
2020-08-23,Ziekenhuisopname,
2020-08-23,Overleden,4.0
2020-08-24,Totaal,438.0
2020-08-24,Ziekenhuisopname,
2020-08-24,Overleden,3.0
2020-08-25,Totaal,530.0
2020-08-25,Ziekenhuisopname,
2020-08-25,Overleden,2.0
2020-08-26,Totaal,467.0
2020-08-26,Ziekenhuisopname,
2020-08-26,Overleden,6.0
2020-08-27,Totaal,527.0
2020-08-27,Ziekenhuisopname,
2020-08-27,Overleden,0.0
2020-08-28,Totaal,556.0
2020-08-28,Ziekenhuisopname,
2020-08-28,Overleden,5.0
2020-08-29,Totaal,524.0
2020-08-29,Ziekenhuisopname,
2020-08-29,Overleden,2.0
2020-08-30,Totaal,547.0
2020-08-30,Ziekenhuisopname,
2020-08-30,Overleden,5.0
2020-08-31,Totaal,568.0
2020-08-31,Ziekenhuisopname,
2020-08-31,Overleden,3.0
2020-09-01,Totaal,621.0
2020-09-01,Ziekenhuisopname,
2020-09-01,Overleden,4.0
2020-09-02,Totaal,624.0
2020-09-02,Ziekenhuisopname,
2020-09-02,Overleden,1.0
2020-09-03,Totaal,719.0
2020-09-03,Ziekenhuisopname,
2020-09-03,Overleden,2.0
2020-09-04,Totaal,784.0
2020-09-04,Ziekenhuisopname,
2020-09-04,Overleden,4.0
2020-09-05,Totaal,813.0
2020-09-05,Ziekenhuisopname,
2020-09-05,Overleden,2.0
2020-09-06,Totaal,847.0
2020-09-06,Ziekenhuisopname,
2020-09-06,Overleden,2.0
2020-09-07,Totaal,1033.0
2020-09-07,Ziekenhuisopname,
2020-09-07,Overleden,1.0
2020-09-08,Totaal,1115.0
2020-09-08,Ziekenhuisopname,
2020-09-08,Overleden,2.0
2020-09-09,Totaal,1021.0
2020-09-09,Ziekenhuisopname,
2020-09-09,Overleden,2.0
2020-09-10,Totaal,1135.0
2020-09-10,Ziekenhuisopname,
2020-09-10,Overleden,3.0
2020-09-11,Totaal,1218.0
2020-09-11,Ziekenhuisopname,
2020-09-11,Overleden,4.0
2020-09-12,Totaal,1275.0
2020-09-12,Ziekenhuisopname,
2020-09-12,Overleden,7.0
2020-09-13,Totaal,1285.0
2020-09-13,Ziekenhuisopname,
2020-09-13,Overleden,1.0
2020-09-14,Totaal,1478.0
2020-09-14,Ziekenhuisopname,
2020-09-14,Overleden,0.0
2020-09-15,Totaal,1746.0
2020-09-15,Ziekenhuisopname,
2020-09-15,Overleden,1.0
2020-09-16,Totaal,1826.0
2020-09-16,Ziekenhuisopname,
2020-09-16,Overleden,6.0
2020-09-17,Totaal,2144.0
2020-09-17,Ziekenhuisopname,
2020-09-17,Overleden,9.0
2020-09-18,Totaal,2020.0
2020-09-18,Ziekenhuisopname,
2020-09-18,Overleden,6.0
2020-09-19,Totaal,2085.0
2020-09-19,Ziekenhuisopname,
2020-09-19,Overleden,9.0
2020-09-20,Totaal,2314.0
2020-09-20,Ziekenhuisopname,
2020-09-20,Overleden,6.0
2020-09-21,Totaal,2327.0
2020-09-21,Ziekenhuisopname,
2020-09-21,Overleden,11.0
2020-09-22,Totaal,2649.0
2020-09-22,Ziekenhuisopname,
2020-09-22,Overleden,15.0
2020-09-23,Totaal,2473.0
2020-09-23,Ziekenhuisopname,
2020-09-23,Overleden,5.0
2020-09-24,Totaal,2845.0
2020-09-24,Ziekenhuisopname,
2020-09-24,Overleden,15.0
2020-09-25,Totaal,3008.0
2020-09-25,Ziekenhuisopname,
2020-09-25,Overleden,18.0
2020-09-26,Totaal,2723.0
2020-09-26,Ziekenhuisopname,
2020-09-26,Overleden,14.0
2020-09-27,Totaal,3042.0
2020-09-27,Ziekenhuisopname,
2020-09-27,Overleden,13.0
2020-09-28,Totaal,3017.0
2020-09-28,Ziekenhuisopname,
2020-09-28,Overleden,14.0
2020-09-29,Totaal,3555.0
2020-09-29,Ziekenhuisopname,
2020-09-29,Overleden,16.0
2020-09-30,Totaal,3799.0
2020-09-30,Ziekenhuisopname,
2020-09-30,Overleden,24.0
2020-10-01,Totaal,3683.0
2020-10-01,Ziekenhuisopname,
2020-10-01,Overleden,19.0
2020-10-02,Totaal,4378.0
2020-10-02,Ziekenhuisopname,
2020-10-02,Overleden,11.0
2020-10-03,Totaal,4202.0
2020-10-03,Ziekenhuisopname,
2020-10-03,Overleden,23.0
2020-10-04,Totaal,4428.0
2020-10-04,Ziekenhuisopname,
2020-10-04,Overleden,21.0
2020-10-05,Totaal,4539.0
2020-10-05,Ziekenhuisopname,
2020-10-05,Overleden,30.0
2020-10-06,Totaal,6061.0
2020-10-06,Ziekenhuisopname,
2020-10-06,Overleden,26.0
2020-10-07,Totaal,5785.0
2020-10-07,Ziekenhuisopname,
2020-10-07,Overleden,17.0
2020-10-08,Totaal,6043.0
2020-10-08,Ziekenhuisopname,
2020-10-08,Overleden,18.0
2020-10-09,Totaal,7203.0
2020-10-09,Ziekenhuisopname,
2020-10-09,Overleden,25.0
2020-10-10,Totaal,6219.0
2020-10-10,Ziekenhuisopname,
2020-10-10,Overleden,26.0
2020-10-11,Totaal,6794.0
2020-10-11,Ziekenhuisopname,
2020-10-11,Overleden,30.0
2020-10-12,Totaal,7970.0
2020-10-12,Ziekenhuisopname,
2020-10-12,Overleden,33.0
2020-10-13,Totaal,7632.0
2020-10-13,Ziekenhuisopname,
2020-10-13,Overleden,29.0
2020-10-14,Totaal,8576.0
2020-10-14,Ziekenhuisopname,
2020-10-14,Overleden,33.0
2020-10-15,Totaal,8391.0
2020-10-15,Ziekenhuisopname,
2020-10-15,Overleden,37.0
2020-10-16,Totaal,8549.0
2020-10-16,Ziekenhuisopname,
2020-10-16,Overleden,33.0
2020-10-17,Totaal,7832.0
2020-10-17,Ziekenhuisopname,
2020-10-17,Overleden,46.0
2020-10-18,Totaal,7697.0
2020-10-18,Ziekenhuisopname,
2020-10-18,Overleden,56.0
2020-10-19,Totaal,7717.0
2020-10-19,Ziekenhuisopname,
2020-10-19,Overleden,46.0
2020-10-20,Totaal,9528.0
2020-10-20,Ziekenhuisopname,
2020-10-20,Overleden,50.0
2020-10-21,Totaal,9839.0
2020-10-21,Ziekenhuisopname,
2020-10-21,Overleden,51.0
2020-10-22,Totaal,9686.0
2020-10-22,Ziekenhuisopname,
2020-10-22,Overleden,61.0
2020-10-23,Totaal,9220.0
2020-10-23,Ziekenhuisopname,
2020-10-23,Overleden,62.0
2020-10-24,Totaal,11108.0
2020-10-24,Ziekenhuisopname,
2020-10-24,Overleden,48.0
2020-10-25,Totaal,9396.0
2020-10-25,Ziekenhuisopname,
2020-10-25,Overleden,49.0
2020-10-26,Totaal,10326.0
2020-10-26,Ziekenhuisopname,
2020-10-26,Overleden,65.0
2020-10-27,Totaal,9105.0
2020-10-27,Ziekenhuisopname,
2020-10-27,Overleden,68.0
2020-10-28,Totaal,9407.0
2020-10-28,Ziekenhuisopname,
2020-10-28,Overleden,77.0
2020-10-29,Totaal,10345.0
2020-10-29,Ziekenhuisopname,
2020-10-29,Overleden,64.0
2020-10-30,Totaal,8820.0
2020-10-30,Ziekenhuisopname,
2020-10-30,Overleden,80.0
2020-10-31,Totaal,7708.0
2020-10-31,Ziekenhuisopname,
2020-10-31,Overleden,74.0
2020-11-01,Totaal,7476.0
2020-11-01,Ziekenhuisopname,
2020-11-01,Overleden,81.0
2020-11-02,Totaal,6906.0
2020-11-02,Ziekenhuisopname,
2020-11-02,Overleden,81.0
2020-11-03,Totaal,7849.0
2020-11-03,Ziekenhuisopname,
2020-11-03,Overleden,74.0
2020-11-04,Totaal,7158.0
2020-11-04,Ziekenhuisopname,
2020-11-04,Overleden,85.0
2020-11-05,Totaal,6696.0
2020-11-05,Ziekenhuisopname,
2020-11-05,Overleden,69.0
2020-11-06,Totaal,6062.0
2020-11-06,Ziekenhuisopname,
2020-11-06,Overleden,87.0
2020-11-07,Totaal,5189.0
2020-11-07,Ziekenhuisopname,
2020-11-07,Overleden,75.0
2020-11-08,Totaal,4413.0
2020-11-08,Ziekenhuisopname,
2020-11-08,Overleden,83.0
2020-11-09,Totaal,4806.0
2020-11-09,Ziekenhuisopname,
2020-11-09,Overleden,68.0
2020-11-10,Totaal,5754.0
2020-11-10,Ziekenhuisopname,
2020-11-10,Overleden,86.0
2020-11-11,Totaal,6173.0
2020-11-11,Ziekenhuisopname,
2020-11-11,Overleden,68.0
2020-11-12,Totaal,6178.0
2020-11-12,Ziekenhuisopname,
2020-11-12,Overleden,55.0
2020-11-13,Totaal,5624.0
2020-11-13,Ziekenhuisopname,
2020-11-13,Overleden,56.0
2020-11-14,Totaal,4961.0
2020-11-14,Ziekenhuisopname,
2020-11-14,Overleden,62.0
2020-11-15,Totaal,4159.0
2020-11-15,Ziekenhuisopname,
2020-11-15,Overleden,60.0
2020-11-16,Totaal,4724.0
2020-11-16,Ziekenhuisopname,
2020-11-16,Overleden,54.0
2020-11-17,Totaal,4773.0
2020-11-17,Ziekenhuisopname,
2020-11-17,Overleden,63.0
2020-11-18,Totaal,6157.0
2020-11-18,Ziekenhuisopname,
2020-11-18,Overleden,55.0
2020-11-19,Totaal,6082.0
2020-11-19,Ziekenhuisopname,
2020-11-19,Overleden,44.0
2020-11-20,Totaal,5735.0
2020-11-20,Ziekenhuisopname,
2020-11-20,Overleden,56.0
2020-11-21,Totaal,5135.0
2020-11-21,Ziekenhuisopname,
2020-11-21,Overleden,48.0
2020-11-22,Totaal,4159.0
2020-11-22,Ziekenhuisopname,
2020-11-22,Overleden,46.0
2020-11-23,Totaal,4115.0
2020-11-23,Ziekenhuisopname,
2020-11-23,Overleden,45.0
2020-11-24,Totaal,5152.0
2020-11-24,Ziekenhuisopname,
2020-11-24,Overleden,60.0
