Datum,Type,Aantal
2020-02-27,Totaal,3
2020-02-27,Ziekenhuisopname,1
2020-02-27,Overleden,0
2020-02-28,Totaal,4
2020-02-28,Ziekenhuisopname,0
2020-02-28,Overleden,0
2020-02-29,Totaal,12
2020-02-29,Ziekenhuisopname,2
2020-02-29,Overleden,0
2020-03-01,Totaal,13
2020-03-01,Ziekenhuisopname,1
2020-03-01,Overleden,0
2020-03-02,Totaal,48
2020-03-02,Ziekenhuisopname,3
2020-03-02,Overleden,0
2020-03-03,Totaal,40
2020-03-03,Ziekenhuisopname,6
2020-03-03,Overleden,0
2020-03-04,Totaal,41
2020-03-04,Ziekenhuisopname,4
2020-03-04,Overleden,0
2020-03-05,Totaal,41
2020-03-05,Ziekenhuisopname,6
2020-03-05,Overleden,0
2020-03-06,Totaal,33
2020-03-06,Ziekenhuisopname,6
2020-03-06,Overleden,1
2020-03-07,Totaal,45
2020-03-07,Ziekenhuisopname,13
2020-03-07,Overleden,1
2020-03-08,Totaal,71
2020-03-08,Ziekenhuisopname,14
2020-03-08,Overleden,2
2020-03-09,Totaal,77
2020-03-09,Ziekenhuisopname,17
2020-03-09,Overleden,0
2020-03-10,Totaal,136
2020-03-10,Ziekenhuisopname,18
2020-03-10,Overleden,1
2020-03-11,Totaal,172
2020-03-11,Ziekenhuisopname,42
2020-03-11,Overleden,2
2020-03-12,Totaal,182
2020-03-12,Ziekenhuisopname,41
2020-03-12,Overleden,3
2020-03-13,Totaal,217
2020-03-13,Ziekenhuisopname,63
2020-03-13,Overleden,6
2020-03-14,Totaal,221
2020-03-14,Ziekenhuisopname,64
2020-03-14,Overleden,10
2020-03-15,Totaal,233
2020-03-15,Ziekenhuisopname,79
2020-03-15,Overleden,12
2020-03-16,Totaal,273
2020-03-16,Ziekenhuisopname,122
2020-03-16,Overleden,23
2020-03-17,Totaal,374
2020-03-17,Ziekenhuisopname,144
2020-03-17,Overleden,23
2020-03-18,Totaal,461
2020-03-18,Ziekenhuisopname,173
2020-03-18,Overleden,20
2020-03-19,Totaal,515
2020-03-19,Ziekenhuisopname,240
2020-03-19,Overleden,43
2020-03-20,Totaal,704
2020-03-20,Ziekenhuisopname,307
2020-03-20,Overleden,55
2020-03-21,Totaal,668
2020-03-21,Ziekenhuisopname,322
2020-03-21,Overleden,59
2020-03-22,Totaal,544
2020-03-22,Ziekenhuisopname,284
2020-03-22,Overleden,59
2020-03-23,Totaal,621
2020-03-23,Ziekenhuisopname,314
2020-03-23,Overleden,83
2020-03-24,Totaal,1130
2020-03-24,Ziekenhuisopname,554
2020-03-24,Overleden,73
2020-03-25,Totaal,1054
2020-03-25,Ziekenhuisopname,483
2020-03-25,Overleden,103
2020-03-26,Totaal,1050
2020-03-26,Ziekenhuisopname,483
2020-03-26,Overleden,118
2020-03-27,Totaal,1193
2020-03-27,Ziekenhuisopname,528
2020-03-27,Overleden,102
2020-03-28,Totaal,994
2020-03-28,Ziekenhuisopname,477
2020-03-28,Overleden,145
2020-03-29,Totaal,744
2020-03-29,Ziekenhuisopname,389
2020-03-29,Overleden,114
2020-03-30,Totaal,802
2020-03-30,Ziekenhuisopname,333
2020-03-30,Overleden,143
2020-03-31,Totaal,1127
2020-03-31,Ziekenhuisopname,473
2020-03-31,Overleden,149
2020-04-01,Totaal,1030
2020-04-01,Ziekenhuisopname,312
2020-04-01,Overleden,143
2020-04-02,Totaal,1003
2020-04-02,Ziekenhuisopname,274
2020-04-02,Overleden,147
2020-04-03,Totaal,1168
2020-04-03,Ziekenhuisopname,233
2020-04-03,Overleden,111
2020-04-04,Totaal,1029
2020-04-04,Ziekenhuisopname,202
2020-04-04,Overleden,72
2020-04-05,Totaal,693
2020-04-05,Ziekenhuisopname,106
2020-04-05,Overleden,38
2020-04-06,Totaal,37
2020-04-06,Ziekenhuisopname,2
2020-04-06,Overleden,3
