Datum,Type,Aantal
2020-02-27,Totaal,3
2020-02-27,Ziekenhuisopname,1
2020-02-27,Overleden,0
2020-02-28,Totaal,4
2020-02-28,Ziekenhuisopname,0
2020-02-28,Overleden,0
2020-02-29,Totaal,12
2020-02-29,Ziekenhuisopname,2
2020-02-29,Overleden,0
2020-03-01,Totaal,13
2020-03-01,Ziekenhuisopname,1
2020-03-01,Overleden,0
2020-03-02,Totaal,47
2020-03-02,Ziekenhuisopname,3
2020-03-02,Overleden,0
2020-03-03,Totaal,40
2020-03-03,Ziekenhuisopname,6
2020-03-03,Overleden,0
2020-03-04,Totaal,41
2020-03-04,Ziekenhuisopname,4
2020-03-04,Overleden,0
2020-03-05,Totaal,41
2020-03-05,Ziekenhuisopname,6
2020-03-05,Overleden,0
2020-03-06,Totaal,32
2020-03-06,Ziekenhuisopname,6
2020-03-06,Overleden,1
2020-03-07,Totaal,45
2020-03-07,Ziekenhuisopname,13
2020-03-07,Overleden,1
2020-03-08,Totaal,72
2020-03-08,Ziekenhuisopname,14
2020-03-08,Overleden,2
2020-03-09,Totaal,76
2020-03-09,Ziekenhuisopname,17
2020-03-09,Overleden,1
2020-03-10,Totaal,137
2020-03-10,Ziekenhuisopname,19
2020-03-10,Overleden,1
2020-03-11,Totaal,170
2020-03-11,Ziekenhuisopname,43
2020-03-11,Overleden,2
2020-03-12,Totaal,184
2020-03-12,Ziekenhuisopname,43
2020-03-12,Overleden,3
2020-03-13,Totaal,218
2020-03-13,Ziekenhuisopname,64
2020-03-13,Overleden,6
2020-03-14,Totaal,221
2020-03-14,Ziekenhuisopname,65
2020-03-14,Overleden,10
2020-03-15,Totaal,233
2020-03-15,Ziekenhuisopname,78
2020-03-15,Overleden,14
2020-03-16,Totaal,272
2020-03-16,Ziekenhuisopname,122
2020-03-16,Overleden,23
2020-03-17,Totaal,375
2020-03-17,Ziekenhuisopname,144
2020-03-17,Overleden,22
2020-03-18,Totaal,459
2020-03-18,Ziekenhuisopname,174
2020-03-18,Overleden,20
2020-03-19,Totaal,515
2020-03-19,Ziekenhuisopname,241
2020-03-19,Overleden,43
2020-03-20,Totaal,700
2020-03-20,Ziekenhuisopname,306
2020-03-20,Overleden,55
2020-03-21,Totaal,668
2020-03-21,Ziekenhuisopname,328
2020-03-21,Overleden,62
2020-03-22,Totaal,542
2020-03-22,Ziekenhuisopname,290
2020-03-22,Overleden,60
2020-03-23,Totaal,622
2020-03-23,Ziekenhuisopname,320
2020-03-23,Overleden,85
2020-03-24,Totaal,1128
2020-03-24,Ziekenhuisopname,559
2020-03-24,Overleden,74
2020-03-25,Totaal,1053
2020-03-25,Ziekenhuisopname,499
2020-03-25,Overleden,109
2020-03-26,Totaal,1054
2020-03-26,Ziekenhuisopname,492
2020-03-26,Overleden,123
2020-03-27,Totaal,1193
2020-03-27,Ziekenhuisopname,540
2020-03-27,Overleden,105
2020-03-28,Totaal,990
2020-03-28,Ziekenhuisopname,487
2020-03-28,Overleden,148
2020-03-29,Totaal,746
2020-03-29,Ziekenhuisopname,396
2020-03-29,Overleden,119
2020-03-30,Totaal,805
2020-03-30,Ziekenhuisopname,347
2020-03-30,Overleden,148
2020-03-31,Totaal,1125
2020-03-31,Ziekenhuisopname,498
2020-03-31,Overleden,159
2020-04-01,Totaal,1040
2020-04-01,Ziekenhuisopname,347
2020-04-01,Overleden,152
2020-04-02,Totaal,1024
2020-04-02,Ziekenhuisopname,343
2020-04-02,Overleden,161
2020-04-03,Totaal,1228
2020-04-03,Ziekenhuisopname,341
2020-04-03,Overleden,152
2020-04-04,Totaal,1099
2020-04-04,Ziekenhuisopname,286
2020-04-04,Overleden,151
2020-04-05,Totaal,853
2020-04-05,Ziekenhuisopname,248
2020-04-05,Overleden,143
2020-04-06,Totaal,777
2020-04-06,Ziekenhuisopname,233
2020-04-06,Overleden,146
2020-04-07,Totaal,1083
2020-04-07,Ziekenhuisopname,255
2020-04-07,Overleden,135
2020-04-08,Totaal,1339
2020-04-08,Ziekenhuisopname,205
2020-04-08,Overleden,133
2020-04-09,Totaal,1294
2020-04-09,Ziekenhuisopname,188
2020-04-09,Overleden,96
2020-04-10,Totaal,1357
2020-04-10,Ziekenhuisopname,157
2020-04-10,Overleden,124
2020-04-11,Totaal,1026
2020-04-11,Ziekenhuisopname,125
2020-04-11,Overleden,107
2020-04-12,Totaal,806
2020-04-12,Ziekenhuisopname,95
2020-04-12,Overleden,105
2020-04-13,Totaal,716
2020-04-13,Ziekenhuisopname,105
2020-04-13,Overleden,74
2020-04-14,Totaal,577
2020-04-14,Ziekenhuisopname,70
2020-04-14,Overleden,48
2020-04-15,Totaal,98
2020-04-15,Ziekenhuisopname,1
2020-04-15,Overleden,0
