Datum,Type,Aantal
2020-02-27,Totaal,3
2020-02-27,Ziekenhuisopname,1
2020-02-27,Overleden,0
2020-02-28,Totaal,4
2020-02-28,Ziekenhuisopname,7
2020-02-28,Overleden,0
2020-02-29,Totaal,12
2020-02-29,Ziekenhuisopname,1
2020-02-29,Overleden,0
2020-03-01,Totaal,13
2020-03-01,Ziekenhuisopname,10
2020-03-01,Overleden,0
2020-03-02,Totaal,47
2020-03-02,Ziekenhuisopname,15
2020-03-02,Overleden,0
2020-03-03,Totaal,40
2020-03-03,Ziekenhuisopname,6
2020-03-03,Overleden,0
2020-03-04,Totaal,41
2020-03-04,Ziekenhuisopname,14
2020-03-04,Overleden,0
2020-03-05,Totaal,41
2020-03-05,Ziekenhuisopname,14
2020-03-05,Overleden,0
2020-03-06,Totaal,32
2020-03-06,Ziekenhuisopname,21
2020-03-06,Overleden,1
2020-03-07,Totaal,45
2020-03-07,Ziekenhuisopname,17
2020-03-07,Overleden,1
2020-03-08,Totaal,72
2020-03-08,Ziekenhuisopname,25
2020-03-08,Overleden,2
2020-03-09,Totaal,77
2020-03-09,Ziekenhuisopname,47
2020-03-09,Overleden,0
2020-03-10,Totaal,137
2020-03-10,Ziekenhuisopname,39
2020-03-10,Overleden,1
2020-03-11,Totaal,168
2020-03-11,Ziekenhuisopname,54
2020-03-11,Overleden,2
2020-03-12,Totaal,187
2020-03-12,Ziekenhuisopname,81
2020-03-12,Overleden,3
2020-03-13,Totaal,221
2020-03-13,Ziekenhuisopname,88
2020-03-13,Overleden,6
2020-03-14,Totaal,222
2020-03-14,Ziekenhuisopname,88
2020-03-14,Overleden,10
2020-03-15,Totaal,234
2020-03-15,Ziekenhuisopname,99
2020-03-15,Overleden,14
2020-03-16,Totaal,271
2020-03-16,Ziekenhuisopname,184
2020-03-16,Overleden,24
2020-03-17,Totaal,373
2020-03-17,Ziekenhuisopname,177
2020-03-17,Overleden,23
2020-03-18,Totaal,462
2020-03-18,Ziekenhuisopname,245
2020-03-18,Overleden,19
2020-03-19,Totaal,517
2020-03-19,Ziekenhuisopname,349
2020-03-19,Overleden,44
2020-03-20,Totaal,698
2020-03-20,Ziekenhuisopname,335
2020-03-20,Overleden,56
2020-03-21,Totaal,670
2020-03-21,Ziekenhuisopname,278
2020-03-21,Overleden,63
2020-03-22,Totaal,542
2020-03-22,Ziekenhuisopname,301
2020-03-22,Overleden,61
2020-03-23,Totaal,621
2020-03-23,Ziekenhuisopname,558
2020-03-23,Overleden,86
2020-03-24,Totaal,1126
2020-03-24,Ziekenhuisopname,478
2020-03-24,Overleden,76
2020-03-25,Totaal,1052
2020-03-25,Ziekenhuisopname,511
2020-03-25,Overleden,113
2020-03-26,Totaal,1054
2020-03-26,Ziekenhuisopname,488
2020-03-26,Overleden,125
2020-03-27,Totaal,1184
2020-03-27,Ziekenhuisopname,609
2020-03-27,Overleden,113
2020-03-28,Totaal,993
2020-03-28,Ziekenhuisopname,338
2020-03-28,Overleden,153
2020-03-29,Totaal,751
2020-03-29,Ziekenhuisopname,297
2020-03-29,Overleden,122
2020-03-30,Totaal,811
2020-03-30,Ziekenhuisopname,490
2020-03-30,Overleden,152
2020-03-31,Totaal,1132
2020-03-31,Ziekenhuisopname,332
2020-03-31,Overleden,175
2020-04-01,Totaal,1043
2020-04-01,Ziekenhuisopname,349
2020-04-01,Overleden,161
2020-04-02,Totaal,1035
2020-04-02,Ziekenhuisopname,338
2020-04-02,Overleden,173
2020-04-03,Totaal,1229
2020-04-03,Ziekenhuisopname,331
2020-04-03,Overleden,172
2020-04-04,Totaal,1100
2020-04-04,Ziekenhuisopname,193
2020-04-04,Overleden,168
2020-04-05,Totaal,858
2020-04-05,Ziekenhuisopname,211
2020-04-05,Overleden,158
2020-04-06,Totaal,776
2020-04-06,Ziekenhuisopname,310
2020-04-06,Overleden,165
2020-04-07,Totaal,1089
2020-04-07,Ziekenhuisopname,189
2020-04-07,Overleden,151
2020-04-08,Totaal,1353
2020-04-08,Ziekenhuisopname,190
2020-04-08,Overleden,147
2020-04-09,Totaal,1319
2020-04-09,Ziekenhuisopname,185
2020-04-09,Overleden,117
2020-04-10,Totaal,1400
2020-04-10,Ziekenhuisopname,170
2020-04-10,Overleden,154
2020-04-11,Totaal,1061
2020-04-11,Ziekenhuisopname,128
2020-04-11,Overleden,140
2020-04-12,Totaal,826
2020-04-12,Ziekenhuisopname,126
2020-04-12,Overleden,144
2020-04-13,Totaal,757
2020-04-13,Ziekenhuisopname,135
2020-04-13,Overleden,130
2020-04-14,Totaal,822
2020-04-14,Ziekenhuisopname,157
