"GGD-meldingsdatum";"nieuw";"t/m afgelopen week"
"24 okt 2020";3;11109
"25 okt 2020";2;9395
"26 okt 2020";1;10323
"27 okt 2020";0;9100
"28 okt 2020";0;9406
"29 okt 2020";0;10343
"30 okt 2020";0;8817
"31 okt 2020";0;7706
"1 nov 2020";0;7477
"2 nov 2020";0;6903
"3 nov 2020";0;7848
"4 nov 2020";0;7154
"5 nov 2020";0;6690
"6 nov 2020";1;6060
"7 nov 2020";2;5188
"8 nov 2020";2;4410
"9 nov 2020";0;4805
"10 nov 2020";2;5741
"11 nov 2020";0;6173
"12 nov 2020";0;6170
"13 nov 2020";0;5628
"14 nov 2020";0;4960
"15 nov 2020";0;4160
"16 nov 2020";0;4720
"17 nov 2020";4;4770
"18 nov 2020";2;6150
"19 nov 2020";0;6079
"20 nov 2020";0;5733
"21 nov 2020";0;5128
"22 nov 2020";1;4159
"23 nov 2020";0;4113
"24 nov 2020";3;5142
"25 nov 2020";1;4937
"26 nov 2020";2;5658
"27 nov 2020";0;4629
"28 nov 2020";0;4939
"29 nov 2020";1;3912
"30 nov 2020";2;4337
"1 dec 2020";2;5464
"2 dec 2020";2;6056
"3 dec 2020";1;6339
"4 dec 2020";5;7146
"5 dec 2020";0;6565
"6 dec 2020";1;6145
"7 dec 2020";2;6668
"8 dec 2020";5;7530
"9 dec 2020";1;8666
"10 dec 2020";1;9600
"11 dec 2020";6;9927
"12 dec 2020";5;9145
"13 dec 2020";2;8448
"14 dec 2020";1;9270
"15 dec 2020";5;11167
"16 dec 2020";7;11127
"17 dec 2020";6;12487
"18 dec 2020";2;11329
"19 dec 2020";3;12364
"20 dec 2020";0;10230
"21 dec 2020";0;9767
"22 dec 2020";3;11182
"23 dec 2020";0;11459
"24 dec 2020";0;11635
"25 dec 2020";0;8600
"26 dec 2020";0;7481
"27 dec 2020";0;6940
"28 dec 2020";0;8068
"29 dec 2020";1;9738
"30 dec 2020";0;9443
"31 dec 2020";0;9533
"1 jan 2021";3;6560
"2 jan 2021";5;6391
"3 jan 2021";0;6386
"4 jan 2021";1;7258
"5 jan 2021";1;8073
"6 jan 2021";0;8933
"7 jan 2021";0;7858
"8 jan 2021";1;7341
"9 jan 2021";0;6012
"10 jan 2021";1;5017
"11 jan 2021";1;5418
"12 jan 2021";2;6436
"13 jan 2021";4;6067
"14 jan 2021";2;5912
"15 jan 2021";1;6047
"16 jan 2021";1;5015
"17 jan 2021";1;4261
"18 jan 2021";4;4632
"19 jan 2021";10;5762
"20 jan 2021";20;5573
"21 jan 2021";11;5661
"22 jan 2021";32;5587
"23 jan 2021";34;4282
"24 jan 2021";107;3887
"25 jan 2021";1145;2917
"26 jan 2021";3786;1002
"27 jan 2021";4603;2
"28 jan 2021";4376;2
"29 jan 2021";4119;0
"30 jan 2021";3726;0
"31 jan 2021";2991;0
"1 feb 2021";2583;0
"2 feb 2021";953;0
