"GGD-meldingsdatum";"nieuw";"t/m afgelopen week"
"14 jul";0;95
"15 jul";0;150
"16 jul";0;134
"17 jul";0;162
"18 jul";0;135
"19 jul";0;153
"20 jul";0;179
"21 jul";0;167
"22 jul";0;140
"23 jul";0;217
"24 jul";0;188
"25 jul";0;193
"26 jul";0;201
"27 jul";0;202
"28 jul";0;235
"29 jul";1;348
"30 jul";0;343
"31 jul";0;554
"1 aug";0;366
"2 aug";0;336
"3 aug";0;472
"4 aug";0;491
"5 aug";0;669
"6 aug";0;539
"7 aug";0;563
"8 aug";0;627
"9 aug";0;571
"10 aug";0;529
"11 aug";0;681
"12 aug";0;604
"13 aug";0;685
"14 aug";0;591
"15 aug";0;546
"16 aug";0;438
"17 aug";0;430
"18 aug";0;564
"19 aug";0;577
"20 aug";0;503
"21 aug";0;519
"22 aug";0;499
"23 aug";0;529
"24 aug";0;438
"25 aug";0;530
"26 aug";0;467
"27 aug";0;530
"28 aug";0;556
"29 aug";0;524
"30 aug";0;547
"31 aug";0;567
"1 sep";0;620
"2 sep";0;626
"3 sep";0;720
"4 sep";0;785
"5 sep";0;811
"6 sep";0;848
"7 sep";0;1034
"8 sep";0;1115
"9 sep";0;1022
"10 sep";0;1135
"11 sep";0;1219
"12 sep";0;1275
"13 sep";0;1282
"14 sep";0;1478
"15 sep";0;1745
"16 sep";0;1826
"17 sep";0;2141
"18 sep";0;2020
"19 sep";0;2090
"20 sep";0;2314
"21 sep";0;2318
"22 sep";0;2643
"23 sep";0;2472
"24 sep";0;2843
"25 sep";0;3013
"26 sep";1;2715
"27 sep";0;3037
"28 sep";0;3014
"29 sep";1;3565
"30 sep";2;3796
"1 okt";0;3681
"2 okt";1;4380
"3 okt";0;4205
"4 okt";0;4430
"5 okt";0;4532
"6 okt";0;6057
"7 okt";0;5780
"8 okt";5;6041
"9 okt";4;7197
"10 okt";0;6225
"11 okt";0;6794
"12 okt";1;7971
"13 okt";1;7644
"14 okt";0;8574
"15 okt";0;8381
"16 okt";1;8551
"17 okt";2;7834
"18 okt";0;7690
"19 okt";0;7718
"20 okt";0;9526
"21 okt";1;9831
"22 okt";2;9684
"23 okt";1;9216
"24 okt";2;11101
"25 okt";0;9396
"26 okt";1;10309
"27 okt";4;9086
"28 okt";0;9405
"29 okt";3;10349
"30 okt";5;8825
"31 okt";3;7720
"1 nov";5;7481
"2 nov";9;6905
"3 nov";3;7863
"4 nov";3;7173
"5 nov";6;6706
"6 nov";6;6066
"7 nov";1;5190
"8 nov";2;4419
"9 nov";1;4809
"10 nov";2;5755
"11 nov";4;6176
"12 nov";3;6172
"13 nov";6;5618
"14 nov";3;4964
"15 nov";0;4172
"16 nov";4;4722
"17 nov";4;4772
"18 nov";9;6163
"19 nov";9;6096
"20 nov";18;5711
"21 nov";13;5131
"22 nov";21;4132
"23 nov";27;4095
"24 nov";34;5107
"25 nov";36;4912
"26 nov";46;5619
"27 nov";77;4548
"28 nov";126;4801
"29 nov";273;3640
"30 nov";1545;2784
"1 dec";4874;577
"2 dec";6004;3
"3 dec";6274;4
"4 dec";7029;0
"5 dec";6343;1
"6 dec";5645;2
"7 dec";4047;0
"8 dec";547;0
