"GGD-meldingsdatum";"nieuw";"t/m afgelopen week"
"14 jul";0;95
"15 jul";0;150
"16 jul";0;134
"17 jul";0;162
"18 jul";0;135
"19 jul";0;153
"20 jul";0;179
"21 jul";0;167
"22 jul";0;140
"23 jul";0;217
"24 jul";0;188
"25 jul";0;193
"26 jul";0;201
"27 jul";0;202
"28 jul";0;235
"29 jul";0;348
"30 jul";0;343
"31 jul";0;554
"1 aug";0;366
"2 aug";0;336
"3 aug";0;472
"4 aug";0;491
"5 aug";0;669
"6 aug";0;539
"7 aug";0;563
"8 aug";0;627
"9 aug";0;571
"10 aug";0;529
"11 aug";0;681
"12 aug";0;604
"13 aug";0;685
"14 aug";0;591
"15 aug";0;546
"16 aug";0;438
"17 aug";0;431
"18 aug";0;564
"19 aug";0;577
"20 aug";0;503
"21 aug";0;519
"22 aug";0;499
"23 aug";0;529
"24 aug";0;438
"25 aug";0;530
"26 aug";0;468
"27 aug";0;530
"28 aug";0;556
"29 aug";0;524
"30 aug";0;547
"31 aug";1;566
"1 sep";0;620
"2 sep";0;626
"3 sep";0;720
"4 sep";0;785
"5 sep";0;811
"6 sep";0;848
"7 sep";0;1034
"8 sep";0;1115
"9 sep";1;1021
"10 sep";0;1135
"11 sep";1;1218
"12 sep";2;1273
"13 sep";0;1282
"14 sep";0;1478
"15 sep";1;1744
"16 sep";0;1826
"17 sep";0;2141
"18 sep";0;2019
"19 sep";0;2091
"20 sep";0;2315
"21 sep";0;2319
"22 sep";1;2643
"23 sep";0;2474
"24 sep";0;2843
"25 sep";0;3013
"26 sep";0;2718
"27 sep";1;3042
"28 sep";1;3015
"29 sep";0;3568
"30 sep";1;3795
"1 okt";2;3684
"2 okt";3;4380
"3 okt";2;4204
"4 okt";6;4426
"5 okt";0;4536
"6 okt";1;6057
"7 okt";2;5783
"8 okt";0;6048
"9 okt";0;7199
"10 okt";2;6228
"11 okt";0;6799
"12 okt";4;7972
"13 okt";1;7651
"14 okt";2;8576
"15 okt";0;8384
"16 okt";0;8551
"17 okt";3;7832
"18 okt";1;7689
"19 okt";1;7717
"20 okt";1;9532
"21 okt";0;9834
"22 okt";2;9682
"23 okt";2;9215
"24 okt";0;11103
"25 okt";5;9393
"26 okt";6;10304
"27 okt";3;9087
"28 okt";9;9401
"29 okt";6;10346
"30 okt";4;8821
"31 okt";3;7721
"1 nov";10;7472
"2 nov";6;6905
"3 nov";7;7858
"4 nov";6;7163
"5 nov";12;6698
"6 nov";5;6064
"7 nov";3;5187
"8 nov";6;4412
"9 nov";9;4799
"10 nov";8;5749
"11 nov";13;6162
"12 nov";9;6167
"13 nov";11;5611
"14 nov";10;4955
"15 nov";9;4164
"16 nov";26;4699
"17 nov";36;4736
"18 nov";35;6130
"19 nov";58;6043
"20 nov";77;5637
"21 nov";141;4991
"22 nov";315;3821
"23 nov";1511;2585
"24 nov";4627;482
"25 nov";4912;1
"26 nov";5623;1
"27 nov";4547;0
"28 nov";4812;0
"29 nov";3647;0
"30 nov";2794;2
"1 dec";581;0
