"GGD-meldingsdatum";"nieuw";"t/m afgelopen week"
"14 jul";0;95
"15 jul";0;150
"16 jul";0;134
"17 jul";0;162
"18 jul";0;135
"19 jul";0;153
"20 jul";0;179
"21 jul";0;167
"22 jul";0;140
"23 jul";0;217
"24 jul";0;188
"25 jul";0;193
"26 jul";0;201
"27 jul";0;202
"28 jul";0;235
"29 jul";0;349
"30 jul";0;343
"31 jul";0;554
"1 aug";0;366
"2 aug";0;336
"3 aug";0;472
"4 aug";0;491
"5 aug";0;668
"6 aug";0;539
"7 aug";1;563
"8 aug";0;627
"9 aug";0;571
"10 aug";0;529
"11 aug";0;681
"12 aug";1;604
"13 aug";0;685
"14 aug";0;591
"15 aug";0;546
"16 aug";0;438
"17 aug";0;430
"18 aug";0;564
"19 aug";0;577
"20 aug";0;503
"21 aug";0;519
"22 aug";0;499
"23 aug";0;529
"24 aug";0;438
"25 aug";0;530
"26 aug";0;467
"27 aug";0;529
"28 aug";0;556
"29 aug";0;524
"30 aug";0;547
"31 aug";1;567
"1 sep";0;620
"2 sep";0;626
"3 sep";0;720
"4 sep";0;785
"5 sep";0;811
"6 sep";0;847
"7 sep";0;1034
"8 sep";0;1115
"9 sep";0;1022
"10 sep";0;1134
"11 sep";0;1219
"12 sep";0;1275
"13 sep";1;1282
"14 sep";0;1478
"15 sep";0;1745
"16 sep";0;1826
"17 sep";0;2141
"18 sep";0;2020
"19 sep";0;2090
"20 sep";1;2313
"21 sep";0;2318
"22 sep";0;2643
"23 sep";0;2472
"24 sep";0;2843
"25 sep";0;3011
"26 sep";0;2715
"27 sep";4;3035
"28 sep";1;3012
"29 sep";0;3565
"30 sep";1;3798
"1 okt";1;3681
"2 okt";0;4378
"3 okt";0;4204
"4 okt";0;4430
"5 okt";0;4531
"6 okt";1;6055
"7 okt";0;5779
"8 okt";1;6045
"9 okt";3;7201
"10 okt";1;6224
"11 okt";0;6788
"12 okt";1;7967
"13 okt";1;7638
"14 okt";0;8572
"15 okt";0;8382
"16 okt";1;8552
"17 okt";0;7836
"18 okt";0;7690
"19 okt";0;7717
"20 okt";0;9525
"21 okt";1;9832
"22 okt";0;9686
"23 okt";1;9217
"24 okt";3;11105
"25 okt";1;9389
"26 okt";0;10311
"27 okt";11;9087
"28 okt";2;9402
"29 okt";0;10351
"30 okt";0;8823
"31 okt";0;7714
"1 nov";0;7483
"2 nov";0;6914
"3 nov";0;7859
"4 nov";1;7172
"5 nov";1;6705
"6 nov";3;6066
"7 nov";4;5185
"8 nov";4;4416
"9 nov";2;4804
"10 nov";8;5750
"11 nov";3;6170
"12 nov";13;6171
"13 nov";2;5623
"14 nov";2;4962
"15 nov";0;4168
"16 nov";1;4720
"17 nov";1;4773
"18 nov";4;6166
"19 nov";2;6103
"20 nov";4;5723
"21 nov";2;5140
"22 nov";1;4152
"23 nov";2;4117
"24 nov";6;5139
"25 nov";3;4943
"26 nov";4;5664
"27 nov";10;4621
"28 nov";15;4927
"29 nov";7;3902
"30 nov";11;4328
"1 dec";16;5447
"2 dec";48;6004
"3 dec";53;6273
"4 dec";118;7017
"5 dec";210;6342
"6 dec";509;5625
"7 dec";2657;4010
"8 dec";6937;551
"9 dec";8606;8
"10 dec";9395;2
"11 dec";9658;0
"12 dec";8562;1
"13 dec";6872;1
"14 dec";3879;0
"15 dec";736;0
