"GGD-meldingsdatum";"nieuw";"t/m afgelopen week"
"14 jul";0;95
"15 jul";0;150
"16 jul";0;134
"17 jul";0;162
"18 jul";0;135
"19 jul";0;153
"20 jul";0;179
"21 jul";0;167
"22 jul";0;140
"23 jul";0;217
"24 jul";0;188
"25 jul";0;193
"26 jul";0;201
"27 jul";0;202
"28 jul";0;235
"29 jul";0;349
"30 jul";0;343
"31 jul";0;554
"1 aug";0;366
"2 aug";0;336
"3 aug";0;472
"4 aug";0;491
"5 aug";0;668
"6 aug";0;539
"7 aug";0;564
"8 aug";0;627
"9 aug";0;571
"10 aug";0;529
"11 aug";0;681
"12 aug";0;605
"13 aug";0;685
"14 aug";0;591
"15 aug";0;546
"16 aug";0;438
"17 aug";0;430
"18 aug";0;564
"19 aug";0;576
"20 aug";0;503
"21 aug";0;519
"22 aug";0;498
"23 aug";0;529
"24 aug";0;438
"25 aug";0;530
"26 aug";0;467
"27 aug";0;528
"28 aug";0;556
"29 aug";0;524
"30 aug";0;547
"31 aug";0;568
"1 sep";0;620
"2 sep";0;625
"3 sep";0;720
"4 sep";0;785
"5 sep";0;812
"6 sep";0;847
"7 sep";0;1034
"8 sep";0;1115
"9 sep";0;1022
"10 sep";0;1134
"11 sep";0;1219
"12 sep";0;1274
"13 sep";0;1283
"14 sep";1;1477
"15 sep";1;1744
"16 sep";1;1827
"17 sep";0;2141
"18 sep";2;2019
"19 sep";0;2090
"20 sep";1;2312
"21 sep";1;2322
"22 sep";5;2642
"23 sep";2;2472
"24 sep";4;2841
"25 sep";0;3012
"26 sep";1;2723
"27 sep";2;3041
"28 sep";0;3013
"29 sep";0;3562
"30 sep";1;3799
"1 okt";0;3677
"2 okt";0;4376
"3 okt";0;4203
"4 okt";0;4428
"5 okt";2;4531
"6 okt";0;6057
"7 okt";3;5780
"8 okt";0;6047
"9 okt";0;7203
"10 okt";0;6223
"11 okt";0;6784
"12 okt";0;7968
"13 okt";0;7637
"14 okt";0;8567
"15 okt";0;8381
"16 okt";0;8548
"17 okt";1;7832
"18 okt";1;7686
"19 okt";0;7713
"20 okt";0;9524
"21 okt";0;9831
"22 okt";1;9675
"23 okt";1;9210
"24 okt";1;11104
"25 okt";3;9391
"26 okt";0;10308
"27 okt";0;9096
"28 okt";2;9406
"29 okt";1;10344
"30 okt";1;8820
"31 okt";0;7706
"1 nov";0;7480
"2 nov";0;6910
"3 nov";0;7859
"4 nov";0;7167
"5 nov";2;6704
"6 nov";1;6066
"7 nov";1;5189
"8 nov";0;4417
"9 nov";0;4807
"10 nov";0;5758
"11 nov";1;6171
"12 nov";0;6183
"13 nov";0;5624
"14 nov";0;4959
"15 nov";1;4165
"16 nov";0;4727
"17 nov";0;4775
"18 nov";0;6167
"19 nov";0;6105
"20 nov";1;5731
"21 nov";1;5142
"22 nov";3;4157
"23 nov";3;4117
"24 nov";3;5151
"25 nov";1;4944
"26 nov";5;5667
"27 nov";3;4633
"28 nov";3;4939
"29 nov";3;3912
"30 nov";1;4342
"1 dec";3;5465
"2 dec";1;6055
"3 dec";3;6341
"4 dec";9;7141
"5 dec";2;6563
"6 dec";3;6143
"7 dec";5;6674
"8 dec";12;7521
"9 dec";22;8652
"10 dec";70;9540
"11 dec";19;9905
"12 dec";18;9126
"13 dec";38;8416
"14 dec";26;9247
"15 dec";38;11122
"16 dec";66;11056
"17 dec";109;12377
"18 dec";180;11154
"19 dec";268;12098
"20 dec";618;9594
"21 dec";3344;6406
"22 dec";10183;967
"23 dec";11420;1
"24 dec";11553;4
"25 dec";8549;3
"26 dec";7391;2
"27 dec";6772;0
"28 dec";5606;1
"29 dec";987;0
