"GGD-meldingsdatum";"nieuw";"t/m afgelopen week"
"24 okt 2020";0;11108
"25 okt 2020";1;9395
"26 okt 2020";1;10325
"27 okt 2020";0;9105
"28 okt 2020";0;9407
"29 okt 2020";1;10344
"30 okt 2020";1;8819
"31 okt 2020";3;7705
"1 nov 2020";0;7476
"2 nov 2020";1;6905
"3 nov 2020";0;7849
"4 nov 2020";1;7157
"5 nov 2020";0;6696
"6 nov 2020";1;6061
"7 nov 2020";2;5187
"8 nov 2020";0;4413
"9 nov 2020";0;4806
"10 nov 2020";0;5754
"11 nov 2020";0;6173
"12 nov 2020";0;6178
"13 nov 2020";1;5623
"14 nov 2020";2;4959
"15 nov 2020";0;4159
"16 nov 2020";0;4724
"17 nov 2020";1;4772
"18 nov 2020";0;6157
"19 nov 2020";1;6081
"20 nov 2020";1;5734
"21 nov 2020";0;5135
"22 nov 2020";1;4158
"23 nov 2020";1;4114
"24 nov 2020";1;5151
"25 nov 2020";0;4943
"26 nov 2020";0;5670
"27 nov 2020";0;4636
"28 nov 2020";1;4946
"29 nov 2020";0;3917
"30 nov 2020";0;4346
"1 dec 2020";0;5464
"2 dec 2020";0;6057
"3 dec 2020";0;6347
"4 dec 2020";0;7154
"5 dec 2020";0;6566
"6 dec 2020";1;6142
"7 dec 2020";2;6671
"8 dec 2020";1;7531
"9 dec 2020";1;8668
"10 dec 2020";0;9608
"11 dec 2020";1;9929
"12 dec 2020";1;9147
"13 dec 2020";0;8454
"14 dec 2020";1;9273
"15 dec 2020";3;11164
"16 dec 2020";1;11130
"17 dec 2020";1;12488
"18 dec 2020";2;11330
"19 dec 2020";1;12371
"20 dec 2020";1;10230
"21 dec 2020";0;9769
"22 dec 2020";3;11183
"23 dec 2020";2;11456
"24 dec 2020";0;11633
"25 dec 2020";0;8604
"26 dec 2020";2;7483
"27 dec 2020";1;6943
"28 dec 2020";0;8070
"29 dec 2020";4;9736
"30 dec 2020";4;9440
"31 dec 2020";4;9531
"1 jan 2021";6;6556
"2 jan 2021";5;6387
"3 jan 2021";7;6378
"4 jan 2021";5;7250
"5 jan 2021";11;8066
"6 jan 2021";18;8915
"7 jan 2021";22;7833
"8 jan 2021";68;7271
"9 jan 2021";47;5967
"10 jan 2021";155;4859
"11 jan 2021";1422;3990
"12 jan 2021";5644;786
"13 jan 2021";6060;2
"14 jan 2021";5896;0
"15 jan 2021";6013;3
"16 jan 2021";4941;0
"17 jan 2021";4093;2
"18 jan 2021";3306;0
"19 jan 2021";977;0
