Datum,Gemeentecode,Gemeentenaam,Provincienaam,Provinciecode,Type,Aantal,AantalCumulatief
2020-10-30,-1,,,-1,Totaal,68,2344
2020-10-30,-1,,,-1,Ziekenhuisopname,1,89
2020-10-30,-1,,,-1,Overleden,1,24
2020-10-30,3,Appingedam,Groningen,20,Totaal,3,55
2020-10-30,3,Appingedam,Groningen,20,Ziekenhuisopname,0,7
2020-10-30,3,Appingedam,Groningen,20,Overleden,1,1
2020-10-30,10,Delfzijl,Groningen,20,Totaal,3,137
2020-10-30,10,Delfzijl,Groningen,20,Ziekenhuisopname,1,8
2020-10-30,10,Delfzijl,Groningen,20,Overleden,0,0
2020-10-30,14,Groningen,Groningen,20,Totaal,49,3474
2020-10-30,14,Groningen,Groningen,20,Ziekenhuisopname,0,32
2020-10-30,14,Groningen,Groningen,20,Overleden,0,4
2020-10-30,24,Loppersum,Groningen,20,Totaal,2,53
2020-10-30,24,Loppersum,Groningen,20,Ziekenhuisopname,0,0
2020-10-30,24,Loppersum,Groningen,20,Overleden,0,0
2020-10-30,34,Almere,Flevoland,24,Totaal,146,3837
2020-10-30,34,Almere,Flevoland,24,Ziekenhuisopname,1,170
2020-10-30,34,Almere,Flevoland,24,Overleden,1,40
2020-10-30,37,Stadskanaal,Groningen,20,Totaal,12,290
2020-10-30,37,Stadskanaal,Groningen,20,Ziekenhuisopname,0,8
2020-10-30,37,Stadskanaal,Groningen,20,Overleden,1,4
2020-10-30,47,Veendam,Groningen,20,Totaal,7,189
2020-10-30,47,Veendam,Groningen,20,Ziekenhuisopname,0,4
2020-10-30,47,Veendam,Groningen,20,Overleden,0,1
2020-10-30,50,Zeewolde,Flevoland,24,Totaal,7,267
2020-10-30,50,Zeewolde,Flevoland,24,Ziekenhuisopname,0,13
2020-10-30,50,Zeewolde,Flevoland,24,Overleden,0,6
2020-10-30,59,Achtkarspelen,Friesland,21,Totaal,10,189
2020-10-30,59,Achtkarspelen,Friesland,21,Ziekenhuisopname,0,0
2020-10-30,59,Achtkarspelen,Friesland,21,Overleden,0,0
2020-10-30,60,Ameland,Friesland,21,Totaal,2,39
2020-10-30,60,Ameland,Friesland,21,Ziekenhuisopname,0,0
2020-10-30,60,Ameland,Friesland,21,Overleden,0,0
2020-10-30,72,Harlingen,Friesland,21,Totaal,3,97
2020-10-30,72,Harlingen,Friesland,21,Ziekenhuisopname,0,4
2020-10-30,72,Harlingen,Friesland,21,Overleden,0,1
2020-10-30,74,Heerenveen,Friesland,21,Totaal,9,391
2020-10-30,74,Heerenveen,Friesland,21,Ziekenhuisopname,0,16
2020-10-30,74,Heerenveen,Friesland,21,Overleden,0,22
2020-10-30,80,Leeuwarden,Friesland,21,Totaal,20,1385
2020-10-30,80,Leeuwarden,Friesland,21,Ziekenhuisopname,0,45
2020-10-30,80,Leeuwarden,Friesland,21,Overleden,0,10
2020-10-30,85,Ooststellingwerf,Friesland,21,Totaal,4,169
2020-10-30,85,Ooststellingwerf,Friesland,21,Ziekenhuisopname,0,5
2020-10-30,85,Ooststellingwerf,Friesland,21,Overleden,0,1
2020-10-30,86,Opsterland,Friesland,21,Totaal,2,180
2020-10-30,86,Opsterland,Friesland,21,Ziekenhuisopname,0,8
2020-10-30,86,Opsterland,Friesland,21,Overleden,0,0
2020-10-30,88,Schiermonnikoog,Friesland,21,Totaal,0,3
