Datum,Gemeentecode,Gemeentenaam,Provincienaam,Provinciecode,Type,Aantal,AantalCumulatief
2020-11-24,-1,,,-1,Totaal,,
2020-11-24,-1,,,-1,Ziekenhuisopname,,
2020-11-24,-1,,,-1,Overleden,,
2020-11-24,3,Appingedam,Groningen,20,Totaal,,
2020-11-24,3,Appingedam,Groningen,20,Ziekenhuisopname,,
2020-11-24,3,Appingedam,Groningen,20,Overleden,,
2020-11-24,10,Delfzijl,Groningen,20,Totaal,,
2020-11-24,10,Delfzijl,Groningen,20,Ziekenhuisopname,,
2020-11-24,10,Delfzijl,Groningen,20,Overleden,,
2020-11-24,14,Groningen,Groningen,20,Totaal,,
2020-11-24,14,Groningen,Groningen,20,Ziekenhuisopname,,
2020-11-24,14,Groningen,Groningen,20,Overleden,,
2020-11-24,24,Loppersum,Groningen,20,Totaal,,
2020-11-24,24,Loppersum,Groningen,20,Ziekenhuisopname,,
2020-11-24,24,Loppersum,Groningen,20,Overleden,,
2020-11-24,34,Almere,Flevoland,24,Totaal,,
2020-11-24,34,Almere,Flevoland,24,Ziekenhuisopname,,
2020-11-24,34,Almere,Flevoland,24,Overleden,,
2020-11-24,37,Stadskanaal,Groningen,20,Totaal,,
2020-11-24,37,Stadskanaal,Groningen,20,Ziekenhuisopname,,
2020-11-24,37,Stadskanaal,Groningen,20,Overleden,,
2020-11-24,47,Veendam,Groningen,20,Totaal,,
2020-11-24,47,Veendam,Groningen,20,Ziekenhuisopname,,
2020-11-24,47,Veendam,Groningen,20,Overleden,,
2020-11-24,50,Zeewolde,Flevoland,24,Totaal,,
2020-11-24,50,Zeewolde,Flevoland,24,Ziekenhuisopname,,
2020-11-24,50,Zeewolde,Flevoland,24,Overleden,,
2020-11-24,59,Achtkarspelen,Friesland,21,Totaal,,
2020-11-24,59,Achtkarspelen,Friesland,21,Ziekenhuisopname,,
2020-11-24,59,Achtkarspelen,Friesland,21,Overleden,,
2020-11-24,60,Ameland,Friesland,21,Totaal,,
2020-11-24,60,Ameland,Friesland,21,Ziekenhuisopname,,
2020-11-24,60,Ameland,Friesland,21,Overleden,,
2020-11-24,72,Harlingen,Friesland,21,Totaal,,
2020-11-24,72,Harlingen,Friesland,21,Ziekenhuisopname,,
2020-11-24,72,Harlingen,Friesland,21,Overleden,,
2020-11-24,74,Heerenveen,Friesland,21,Totaal,,
2020-11-24,74,Heerenveen,Friesland,21,Ziekenhuisopname,,
2020-11-24,74,Heerenveen,Friesland,21,Overleden,,
2020-11-24,80,Leeuwarden,Friesland,21,Totaal,,
2020-11-24,80,Leeuwarden,Friesland,21,Ziekenhuisopname,,
2020-11-24,80,Leeuwarden,Friesland,21,Overleden,,
2020-11-24,85,Ooststellingwerf,Friesland,21,Totaal,,
2020-11-24,85,Ooststellingwerf,Friesland,21,Ziekenhuisopname,,
2020-11-24,85,Ooststellingwerf,Friesland,21,Overleden,,
2020-11-24,86,Opsterland,Friesland,21,Totaal,,
2020-11-24,86,Opsterland,Friesland,21,Ziekenhuisopname,,
2020-11-24,86,Opsterland,Friesland,21,Overleden,,
2020-11-24,88,Schiermonnikoog,Friesland,21,Totaal,,
2020-11-24,88,Schiermonnikoog,Friesland,21,Ziekenhuisopname,,
2020-11-24,88,Schiermonnikoog,Friesland,21,Overleden,,
