Datum,LeeftijdGroep,Geslacht,Aantal,AantalCumulatief
2020-06-04,0-4,Vrouw,0,0
2020-06-04,5-9,Vrouw,0,0
2020-06-04,10-14,Vrouw,0,0
2020-06-04,15-19,Vrouw,0,0
2020-06-04,20-24,Vrouw,0,0
2020-06-04,25-29,Vrouw,0,0
2020-06-04,30-34,Vrouw,0,1
2020-06-04,35-39,Vrouw,0,2
2020-06-04,40-44,Vrouw,0,0
2020-06-04,45-49,Vrouw,0,14
2020-06-04,50-54,Vrouw,0,20
2020-06-04,55-59,Vrouw,0,24
2020-06-04,60-64,Vrouw,0,51
2020-06-04,65-69,Vrouw,-2,112
2020-06-04,70-74,Vrouw,-3,240
2020-06-04,75-79,Vrouw,-1,338
2020-06-04,80-84,Vrouw,-4,516
2020-06-04,85-89,Vrouw,-11,649
2020-06-04,90-94,Vrouw,-9,493
2020-06-04,95+,Vrouw,-2,223
2020-06-04,0-4,Man,0,0
2020-06-04,5-9,Man,0,0
2020-06-04,10-14,Man,0,0
2020-06-04,15-19,Man,0,1
2020-06-04,20-24,Man,0,0
2020-06-04,25-29,Man,0,3
2020-06-04,30-34,Man,0,3
2020-06-04,35-39,Man,0,5
2020-06-04,40-44,Man,0,5
2020-06-04,45-49,Man,0,9
2020-06-04,50-54,Man,0,27
2020-06-04,55-59,Man,0,75
2020-06-04,60-64,Man,0,111
2020-06-04,65-69,Man,-2,215
2020-06-04,70-74,Man,-3,378
2020-06-04,75-79,Man,-4,652
2020-06-04,80-84,Man,-2,733
2020-06-04,85-89,Man,-6,700
2020-06-04,90-94,Man,-3,315
2020-06-04,95+,Man,0,75
