Datum,LeeftijdGroep,Geslacht,Aantal,AantalCumulatief
2020-06-10,0-4,Vrouw,0,0
2020-06-10,0-4,Man,0,0
2020-06-10,10-14,Vrouw,0,0
2020-06-10,10-14,Man,0,0
2020-06-10,15-19,Vrouw,0,0
2020-06-10,15-19,Man,0,1
2020-06-10,20-24,Vrouw,0,0
2020-06-10,20-24,Man,0,0
2020-06-10,25-29,Vrouw,0,0
2020-06-10,25-29,Man,0,3
2020-06-10,30-34,Vrouw,0,1
2020-06-10,30-34,Man,0,3
2020-06-10,35-39,Vrouw,0,2
2020-06-10,35-39,Man,0,5
2020-06-10,40-44,Vrouw,0,0
2020-06-10,40-44,Man,0,5
2020-06-10,45-49,Vrouw,0,14
2020-06-10,45-49,Man,0,9
2020-06-10,5-9,Vrouw,0,0
2020-06-10,5-9,Man,0,0
2020-06-10,50-54,Vrouw,0,20
2020-06-10,50-54,Man,0,27
2020-06-10,55-59,Vrouw,0,24
2020-06-10,55-59,Man,0,75
2020-06-10,60-64,Vrouw,0,51
2020-06-10,60-64,Man,0,111
2020-06-10,65-69,Vrouw,0,114
2020-06-10,65-69,Man,0,217
2020-06-10,70-74,Vrouw,0,243
2020-06-10,70-74,Man,2,381
2020-06-10,75-79,Vrouw,0,339
2020-06-10,75-79,Man,1,656
2020-06-10,80-84,Vrouw,2,520
2020-06-10,80-84,Man,1,735
2020-06-10,85-89,Vrouw,2,660
2020-06-10,85-89,Man,0,706
2020-06-10,90-94,Vrouw,3,502
2020-06-10,90-94,Man,0,318
2020-06-10,95+,Vrouw,0,225
2020-06-10,95+,Man,0,75
