Datum,LeeftijdGroep,Geslacht,Aantal,AantalCumulatief
2020-05-25,0-4,Vrouw,0,0
2020-05-25,5-9,Vrouw,0,0
2020-05-25,10-14,Vrouw,0,0
2020-05-25,15-19,Vrouw,0,0
2020-05-25,20-24,Vrouw,0,0
2020-05-25,25-29,Vrouw,0,0
2020-05-25,30-34,Vrouw,0,1
2020-05-25,35-39,Vrouw,0,2
2020-05-25,40-44,Vrouw,0,0
2020-05-25,45-49,Vrouw,0,14
2020-05-25,50-54,Vrouw,0,19
2020-05-25,55-59,Vrouw,0,24
2020-05-25,60-64,Vrouw,0,50
2020-05-25,65-69,Vrouw,0,111
2020-05-25,70-74,Vrouw,0,235
2020-05-25,75-79,Vrouw,0,333
2020-05-25,80-84,Vrouw,0,503
2020-05-25,85-89,Vrouw,1,620
2020-05-25,90-94,Vrouw,2,477
2020-05-25,95+,Vrouw,0,215
2020-05-25,0-4,Man,0,0
2020-05-25,5-9,Man,0,0
2020-05-25,10-14,Man,0,0
2020-05-25,15-19,Man,0,1
2020-05-25,20-24,Man,0,0
2020-05-25,25-29,Man,0,3
2020-05-25,30-34,Man,0,2
2020-05-25,35-39,Man,0,5
2020-05-25,40-44,Man,0,5
2020-05-25,45-49,Man,0,9
2020-05-25,50-54,Man,0,25
2020-05-25,55-59,Man,0,72
2020-05-25,60-64,Man,0,108
2020-05-25,65-69,Man,1,209
2020-05-25,70-74,Man,0,371
2020-05-25,75-79,Man,1,641
2020-05-25,80-84,Man,2,716
2020-05-25,85-89,Man,1,681
2020-05-25,90-94,Man,0,305
2020-05-25,95+,Man,0,73
