Datum,LeeftijdGroep,Geslacht,Aantal,AantalCumulatief
2020-06-09,0-4,Man,0,0
2020-06-09,10-14,Man,0,0
2020-06-09,15-19,Man,0,1
2020-06-09,20-24,Man,0,0
2020-06-09,25-29,Man,0,3
2020-06-09,30-34,Man,0,3
2020-06-09,35-39,Man,0,5
2020-06-09,40-44,Man,0,5
2020-06-09,45-49,Man,0,9
2020-06-09,5-9,Man,0,0
2020-06-09,50-54,Man,0,27
2020-06-09,55-59,Man,0,75
2020-06-09,60-64,Man,0,111
2020-06-09,65-69,Man,1,217
2020-06-09,70-74,Man,0,379
2020-06-09,75-79,Man,1,655
2020-06-09,80-84,Man,0,734
2020-06-09,85-89,Man,2,706
2020-06-09,90-94,Man,0,318
2020-06-09,95+,Man,0,75
2020-06-09,0-4,Vrouw,0,0
2020-06-09,10-14,Vrouw,0,0
2020-06-09,15-19,Vrouw,0,0
2020-06-09,20-24,Vrouw,0,0
2020-06-09,25-29,Vrouw,0,0
2020-06-09,30-34,Vrouw,0,1
2020-06-09,35-39,Vrouw,0,2
2020-06-09,40-44,Vrouw,0,0
2020-06-09,45-49,Vrouw,0,14
2020-06-09,5-9,Vrouw,0,0
2020-06-09,50-54,Vrouw,0,20
2020-06-09,55-59,Vrouw,0,24
2020-06-09,60-64,Vrouw,0,51
2020-06-09,65-69,Vrouw,1,114
2020-06-09,70-74,Vrouw,1,243
2020-06-09,75-79,Vrouw,1,339
2020-06-09,80-84,Vrouw,2,518
2020-06-09,85-89,Vrouw,3,658
2020-06-09,90-94,Vrouw,2,499
2020-06-09,95+,Vrouw,1,225
