Datum,LeeftijdGroep,Geslacht,Aantal,AantalCumulatief
2020-11-10,0-4,Man,0,0
2020-11-10,10-14,Man,0,0
2020-11-10,15-19,Man,0,1
2020-11-10,20-24,Man,0,0
2020-11-10,25-29,Man,0,3
2020-11-10,30-34,Man,0,3
2020-11-10,35-39,Man,2,7
2020-11-10,40-44,Man,1,9
2020-11-10,45-49,Man,1,17
2020-11-10,5-9,Man,0,0
2020-11-10,50-54,Man,3,40
2020-11-10,55-59,Man,4,84
2020-11-10,60-64,Man,4,138
2020-11-10,65-69,Man,13,276
2020-11-10,70-74,Man,36,512
2020-11-10,75-79,Man,45,840
2020-11-10,80-84,Man,79,1015
2020-11-10,85-89,Man,75,995
2020-11-10,90-94,Man,40,453
2020-11-10,95+,Man,11,107
2020-11-10,0-4,Vrouw,0,0
2020-11-10,10-14,Vrouw,0,0
2020-11-10,15-19,Vrouw,0,0
2020-11-10,20-24,Vrouw,0,0
2020-11-10,25-29,Vrouw,0,0
2020-11-10,30-34,Vrouw,0,1
2020-11-10,35-39,Vrouw,0,4
2020-11-10,40-44,Vrouw,0,1
2020-11-10,45-49,Vrouw,0,17
2020-11-10,5-9,Vrouw,0,0
2020-11-10,50-54,Vrouw,0,21
2020-11-10,55-59,Vrouw,1,34
2020-11-10,60-64,Vrouw,4,67
2020-11-10,65-69,Vrouw,5,141
2020-11-10,70-74,Vrouw,15,293
2020-11-10,75-79,Vrouw,22,446
2020-11-10,80-84,Vrouw,52,707
2020-11-10,85-89,Vrouw,74,893
2020-11-10,90-94,Vrouw,54,697
2020-11-10,95+,Vrouw,24,319
