Datum,LeeftijdGroep,Geslacht,Aantal,AantalCumulatief
2020-05-21,0-4,Vrouw,0,0
2020-05-21,5-9,Vrouw,0,0
2020-05-21,10-14,Vrouw,0,0
2020-05-21,15-19,Vrouw,0,0
2020-05-21,20-24,Vrouw,0,0
2020-05-21,25-29,Vrouw,0,0
2020-05-21,30-34,Vrouw,0,1
2020-05-21,35-39,Vrouw,0,2
2020-05-21,40-44,Vrouw,0,0
2020-05-21,45-49,Vrouw,2,14
2020-05-21,50-54,Vrouw,1,19
2020-05-21,55-59,Vrouw,1,23
2020-05-21,60-64,Vrouw,4,50
2020-05-21,65-69,Vrouw,3,110
2020-05-21,70-74,Vrouw,12,233
2020-05-21,75-79,Vrouw,16,331
2020-05-21,80-84,Vrouw,34,499
2020-05-21,85-89,Vrouw,55,616
2020-05-21,90-94,Vrouw,41,469
2020-05-21,95+,Vrouw,21,213
2020-05-21,0-4,Man,0,0
2020-05-21,5-9,Man,0,0
2020-05-21,10-14,Man,0,0
2020-05-21,15-19,Man,0,1
2020-05-21,20-24,Man,0,0
2020-05-21,25-29,Man,0,3
2020-05-21,30-34,Man,0,2
2020-05-21,35-39,Man,0,5
2020-05-21,40-44,Man,0,5
2020-05-21,45-49,Man,1,8
2020-05-21,50-54,Man,3,24
2020-05-21,55-59,Man,6,72
2020-05-21,60-64,Man,6,106
2020-05-21,65-69,Man,13,207
2020-05-21,70-74,Man,24,369
2020-05-21,75-79,Man,14,635
2020-05-21,80-84,Man,34,710
2020-05-21,85-89,Man,31,672
2020-05-21,90-94,Man,26,303
2020-05-21,95+,Man,5,73
