Datum,LeeftijdGroep,Geslacht,Aantal,AantalCumulatief
2020-08-25,0-4,Man,0,0
2020-08-25,10-14,Man,0,0
2020-08-25,15-19,Man,0,1
2020-08-25,20-24,Man,0,0
2020-08-25,25-29,Man,0,3
2020-08-25,30-34,Man,0,3
2020-08-25,35-39,Man,0,5
2020-08-25,40-44,Man,0,7
2020-08-25,45-49,Man,0,9
2020-08-25,5-9,Man,0,0
2020-08-25,50-54,Man,0,27
2020-08-25,55-59,Man,0,75
2020-08-25,60-64,Man,2,114
2020-08-25,65-69,Man,0,225
2020-08-25,70-74,Man,1,389
2020-08-25,75-79,Man,4,668
2020-08-25,80-84,Man,4,752
2020-08-25,85-89,Man,4,727
2020-08-25,90-94,Man,4,330
2020-08-25,95+,Man,1,75
2020-08-25,0-4,Vrouw,0,0
2020-08-25,10-14,Vrouw,0,0
2020-08-25,15-19,Vrouw,0,0
2020-08-25,20-24,Vrouw,0,0
2020-08-25,25-29,Vrouw,0,0
2020-08-25,30-34,Vrouw,0,1
2020-08-25,35-39,Vrouw,0,2
2020-08-25,40-44,Vrouw,0,0
2020-08-25,45-49,Vrouw,0,15
2020-08-25,5-9,Vrouw,0,0
2020-08-25,50-54,Vrouw,0,20
2020-08-25,55-59,Vrouw,1,25
2020-08-25,60-64,Vrouw,0,51
2020-08-25,65-69,Vrouw,0,116
2020-08-25,70-74,Vrouw,0,246
2020-08-25,75-79,Vrouw,1,352
2020-08-25,80-84,Vrouw,3,537
2020-08-25,85-89,Vrouw,1,670
2020-08-25,90-94,Vrouw,4,523
2020-08-25,95+,Vrouw,2,239
