Datum,LeeftijdGroep,Geslacht,Aantal,AantalCumulatief
2020-12-08,0-4,Man,0,0
2020-12-08,10-14,Man,0,0
2020-12-08,15-19,Man,0,2
2020-12-08,20-24,Man,0,0
2020-12-08,25-29,Man,0,3
2020-12-08,30-34,Man,1,4
2020-12-08,35-39,Man,0,9
2020-12-08,40-44,Man,0,10
2020-12-08,45-49,Man,3,23
2020-12-08,5-9,Man,0,0
2020-12-08,50-54,Man,4,48
2020-12-08,55-59,Man,3,93
2020-12-08,60-64,Man,6,159
2020-12-08,65-69,Man,4,313
2020-12-08,70-74,Man,32,596
2020-12-08,75-79,Man,30,1003
2020-12-08,80-84,Man,42,1209
2020-12-08,85-89,Man,30,1214
2020-12-08,90-94,Man,26,561
2020-12-08,95+,Man,11,135
2020-12-08,95+,Man,-11,124
2020-12-08,0-4,Vrouw,0,0
2020-12-08,10-14,Vrouw,0,0
2020-12-08,15-19,Vrouw,0,0
2020-12-08,20-24,Vrouw,0,0
2020-12-08,25-29,Vrouw,0,0
2020-12-08,30-34,Vrouw,0,2
2020-12-08,35-39,Vrouw,0,4
2020-12-08,40-44,Vrouw,0,1
2020-12-08,45-49,Vrouw,1,19
2020-12-08,5-9,Vrouw,0,0
2020-12-08,50-54,Vrouw,2,28
2020-12-08,55-59,Vrouw,0,40
2020-12-08,60-64,Vrouw,1,82
2020-12-08,65-69,Vrouw,3,161
2020-12-08,70-74,Vrouw,14,346
2020-12-08,75-79,Vrouw,20,535
2020-12-08,80-84,Vrouw,29,854
2020-12-08,85-89,Vrouw,32,1069
2020-12-08,90-94,Vrouw,31,853
2020-12-08,95+,Vrouw,34,399
2020-12-08,95+,Vrouw,-34,365
