Datum,LeeftijdGroep,Geslacht,Aantal,AantalCumulatief
2020-11-24,0-4,Man,0,0
2020-11-24,0-4,Man,0,0
2020-11-24,10-14,Man,0,0
2020-11-24,15-19,Man,1,2
2020-11-24,20-24,Man,0,0
2020-11-24,25-29,Man,0,3
2020-11-24,30-34,Man,0,3
2020-11-24,35-39,Man,2,9
2020-11-24,40-44,Man,1,10
2020-11-24,45-49,Man,3,20
2020-11-24,5-9,Man,0,0
2020-11-24,50-54,Man,4,44
2020-11-24,55-59,Man,4,88
2020-11-24,60-64,Man,9,147
2020-11-24,65-69,Man,23,299
2020-11-24,70-74,Man,30,542
2020-11-24,75-79,Man,77,917
2020-11-24,80-84,Man,104,1119
2020-11-24,85-89,Man,133,1128
2020-11-24,90-94,Man,59,512
2020-11-24,95+,Man,17,124
2020-11-24,0-4,Vrouw,0,0
2020-11-24,0-4,Vrouw,0,0
2020-11-24,10-14,Vrouw,0,0
2020-11-24,15-19,Vrouw,0,0
2020-11-24,20-24,Vrouw,0,0
2020-11-24,25-29,Vrouw,0,0
2020-11-24,30-34,Vrouw,0,1
2020-11-24,35-39,Vrouw,0,4
2020-11-24,40-44,Vrouw,0,1
2020-11-24,45-49,Vrouw,0,17
2020-11-24,5-9,Vrouw,0,0
2020-11-24,50-54,Vrouw,5,26
2020-11-24,55-59,Vrouw,5,39
2020-11-24,60-64,Vrouw,10,77
2020-11-24,65-69,Vrouw,12,153
2020-11-24,70-74,Vrouw,27,320
2020-11-24,75-79,Vrouw,44,490
2020-11-24,80-84,Vrouw,88,795
2020-11-24,85-89,Vrouw,97,990
2020-11-24,90-94,Vrouw,93,790
2020-11-24,95+,Vrouw,46,365
