Datum,LeeftijdGroep,Geslacht,Aantal,AantalCumulatief
2020-11-03,0-4,Man,0,0
2020-11-03,10-14,Man,0,0
2020-11-03,15-19,Man,0,1
2020-11-03,20-24,Man,0,0
2020-11-03,25-29,Man,0,3
2020-11-03,30-34,Man,0,3
2020-11-03,35-39,Man,0,5
2020-11-03,40-44,Man,0,8
2020-11-03,45-49,Man,1,16
2020-11-03,5-9,Man,0,0
2020-11-03,50-54,Man,2,37
2020-11-03,55-59,Man,3,80
2020-11-03,60-64,Man,4,134
2020-11-03,65-69,Man,11,263
2020-11-03,70-74,Man,31,476
2020-11-03,75-79,Man,43,795
2020-11-03,80-84,Man,64,936
2020-11-03,85-89,Man,64,920
2020-11-03,90-94,Man,25,413
2020-11-03,95+,Man,5,96
2020-11-03,0-4,Vrouw,0,0
2020-11-03,10-14,Vrouw,0,0
2020-11-03,15-19,Vrouw,0,0
2020-11-03,20-24,Vrouw,0,0
2020-11-03,25-29,Vrouw,0,0
2020-11-03,30-34,Vrouw,0,1
2020-11-03,35-39,Vrouw,0,4
2020-11-03,40-44,Vrouw,1,1
2020-11-03,45-49,Vrouw,0,17
2020-11-03,5-9,Vrouw,0,0
2020-11-03,50-54,Vrouw,0,21
2020-11-03,55-59,Vrouw,1,33
2020-11-03,60-64,Vrouw,3,63
2020-11-03,65-69,Vrouw,5,136
2020-11-03,70-74,Vrouw,13,278
2020-11-03,75-79,Vrouw,18,424
2020-11-03,80-84,Vrouw,30,655
2020-11-03,85-89,Vrouw,53,819
2020-11-03,90-94,Vrouw,37,643
2020-11-03,95+,Vrouw,20,295
