Datum,LeeftijdGroep,Geslacht,Aantal,AantalCumulatief
2020-10-06,0-4,Man,0,0
2020-10-06,10-14,Man,0,0
2020-10-06,15-19,Man,0,1
2020-10-06,20-24,Man,0,0
2020-10-06,25-29,Man,0,3
2020-10-06,30-34,Man,0,3
2020-10-06,35-39,Man,0,5
2020-10-06,40-44,Man,0,7
2020-10-06,45-49,Man,0,13
2020-10-06,5-9,Man,0,0
2020-10-06,50-54,Man,1,31
2020-10-06,55-59,Man,1,77
2020-10-06,60-64,Man,1,120
2020-10-06,65-69,Man,1,233
2020-10-06,70-74,Man,3,405
2020-10-06,75-79,Man,6,688
2020-10-06,80-84,Man,17,786
2020-10-06,85-89,Man,8,758
2020-10-06,90-94,Man,9,350
2020-10-06,95+,Man,4,80
2020-10-06,0-4,Vrouw,0,0
2020-10-06,10-14,Vrouw,0,0
2020-10-06,15-19,Vrouw,0,0
2020-10-06,20-24,Vrouw,0,0
2020-10-06,25-29,Vrouw,0,0
2020-10-06,30-34,Vrouw,0,1
2020-10-06,35-39,Vrouw,0,2
2020-10-06,40-44,Vrouw,0,0
2020-10-06,45-49,Vrouw,0,16
2020-10-06,5-9,Vrouw,0,0
2020-10-06,50-54,Vrouw,0,20
2020-10-06,55-59,Vrouw,3,28
2020-10-06,60-64,Vrouw,0,53
2020-10-06,65-69,Vrouw,3,120
2020-10-06,70-74,Vrouw,0,252
2020-10-06,75-79,Vrouw,6,361
2020-10-06,80-84,Vrouw,6,561
2020-10-06,85-89,Vrouw,6,701
2020-10-06,90-94,Vrouw,8,556
2020-10-06,95+,Vrouw,6,251
