Datum,LeeftijdGroep,Geslacht,Aantal,AantalCumulatief
2020-12-15,0-4,Man,0,0
2020-12-15,10-14,Man,0,0
2020-12-15,15-19,Man,0,2
2020-12-15,20-24,Man,0,0
2020-12-15,25-29,Man,0,3
2020-12-15,30-34,Man,0,4
2020-12-15,35-39,Man,0,9
2020-12-15,40-44,Man,0,10
2020-12-15,45-49,Man,1,24
2020-12-15,5-9,Man,0,0
2020-12-15,50-54,Man,2,50
2020-12-15,55-59,Man,6,99
2020-12-15,60-64,Man,4,163
2020-12-15,65-69,Man,7,320
2020-12-15,70-74,Man,20,616
2020-12-15,75-79,Man,36,1039
2020-12-15,80-84,Man,55,1264
2020-12-15,85-89,Man,43,1257
2020-12-15,90-94,Man,33,594
2020-12-15,95+,Man,22,146
2020-12-15,0-4,Vrouw,0,0
2020-12-15,10-14,Vrouw,0,0
2020-12-15,15-19,Vrouw,0,0
2020-12-15,20-24,Vrouw,0,0
2020-12-15,25-29,Vrouw,0,0
2020-12-15,30-34,Vrouw,0,2
2020-12-15,35-39,Vrouw,0,4
2020-12-15,40-44,Vrouw,0,1
2020-12-15,45-49,Vrouw,0,19
2020-12-15,5-9,Vrouw,0,0
2020-12-15,50-54,Vrouw,2,30
2020-12-15,55-59,Vrouw,2,42
2020-12-15,60-64,Vrouw,2,84
2020-12-15,65-69,Vrouw,6,167
2020-12-15,70-74,Vrouw,9,355
2020-12-15,75-79,Vrouw,22,557
2020-12-15,80-84,Vrouw,32,886
2020-12-15,85-89,Vrouw,46,1115
2020-12-15,90-94,Vrouw,38,891
2020-12-15,95+,Vrouw,50,415
