Datum,LeeftijdGroep,Geslacht,Aantal,AantalCumulatief
2020-10-20,0-4,Man,0,0
2020-10-20,10-14,Man,0,0
2020-10-20,15-19,Man,0,1
2020-10-20,20-24,Man,0,0
2020-10-20,25-29,Man,0,3
2020-10-20,30-34,Man,0,3
2020-10-20,35-39,Man,0,5
2020-10-20,40-44,Man,0,8
2020-10-20,45-49,Man,1,15
2020-10-20,5-9,Man,0,0
2020-10-20,50-54,Man,3,35
2020-10-20,55-59,Man,0,77
2020-10-20,60-64,Man,1,125
2020-10-20,65-69,Man,8,246
2020-10-20,70-74,Man,12,425
2020-10-20,75-79,Man,14,714
2020-10-20,80-84,Man,29,831
2020-10-20,85-89,Man,29,808
2020-10-20,90-94,Man,8,370
2020-10-20,95+,Man,3,85
2020-10-20,0-4,Vrouw,0,0
2020-10-20,10-14,Vrouw,0,0
2020-10-20,15-19,Vrouw,0,0
2020-10-20,20-24,Vrouw,0,0
2020-10-20,25-29,Vrouw,0,0
2020-10-20,30-34,Vrouw,0,1
2020-10-20,35-39,Vrouw,0,3
2020-10-20,40-44,Vrouw,0,0
2020-10-20,45-49,Vrouw,0,16
2020-10-20,5-9,Vrouw,0,0
2020-10-20,50-54,Vrouw,0,20
2020-10-20,55-59,Vrouw,1,31
2020-10-20,60-64,Vrouw,4,57
2020-10-20,65-69,Vrouw,3,126
2020-10-20,70-74,Vrouw,4,258
2020-10-20,75-79,Vrouw,8,381
2020-10-20,80-84,Vrouw,14,589
2020-10-20,85-89,Vrouw,23,737
2020-10-20,90-94,Vrouw,10,581
2020-10-20,95+,Vrouw,8,263
