Datum,LeeftijdGroep,Geslacht,Aantal,AantalCumulatief
2020-05-28,0-4,Vrouw,0,0
2020-05-28,5-9,Vrouw,0,0
2020-05-28,10-14,Vrouw,0,0
2020-05-28,15-19,Vrouw,0,0
2020-05-28,20-24,Vrouw,0,0
2020-05-28,25-29,Vrouw,0,0
2020-05-28,30-34,Vrouw,0,1
2020-05-28,35-39,Vrouw,1,2
2020-05-28,40-44,Vrouw,0,0
2020-05-28,45-49,Vrouw,4,14
2020-05-28,50-54,Vrouw,4,19
2020-05-28,55-59,Vrouw,5,24
2020-05-28,60-64,Vrouw,12,50
2020-05-28,65-69,Vrouw,21,112
2020-05-28,70-74,Vrouw,51,236
2020-05-28,75-79,Vrouw,71,337
2020-05-28,80-84,Vrouw,120,507
2020-05-28,85-89,Vrouw,197,638
2020-05-28,90-94,Vrouw,157,485
2020-05-28,95+,Vrouw,80,219
2020-05-28,0-4,Man,0,0
2020-05-28,5-9,Man,0,0
2020-05-28,10-14,Man,0,0
2020-05-28,15-19,Man,0,1
2020-05-28,20-24,Man,0,0
2020-05-28,25-29,Man,0,3
2020-05-28,30-34,Man,0,2
2020-05-28,35-39,Man,1,5
2020-05-28,40-44,Man,1,5
2020-05-28,45-49,Man,4,9
2020-05-28,50-54,Man,7,26
2020-05-28,55-59,Man,19,73
2020-05-28,60-64,Man,23,109
2020-05-28,65-69,Man,41,213
2020-05-28,70-74,Man,73,376
2020-05-28,75-79,Man,103,647
2020-05-28,80-84,Man,151,723
2020-05-28,85-89,Man,147,688
2020-05-28,90-94,Man,74,306
2020-05-28,95+,Man,19,73
