Datum,LeeftijdGroep,Geslacht,Aantal,AantalCumulatief
2020-05-14,0-4,Vrouw,0,0
2020-05-14,5-9,Vrouw,0,0
2020-05-14,10-14,Vrouw,0,0
2020-05-14,15-19,Vrouw,0,0
2020-05-14,20-24,Vrouw,0,0
2020-05-14,25-29,Vrouw,0,0
2020-05-14,30-34,Vrouw,0,1
2020-05-14,35-39,Vrouw,0,2
2020-05-14,40-44,Vrouw,0,0
2020-05-14,45-49,Vrouw,-1,13
2020-05-14,50-54,Vrouw,-1,18
2020-05-14,55-59,Vrouw,-1,23
2020-05-14,60-64,Vrouw,-1,49
2020-05-14,65-69,Vrouw,-4,108
2020-05-14,70-74,Vrouw,-9,227
2020-05-14,75-79,Vrouw,-15,322
2020-05-14,80-84,Vrouw,-25,482
2020-05-14,85-89,Vrouw,-52,586
2020-05-14,90-94,Vrouw,-35,450
2020-05-14,95+,Vrouw,-20,199
2020-05-14,0-4,Man,0,0
2020-05-14,5-9,Man,0,0
2020-05-14,10-14,Man,0,0
2020-05-14,15-19,Man,0,1
2020-05-14,20-24,Man,0,0
2020-05-14,25-29,Man,0,3
2020-05-14,30-34,Man,0,2
2020-05-14,35-39,Man,0,5
2020-05-14,40-44,Man,0,5
2020-05-14,45-49,Man,-1,8
2020-05-14,50-54,Man,-4,22
2020-05-14,55-59,Man,-4,69
2020-05-14,60-64,Man,-7,102
2020-05-14,65-69,Man,-18,195
2020-05-14,70-74,Man,-19,357
2020-05-14,75-79,Man,-20,627
2020-05-14,80-84,Man,-28,695
2020-05-14,85-89,Man,-31,657
2020-05-14,90-94,Man,-16,290
2020-05-14,95+,Man,-1,72
