Datum,LeeftijdGroep,Geslacht,Aantal,AantalCumulatief
2020-05-17,0-4,Man,0,0
2020-05-17,10-14,Man,0,0
2020-05-17,15-19,Man,0,1
2020-05-17,20-24,Man,0,0
2020-05-17,25-29,Man,0,3
2020-05-17,30-34,Man,0,2
2020-05-17,35-39,Man,0,5
2020-05-17,40-44,Man,0,5
2020-05-17,45-49,Man,0,8
2020-05-17,5-9,Man,0,0
2020-05-17,50-54,Man,0,24
2020-05-17,55-59,Man,1,71
2020-05-17,60-64,Man,0,103
2020-05-17,65-69,Man,2,205
2020-05-17,70-74,Man,1,363
2020-05-17,75-79,Man,0,631
2020-05-17,80-84,Man,1,701
2020-05-17,85-89,Man,0,664
2020-05-17,90-94,Man,1,296
2020-05-17,95+,Man,0,72
2020-05-17,0-4,Vrouw,0,0
2020-05-17,10-14,Vrouw,0,0
2020-05-17,15-19,Vrouw,0,0
2020-05-17,20-24,Vrouw,0,0
2020-05-17,25-29,Vrouw,0,0
2020-05-17,30-34,Vrouw,0,1
2020-05-17,35-39,Vrouw,0,2
2020-05-17,40-44,Vrouw,0,0
2020-05-17,45-49,Vrouw,0,14
2020-05-17,5-9,Vrouw,0,0
2020-05-17,50-54,Vrouw,0,18
2020-05-17,55-59,Vrouw,0,23
2020-05-17,60-64,Vrouw,0,49
2020-05-17,65-69,Vrouw,0,109
2020-05-17,70-74,Vrouw,1,231
2020-05-17,75-79,Vrouw,1,327
2020-05-17,80-84,Vrouw,0,490
2020-05-17,85-89,Vrouw,2,598
2020-05-17,90-94,Vrouw,0,459
2020-05-17,95+,Vrouw,0,205
