Datum,LeeftijdGroep,Geslacht,Aantal,AantalCumulatief
2021-02-02,0-4,Man,0,1
2021-02-02,10-14,Man,0,0
2021-02-02,15-19,Man,0,2
2021-02-02,20-24,Man,0,2
2021-02-02,25-29,Man,1,5
2021-02-02,30-34,Man,1,5
2021-02-02,35-39,Man,0,11
2021-02-02,40-44,Man,0,14
2021-02-02,45-49,Man,0,29
2021-02-02,5-9,Man,0,0
2021-02-02,50-54,Man,0,60
2021-02-02,55-59,Man,3,118
2021-02-02,60-64,Man,5,205
2021-02-02,65-69,Man,20,414
2021-02-02,70-74,Man,21,837
2021-02-02,75-79,Man,38,1374
2021-02-02,80-84,Man,52,1710
2021-02-02,85-89,Man,51,1740
2021-02-02,90-94,Man,40,891
2021-02-02,95+,Man,13,223
2021-02-02,0-4,Vrouw,0,0
2021-02-02,10-14,Vrouw,0,0
2021-02-02,15-19,Vrouw,0,0
2021-02-02,20-24,Vrouw,0,0
2021-02-02,25-29,Vrouw,0,1
2021-02-02,30-34,Vrouw,0,2
2021-02-02,35-39,Vrouw,0,5
2021-02-02,40-44,Vrouw,0,2
2021-02-02,45-49,Vrouw,1,23
2021-02-02,5-9,Vrouw,0,0
2021-02-02,50-54,Vrouw,1,41
2021-02-02,55-59,Vrouw,3,56
2021-02-02,60-64,Vrouw,6,113
2021-02-02,65-69,Vrouw,7,226
2021-02-02,70-74,Vrouw,17,483
2021-02-02,75-79,Vrouw,22,760
2021-02-02,80-84,Vrouw,35,1240
2021-02-02,85-89,Vrouw,52,1611
2021-02-02,90-94,Vrouw,37,1304
2021-02-02,95+,Vrouw,17,600
