Datum,LeeftijdGroep,Geslacht,Aantal,AantalCumulatief
2020-05-15,0-4,Vrouw,0,0
2020-05-15,0-4,Man,0,0
2020-05-15,10-14,Vrouw,0,0
2020-05-15,10-14,Man,0,0
2020-05-15,15-19,Vrouw,0,0
2020-05-15,15-19,Man,0,1
2020-05-15,20-24,Vrouw,0,0
2020-05-15,20-24,Man,0,0
2020-05-15,25-29,Vrouw,0,0
2020-05-15,25-29,Man,0,3
2020-05-15,30-34,Vrouw,0,1
2020-05-15,30-34,Man,0,2
2020-05-15,35-39,Vrouw,0,2
2020-05-15,35-39,Man,0,5
2020-05-15,40-44,Vrouw,0,0
2020-05-15,40-44,Man,0,5
2020-05-15,45-49,Vrouw,1,14
2020-05-15,45-49,Man,0,8
2020-05-15,5-9,Vrouw,0,0
2020-05-15,5-9,Man,0,0
2020-05-15,50-54,Vrouw,0,18
2020-05-15,50-54,Man,2,24
2020-05-15,55-59,Vrouw,0,23
2020-05-15,55-59,Man,1,70
2020-05-15,60-64,Vrouw,0,49
2020-05-15,60-64,Man,1,103
2020-05-15,65-69,Vrouw,1,109
2020-05-15,65-69,Man,5,200
2020-05-15,70-74,Vrouw,3,230
2020-05-15,70-74,Man,2,359
2020-05-15,75-79,Vrouw,3,325
2020-05-15,75-79,Man,2,629
2020-05-15,80-84,Vrouw,6,488
2020-05-15,80-84,Man,3,698
2020-05-15,85-89,Vrouw,8,594
2020-05-15,85-89,Man,3,660
2020-05-15,90-94,Vrouw,6,456
2020-05-15,90-94,Man,3,293
2020-05-15,95+,Vrouw,3,202
2020-05-15,95+,Man,0,72
