Datum,LeeftijdGroep,Geslacht,Aantal,AantalCumulatief
2020-09-01,0-4,Man,0,0
2020-09-01,10-14,Man,0,0
2020-09-01,15-19,Man,0,1
2020-09-01,20-24,Man,0,0
2020-09-01,25-29,Man,0,3
2020-09-01,30-34,Man,0,3
2020-09-01,35-39,Man,0,5
2020-09-01,40-44,Man,0,7
2020-09-01,45-49,Man,0,9
2020-09-01,5-9,Man,0,0
2020-09-01,50-54,Man,2,29
2020-09-01,55-59,Man,0,75
2020-09-01,60-64,Man,0,114
2020-09-01,65-69,Man,2,227
2020-09-01,70-74,Man,1,390
2020-09-01,75-79,Man,0,668
2020-09-01,80-84,Man,1,753
2020-09-01,85-89,Man,2,729
2020-09-01,90-94,Man,1,331
2020-09-01,95+,Man,0,75
2020-09-01,0-4,Vrouw,0,0
2020-09-01,10-14,Vrouw,0,0
2020-09-01,15-19,Vrouw,0,0
2020-09-01,20-24,Vrouw,0,0
2020-09-01,25-29,Vrouw,0,0
2020-09-01,30-34,Vrouw,0,1
2020-09-01,35-39,Vrouw,0,2
2020-09-01,40-44,Vrouw,0,0
2020-09-01,45-49,Vrouw,0,15
2020-09-01,5-9,Vrouw,0,0
2020-09-01,50-54,Vrouw,0,20
2020-09-01,55-59,Vrouw,0,25
2020-09-01,60-64,Vrouw,0,51
2020-09-01,65-69,Vrouw,0,116
2020-09-01,70-74,Vrouw,1,247
2020-09-01,75-79,Vrouw,1,353
2020-09-01,80-84,Vrouw,0,537
2020-09-01,85-89,Vrouw,5,675
2020-09-01,90-94,Vrouw,7,530
2020-09-01,95+,Vrouw,0,239
